"rep","method","tree","splits","model_type","num.trees","K","p","n","setting_id"
1,"grad",1,116,"hte",100,4,5,20000,"2"
1,"grad",2,111,"hte",100,4,5,20000,"2"
1,"grad",3,116,"hte",100,4,5,20000,"2"
1,"grad",4,117,"hte",100,4,5,20000,"2"
1,"grad",5,118,"hte",100,4,5,20000,"2"
1,"grad",6,117,"hte",100,4,5,20000,"2"
1,"grad",7,111,"hte",100,4,5,20000,"2"
1,"grad",8,112,"hte",100,4,5,20000,"2"
1,"grad",9,115,"hte",100,4,5,20000,"2"
1,"grad",10,125,"hte",100,4,5,20000,"2"
1,"grad",11,118,"hte",100,4,5,20000,"2"
1,"grad",12,123,"hte",100,4,5,20000,"2"
1,"grad",13,114,"hte",100,4,5,20000,"2"
1,"grad",14,110,"hte",100,4,5,20000,"2"
1,"grad",15,116,"hte",100,4,5,20000,"2"
1,"grad",16,124,"hte",100,4,5,20000,"2"
1,"grad",17,113,"hte",100,4,5,20000,"2"
1,"grad",18,111,"hte",100,4,5,20000,"2"
1,"grad",19,111,"hte",100,4,5,20000,"2"
1,"grad",20,125,"hte",100,4,5,20000,"2"
1,"grad",21,109,"hte",100,4,5,20000,"2"
1,"grad",22,109,"hte",100,4,5,20000,"2"
1,"grad",23,115,"hte",100,4,5,20000,"2"
1,"grad",24,105,"hte",100,4,5,20000,"2"
1,"grad",25,111,"hte",100,4,5,20000,"2"
1,"grad",26,112,"hte",100,4,5,20000,"2"
1,"grad",27,132,"hte",100,4,5,20000,"2"
1,"grad",28,115,"hte",100,4,5,20000,"2"
1,"grad",29,124,"hte",100,4,5,20000,"2"
1,"grad",30,114,"hte",100,4,5,20000,"2"
1,"grad",31,121,"hte",100,4,5,20000,"2"
1,"grad",32,113,"hte",100,4,5,20000,"2"
1,"grad",33,107,"hte",100,4,5,20000,"2"
1,"grad",34,115,"hte",100,4,5,20000,"2"
1,"grad",35,117,"hte",100,4,5,20000,"2"
1,"grad",36,110,"hte",100,4,5,20000,"2"
1,"grad",37,114,"hte",100,4,5,20000,"2"
1,"grad",38,113,"hte",100,4,5,20000,"2"
1,"grad",39,111,"hte",100,4,5,20000,"2"
1,"grad",40,113,"hte",100,4,5,20000,"2"
1,"grad",41,113,"hte",100,4,5,20000,"2"
1,"grad",42,115,"hte",100,4,5,20000,"2"
1,"grad",43,117,"hte",100,4,5,20000,"2"
1,"grad",44,118,"hte",100,4,5,20000,"2"
1,"grad",45,118,"hte",100,4,5,20000,"2"
1,"grad",46,118,"hte",100,4,5,20000,"2"
1,"grad",47,110,"hte",100,4,5,20000,"2"
1,"grad",48,116,"hte",100,4,5,20000,"2"
1,"grad",49,110,"hte",100,4,5,20000,"2"
1,"grad",50,115,"hte",100,4,5,20000,"2"
1,"grad",51,110,"hte",100,4,5,20000,"2"
1,"grad",52,106,"hte",100,4,5,20000,"2"
1,"grad",53,115,"hte",100,4,5,20000,"2"
1,"grad",54,110,"hte",100,4,5,20000,"2"
1,"grad",55,114,"hte",100,4,5,20000,"2"
1,"grad",56,116,"hte",100,4,5,20000,"2"
1,"grad",57,112,"hte",100,4,5,20000,"2"
1,"grad",58,122,"hte",100,4,5,20000,"2"
1,"grad",59,108,"hte",100,4,5,20000,"2"
1,"grad",60,102,"hte",100,4,5,20000,"2"
1,"grad",61,115,"hte",100,4,5,20000,"2"
1,"grad",62,107,"hte",100,4,5,20000,"2"
1,"grad",63,111,"hte",100,4,5,20000,"2"
