"rep","method","tree","splits","model_type","num.trees","K","p","n","setting_id"
1,"grad",1,7,"hte",100,256,5,100000,"1"
1,"grad",2,7,"hte",100,256,5,100000,"1"
1,"grad",3,8,"hte",100,256,5,100000,"1"
1,"grad",4,8,"hte",100,256,5,100000,"1"
1,"grad",5,7,"hte",100,256,5,100000,"1"
1,"grad",6,7,"hte",100,256,5,100000,"1"
1,"grad",7,8,"hte",100,256,5,100000,"1"
1,"grad",8,8,"hte",100,256,5,100000,"1"
1,"grad",9,7,"hte",100,256,5,100000,"1"
1,"grad",10,7,"hte",100,256,5,100000,"1"
1,"grad",11,8,"hte",100,256,5,100000,"1"
1,"grad",12,8,"hte",100,256,5,100000,"1"
1,"grad",13,8,"hte",100,256,5,100000,"1"
1,"grad",14,7,"hte",100,256,5,100000,"1"
1,"grad",15,8,"hte",100,256,5,100000,"1"
1,"grad",16,7,"hte",100,256,5,100000,"1"
1,"grad",17,7,"hte",100,256,5,100000,"1"
1,"grad",18,7,"hte",100,256,5,100000,"1"
1,"grad",19,8,"hte",100,256,5,100000,"1"
1,"grad",20,7,"hte",100,256,5,100000,"1"
1,"grad",21,8,"hte",100,256,5,100000,"1"
1,"grad",22,7,"hte",100,256,5,100000,"1"
1,"grad",23,8,"hte",100,256,5,100000,"1"
1,"grad",24,8,"hte",100,256,5,100000,"1"
1,"grad",25,7,"hte",100,256,5,100000,"1"
1,"grad",26,8,"hte",100,256,5,100000,"1"
1,"grad",27,8,"hte",100,256,5,100000,"1"
1,"grad",28,6,"hte",100,256,5,100000,"1"
1,"grad",29,7,"hte",100,256,5,100000,"1"
1,"grad",30,7,"hte",100,256,5,100000,"1"
1,"grad",31,8,"hte",100,256,5,100000,"1"
1,"grad",32,7,"hte",100,256,5,100000,"1"
1,"grad",33,7,"hte",100,256,5,100000,"1"
1,"grad",34,7,"hte",100,256,5,100000,"1"
1,"grad",35,8,"hte",100,256,5,100000,"1"
1,"grad",36,7,"hte",100,256,5,100000,"1"
1,"grad",37,9,"hte",100,256,5,100000,"1"
1,"grad",38,8,"hte",100,256,5,100000,"1"
1,"grad",39,6,"hte",100,256,5,100000,"1"
1,"grad",40,8,"hte",100,256,5,100000,"1"
1,"grad",41,8,"hte",100,256,5,100000,"1"
1,"grad",42,7,"hte",100,256,5,100000,"1"
1,"grad",43,8,"hte",100,256,5,100000,"1"
1,"grad",44,7,"hte",100,256,5,100000,"1"
1,"grad",45,6,"hte",100,256,5,100000,"1"
1,"grad",46,8,"hte",100,256,5,100000,"1"
1,"grad",47,7,"hte",100,256,5,100000,"1"
1,"grad",48,7,"hte",100,256,5,100000,"1"
1,"grad",49,7,"hte",100,256,5,100000,"1"
1,"grad",50,7,"hte",100,256,5,100000,"1"
1,"grad",51,7,"hte",100,256,5,100000,"1"
1,"grad",52,8,"hte",100,256,5,100000,"1"
1,"grad",53,7,"hte",100,256,5,100000,"1"
1,"grad",54,7,"hte",100,256,5,100000,"1"
1,"grad",55,7,"hte",100,256,5,100000,"1"
1,"grad",56,7,"hte",100,256,5,100000,"1"
1,"grad",57,7,"hte",100,256,5,100000,"1"
1,"grad",58,7,"hte",100,256,5,100000,"1"
1,"grad",59,8,"hte",100,256,5,100000,"1"
1,"grad",60,8,"hte",100,256,5,100000,"1"
1,"grad",61,8,"hte",100,256,5,100000,"1"
1,"grad",62,8,"hte",100,256,5,100000,"1"
1,"grad",63,6,"hte",100,256,5,100000,"1"
1,"grad",64,8,"hte",100,256,5,100000,"1"
1,"grad",65,6,"hte",100,256,5,100000,"1"
1,"grad",66,8,"hte",100,256,5,100000,"1"
1,"grad",67,7,"hte",100,256,5,100000,"1"
1,"grad",68,8,"hte",100,256,5,100000,"1"
1,"grad",69,7,"hte",100,256,5,100000,"1"
1,"grad",70,7,"hte",100,256,5,100000,"1"
1,"grad",71,8,"hte",100,256,5,100000,"1"
1,"grad",72,7,"hte",100,256,5,100000,"1"
1,"grad",73,7,"hte",100,256,5,100000,"1"
1,"grad",74,8,"hte",100,256,5,100000,"1"
1,"grad",75,7,"hte",100,256,5,100000,"1"
1,"grad",76,7,"hte",100,256,5,100000,"1"
1,"grad",77,8,"hte",100,256,5,100000,"1"
1,"grad",78,8,"hte",100,256,5,100000,"1"
1,"grad",79,7,"hte",100,256,5,100000,"1"
1,"grad",80,7,"hte",100,256,5,100000,"1"
1,"grad",81,8,"hte",100,256,5,100000,"1"
1,"grad",82,8,"hte",100,256,5,100000,"1"
1,"grad",83,8,"hte",100,256,5,100000,"1"
1,"grad",84,8,"hte",100,256,5,100000,"1"
1,"grad",85,8,"hte",100,256,5,100000,"1"
1,"grad",86,6,"hte",100,256,5,100000,"1"
1,"grad",87,8,"hte",100,256,5,100000,"1"
1,"grad",88,8,"hte",100,256,5,100000,"1"
1,"grad",89,7,"hte",100,256,5,100000,"1"
1,"grad",90,8,"hte",100,256,5,100000,"1"
1,"grad",91,8,"hte",100,256,5,100000,"1"
1,"grad",92,8,"hte",100,256,5,100000,"1"
1,"grad",93,8,"hte",100,256,5,100000,"1"
1,"grad",94,7,"hte",100,256,5,100000,"1"
1,"grad",95,7,"hte",100,256,5,100000,"1"
1,"grad",96,7,"hte",100,256,5,100000,"1"
1,"grad",97,8,"hte",100,256,5,100000,"1"
1,"grad",98,7,"hte",100,256,5,100000,"1"
1,"grad",99,8,"hte",100,256,5,100000,"1"
1,"grad",100,6,"hte",100,256,5,100000,"1"
1,"fpt1",1,7,"hte",100,256,5,100000,"1"
1,"fpt1",2,7,"hte",100,256,5,100000,"1"
1,"fpt1",3,7,"hte",100,256,5,100000,"1"
1,"fpt1",4,8,"hte",100,256,5,100000,"1"
1,"fpt1",5,8,"hte",100,256,5,100000,"1"
1,"fpt1",6,6,"hte",100,256,5,100000,"1"
1,"fpt1",7,6,"hte",100,256,5,100000,"1"
1,"fpt1",8,7,"hte",100,256,5,100000,"1"
1,"fpt1",9,8,"hte",100,256,5,100000,"1"
1,"fpt1",10,9,"hte",100,256,5,100000,"1"
1,"fpt1",11,7,"hte",100,256,5,100000,"1"
1,"fpt1",12,8,"hte",100,256,5,100000,"1"
1,"fpt1",13,7,"hte",100,256,5,100000,"1"
1,"fpt1",14,7,"hte",100,256,5,100000,"1"
1,"fpt1",15,6,"hte",100,256,5,100000,"1"
1,"fpt1",16,8,"hte",100,256,5,100000,"1"
1,"fpt1",17,7,"hte",100,256,5,100000,"1"
1,"fpt1",18,7,"hte",100,256,5,100000,"1"
1,"fpt1",19,8,"hte",100,256,5,100000,"1"
1,"fpt1",20,8,"hte",100,256,5,100000,"1"
1,"fpt1",21,7,"hte",100,256,5,100000,"1"
1,"fpt1",22,7,"hte",100,256,5,100000,"1"
1,"fpt1",23,7,"hte",100,256,5,100000,"1"
1,"fpt1",24,8,"hte",100,256,5,100000,"1"
1,"fpt1",25,8,"hte",100,256,5,100000,"1"
1,"fpt1",26,7,"hte",100,256,5,100000,"1"
1,"fpt1",27,7,"hte",100,256,5,100000,"1"
1,"fpt1",28,8,"hte",100,256,5,100000,"1"
1,"fpt1",29,8,"hte",100,256,5,100000,"1"
1,"fpt1",30,8,"hte",100,256,5,100000,"1"
1,"fpt1",31,7,"hte",100,256,5,100000,"1"
1,"fpt1",32,8,"hte",100,256,5,100000,"1"
1,"fpt1",33,7,"hte",100,256,5,100000,"1"
1,"fpt1",34,7,"hte",100,256,5,100000,"1"
1,"fpt1",35,6,"hte",100,256,5,100000,"1"
1,"fpt1",36,7,"hte",100,256,5,100000,"1"
1,"fpt1",37,7,"hte",100,256,5,100000,"1"
1,"fpt1",38,7,"hte",100,256,5,100000,"1"
1,"fpt1",39,7,"hte",100,256,5,100000,"1"
1,"fpt1",40,8,"hte",100,256,5,100000,"1"
1,"fpt1",41,7,"hte",100,256,5,100000,"1"
1,"fpt1",42,7,"hte",100,256,5,100000,"1"
1,"fpt1",43,8,"hte",100,256,5,100000,"1"
1,"fpt1",44,8,"hte",100,256,5,100000,"1"
1,"fpt1",45,8,"hte",100,256,5,100000,"1"
1,"fpt1",46,8,"hte",100,256,5,100000,"1"
1,"fpt1",47,7,"hte",100,256,5,100000,"1"
1,"fpt1",48,6,"hte",100,256,5,100000,"1"
1,"fpt1",49,8,"hte",100,256,5,100000,"1"
1,"fpt1",50,7,"hte",100,256,5,100000,"1"
1,"fpt1",51,7,"hte",100,256,5,100000,"1"
1,"fpt1",52,7,"hte",100,256,5,100000,"1"
1,"fpt1",53,8,"hte",100,256,5,100000,"1"
1,"fpt1",54,7,"hte",100,256,5,100000,"1"
1,"fpt1",55,8,"hte",100,256,5,100000,"1"
1,"fpt1",56,8,"hte",100,256,5,100000,"1"
1,"fpt1",57,7,"hte",100,256,5,100000,"1"
1,"fpt1",58,7,"hte",100,256,5,100000,"1"
1,"fpt1",59,8,"hte",100,256,5,100000,"1"
1,"fpt1",60,6,"hte",100,256,5,100000,"1"
1,"fpt1",61,7,"hte",100,256,5,100000,"1"
1,"fpt1",62,8,"hte",100,256,5,100000,"1"
1,"fpt1",63,8,"hte",100,256,5,100000,"1"
1,"fpt1",64,7,"hte",100,256,5,100000,"1"
1,"fpt1",65,7,"hte",100,256,5,100000,"1"
1,"fpt1",66,7,"hte",100,256,5,100000,"1"
1,"fpt1",67,8,"hte",100,256,5,100000,"1"
1,"fpt1",68,7,"hte",100,256,5,100000,"1"
1,"fpt1",69,8,"hte",100,256,5,100000,"1"
1,"fpt1",70,7,"hte",100,256,5,100000,"1"
1,"fpt1",71,7,"hte",100,256,5,100000,"1"
1,"fpt1",72,7,"hte",100,256,5,100000,"1"
1,"fpt1",73,8,"hte",100,256,5,100000,"1"
1,"fpt1",74,7,"hte",100,256,5,100000,"1"
1,"fpt1",75,7,"hte",100,256,5,100000,"1"
1,"fpt1",76,7,"hte",100,256,5,100000,"1"
1,"fpt1",77,7,"hte",100,256,5,100000,"1"
1,"fpt1",78,7,"hte",100,256,5,100000,"1"
1,"fpt1",79,7,"hte",100,256,5,100000,"1"
1,"fpt1",80,8,"hte",100,256,5,100000,"1"
1,"fpt1",81,7,"hte",100,256,5,100000,"1"
1,"fpt1",82,8,"hte",100,256,5,100000,"1"
1,"fpt1",83,7,"hte",100,256,5,100000,"1"
1,"fpt1",84,7,"hte",100,256,5,100000,"1"
1,"fpt1",85,7,"hte",100,256,5,100000,"1"
1,"fpt1",86,7,"hte",100,256,5,100000,"1"
1,"fpt1",87,7,"hte",100,256,5,100000,"1"
1,"fpt1",88,8,"hte",100,256,5,100000,"1"
1,"fpt1",89,7,"hte",100,256,5,100000,"1"
1,"fpt1",90,7,"hte",100,256,5,100000,"1"
1,"fpt1",91,8,"hte",100,256,5,100000,"1"
1,"fpt1",92,8,"hte",100,256,5,100000,"1"
1,"fpt1",93,8,"hte",100,256,5,100000,"1"
1,"fpt1",94,8,"hte",100,256,5,100000,"1"
1,"fpt1",95,7,"hte",100,256,5,100000,"1"
1,"fpt1",96,7,"hte",100,256,5,100000,"1"
1,"fpt1",97,7,"hte",100,256,5,100000,"1"
1,"fpt1",98,7,"hte",100,256,5,100000,"1"
1,"fpt1",99,7,"hte",100,256,5,100000,"1"
1,"fpt1",100,6,"hte",100,256,5,100000,"1"
1,"fpt2",1,8,"hte",100,256,5,100000,"1"
1,"fpt2",2,7,"hte",100,256,5,100000,"1"
1,"fpt2",3,7,"hte",100,256,5,100000,"1"
1,"fpt2",4,8,"hte",100,256,5,100000,"1"
1,"fpt2",5,8,"hte",100,256,5,100000,"1"
