"method","rep","iter","gc","gc0","gc1","gc2","time","model_type","num.trees","K","p","n","setting_id"
"grad",1,1,TRUE,1,0,4,592.768593563116,"vcm",100,256,5,20000,"4"
"grad",1,2,TRUE,1,0,1,589.902537758113,"vcm",100,256,5,20000,"4"
"grad",1,3,TRUE,1,0,1,593.121512905112,"vcm",100,256,5,20000,"4"
"fpt1",1,1,TRUE,1,0,3,332.928233623039,"vcm",100,256,5,20000,"4"
"fpt1",1,2,TRUE,1,0,1,332.30377512204,"vcm",100,256,5,20000,"4"
"fpt1",1,3,FALSE,0,0,0,331.462327215006,"vcm",100,256,5,20000,"4"
"fpt2",1,1,TRUE,1,1,1,178.74480438407,"vcm",100,256,5,20000,"4"
"fpt2",1,2,FALSE,0,0,0,177.754004868097,"vcm",100,256,5,20000,"4"
"fpt2",1,3,TRUE,1,0,0,177.926053034025,"vcm",100,256,5,20000,"4"
