"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,2,1000,100,1,"hte","2","1","2","multi_arm_causal_forest",0.111782477324645
"fpt1",4,2,1000,100,1,"hte","2","1","2","multi_arm_causal_forest",0.121266593895544
"fpt2",4,2,1000,100,1,"hte","2","1","2","multi_arm_causal_forest",0.121704800826089
"grad",4,2,1000,100,2,"hte","2","1","2","multi_arm_causal_forest",0.0588212948110057
"fpt1",4,2,1000,100,2,"hte","2","1","2","multi_arm_causal_forest",0.0562333381806203
"fpt2",4,2,1000,100,2,"hte","2","1","2","multi_arm_causal_forest",0.0570224023835668
"grad",4,2,1000,100,3,"hte","2","1","2","multi_arm_causal_forest",0.0708635159482492
"fpt1",4,2,1000,100,3,"hte","2","1","2","multi_arm_causal_forest",0.057989611410056
"fpt2",4,2,1000,100,3,"hte","2","1","2","multi_arm_causal_forest",0.0612170918713308
"grad",4,2,1000,100,4,"hte","2","1","2","multi_arm_causal_forest",0.0416704673566668
"fpt1",4,2,1000,100,4,"hte","2","1","2","multi_arm_causal_forest",0.0447187412684102
"fpt2",4,2,1000,100,4,"hte","2","1","2","multi_arm_causal_forest",0.0448661801453026
"grad",4,2,1000,100,5,"hte","2","1","2","multi_arm_causal_forest",0.0330001567016658
"fpt1",4,2,1000,100,5,"hte","2","1","2","multi_arm_causal_forest",0.0294325161262786
"fpt2",4,2,1000,100,5,"hte","2","1","2","multi_arm_causal_forest",0.0321934177334973
"grad",4,2,1000,100,6,"hte","2","1","2","multi_arm_causal_forest",0.0326983971742098
"fpt1",4,2,1000,100,6,"hte","2","1","2","multi_arm_causal_forest",0.0434986324756752
"fpt2",4,2,1000,100,6,"hte","2","1","2","multi_arm_causal_forest",0.0417288415701954
"grad",4,2,1000,100,7,"hte","2","1","2","multi_arm_causal_forest",0.0418883155821428
"fpt1",4,2,1000,100,7,"hte","2","1","2","multi_arm_causal_forest",0.0451662931453374
"fpt2",4,2,1000,100,7,"hte","2","1","2","multi_arm_causal_forest",0.0466165833990993
"grad",4,2,1000,100,8,"hte","2","1","2","multi_arm_causal_forest",0.040362237355455
"fpt1",4,2,1000,100,8,"hte","2","1","2","multi_arm_causal_forest",0.0414589616699154
"fpt2",4,2,1000,100,8,"hte","2","1","2","multi_arm_causal_forest",0.0419988219367065
"grad",4,2,1000,100,9,"hte","2","1","2","multi_arm_causal_forest",0.0530573602550784
"fpt1",4,2,1000,100,9,"hte","2","1","2","multi_arm_causal_forest",0.0503116328389949
"fpt2",4,2,1000,100,9,"hte","2","1","2","multi_arm_causal_forest",0.050691715524606
"grad",4,2,1000,100,10,"hte","2","1","2","multi_arm_causal_forest",0.0425524184913332
"fpt1",4,2,1000,100,10,"hte","2","1","2","multi_arm_causal_forest",0.0453658838925666
"fpt2",4,2,1000,100,10,"hte","2","1","2","multi_arm_causal_forest",0.0448755683013227
"grad",4,2,1000,100,11,"hte","2","1","2","multi_arm_causal_forest",0.0306433608459074
"fpt1",4,2,1000,100,11,"hte","2","1","2","multi_arm_causal_forest",0.0348813275257054
"fpt2",4,2,1000,100,11,"hte","2","1","2","multi_arm_causal_forest",0.0335475935638157
"grad",4,2,1000,100,12,"hte","2","1","2","multi_arm_causal_forest",0.0631240667866866
"fpt1",4,2,1000,100,12,"hte","2","1","2","multi_arm_causal_forest",0.0498344634903908
"fpt2",4,2,1000,100,12,"hte","2","1","2","multi_arm_causal_forest",0.0483852978657823
"grad",4,2,1000,100,13,"hte","2","1","2","multi_arm_causal_forest",0.0597821659635591
"fpt1",4,2,1000,100,13,"hte","2","1","2","multi_arm_causal_forest",0.0627767094783738
"fpt2",4,2,1000,100,13,"hte","2","1","2","multi_arm_causal_forest",0.0603588647294007
"grad",4,2,1000,100,14,"hte","2","1","2","multi_arm_causal_forest",0.0759899810396883
"fpt1",4,2,1000,100,14,"hte","2","1","2","multi_arm_causal_forest",0.0711655694074096
"fpt2",4,2,1000,100,14,"hte","2","1","2","multi_arm_causal_forest",0.0706573960253915
"grad",4,2,1000,100,15,"hte","2","1","2","multi_arm_causal_forest",0.0871303421665258
"fpt1",4,2,1000,100,15,"hte","2","1","2","multi_arm_causal_forest",0.0755884112568155
"fpt2",4,2,1000,100,15,"hte","2","1","2","multi_arm_causal_forest",0.074082004751138
"grad",4,2,1000,100,16,"hte","2","1","2","multi_arm_causal_forest",0.068770914770662
"fpt1",4,2,1000,100,16,"hte","2","1","2","multi_arm_causal_forest",0.0571064065238574
"fpt2",4,2,1000,100,16,"hte","2","1","2","multi_arm_causal_forest",0.0537054427073005
"grad",4,2,1000,100,17,"hte","2","1","2","multi_arm_causal_forest",0.0466641492583654
"fpt1",4,2,1000,100,17,"hte","2","1","2","multi_arm_causal_forest",0.0459524836635523
"fpt2",4,2,1000,100,17,"hte","2","1","2","multi_arm_causal_forest",0.0486760557388055
"grad",4,2,1000,100,18,"hte","2","1","2","multi_arm_causal_forest",0.0290432363020311
"fpt1",4,2,1000,100,18,"hte","2","1","2","multi_arm_causal_forest",0.0287589970867973
"fpt2",4,2,1000,100,18,"hte","2","1","2","multi_arm_causal_forest",0.0276476282447309
"grad",4,2,1000,100,19,"hte","2","1","2","multi_arm_causal_forest",0.0856387961233802
"fpt1",4,2,1000,100,19,"hte","2","1","2","multi_arm_causal_forest",0.0886620853027221
"fpt2",4,2,1000,100,19,"hte","2","1","2","multi_arm_causal_forest",0.0901839921091506
"grad",4,2,1000,100,20,"hte","2","1","2","multi_arm_causal_forest",0.0386748069304256
"fpt1",4,2,1000,100,20,"hte","2","1","2","multi_arm_causal_forest",0.0368747545743058
"fpt2",4,2,1000,100,20,"hte","2","1","2","multi_arm_causal_forest",0.0366726830316981
"grad",4,2,1000,100,21,"hte","2","1","2","multi_arm_causal_forest",0.0496538432820082
"fpt1",4,2,1000,100,21,"hte","2","1","2","multi_arm_causal_forest",0.0563136972285489
"fpt2",4,2,1000,100,21,"hte","2","1","2","multi_arm_causal_forest",0.0556614711867957
"grad",4,2,1000,100,22,"hte","2","1","2","multi_arm_causal_forest",0.0804296840912251
"fpt1",4,2,1000,100,22,"hte","2","1","2","multi_arm_causal_forest",0.0713229049736375
"fpt2",4,2,1000,100,22,"hte","2","1","2","multi_arm_causal_forest",0.0709876393562071
"grad",4,2,1000,100,23,"hte","2","1","2","multi_arm_causal_forest",0.0349840314936939
"fpt1",4,2,1000,100,23,"hte","2","1","2","multi_arm_causal_forest",0.0369658932677205
"fpt2",4,2,1000,100,23,"hte","2","1","2","multi_arm_causal_forest",0.0365159404411853
"grad",4,2,1000,100,24,"hte","2","1","2","multi_arm_causal_forest",0.0493934926808691
"fpt1",4,2,1000,100,24,"hte","2","1","2","multi_arm_causal_forest",0.0439516316651715
"fpt2",4,2,1000,100,24,"hte","2","1","2","multi_arm_causal_forest",0.0443081377889703
"grad",4,2,1000,100,25,"hte","2","1","2","multi_arm_causal_forest",0.0584528742696131
"fpt1",4,2,1000,100,25,"hte","2","1","2","multi_arm_causal_forest",0.0576157824345435
"fpt2",4,2,1000,100,25,"hte","2","1","2","multi_arm_causal_forest",0.0534330499902675
"grad",4,2,1000,100,26,"hte","2","1","2","multi_arm_causal_forest",0.0362232472292855
"fpt1",4,2,1000,100,26,"hte","2","1","2","multi_arm_causal_forest",0.0350968856053445
"fpt2",4,2,1000,100,26,"hte","2","1","2","multi_arm_causal_forest",0.0354692317299608
"grad",4,2,1000,100,27,"hte","2","1","2","multi_arm_causal_forest",0.0182030407975485
"fpt1",4,2,1000,100,27,"hte","2","1","2","multi_arm_causal_forest",0.0179769193179984
"fpt2",4,2,1000,100,27,"hte","2","1","2","multi_arm_causal_forest",0.0193011391655034
"grad",4,2,1000,100,28,"hte","2","1","2","multi_arm_causal_forest",0.0516746132361087
"fpt1",4,2,1000,100,28,"hte","2","1","2","multi_arm_causal_forest",0.0495197627431008
"fpt2",4,2,1000,100,28,"hte","2","1","2","multi_arm_causal_forest",0.0498065388393619
"grad",4,2,1000,100,29,"hte","2","1","2","multi_arm_causal_forest",0.0901891916825729
"fpt1",4,2,1000,100,29,"hte","2","1","2","multi_arm_causal_forest",0.105113829017327
"fpt2",4,2,1000,100,29,"hte","2","1","2","multi_arm_causal_forest",0.112843749861549
"grad",4,2,1000,100,30,"hte","2","1","2","multi_arm_causal_forest",0.0782954770460169
"fpt1",4,2,1000,100,30,"hte","2","1","2","multi_arm_causal_forest",0.0816430162500827
"fpt2",4,2,1000,100,30,"hte","2","1","2","multi_arm_causal_forest",0.0804788684446369
"grad",4,2,1000,100,31,"hte","2","1","2","multi_arm_causal_forest",0.109982973364773
"fpt1",4,2,1000,100,31,"hte","2","1","2","multi_arm_causal_forest",0.128427765568341
"fpt2",4,2,1000,100,31,"hte","2","1","2","multi_arm_causal_forest",0.121596812861353
"grad",4,2,1000,100,32,"hte","2","1","2","multi_arm_causal_forest",0.0667850012971851
"fpt1",4,2,1000,100,32,"hte","2","1","2","multi_arm_causal_forest",0.0600438900479192
"fpt2",4,2,1000,100,32,"hte","2","1","2","multi_arm_causal_forest",0.0563810369774599
"grad",4,2,1000,100,33,"hte","2","1","2","multi_arm_causal_forest",0.0959198446417593
"fpt1",4,2,1000,100,33,"hte","2","1","2","multi_arm_causal_forest",0.102928967993767
"fpt2",4,2,1000,100,33,"hte","2","1","2","multi_arm_causal_forest",0.104736343646854
"grad",4,2,1000,100,34,"hte","2","1","2","multi_arm_causal_forest",0.0435912643011157
"fpt1",4,2,1000,100,34,"hte","2","1","2","multi_arm_causal_forest",0.0461382881382625
"fpt2",4,2,1000,100,34,"hte","2","1","2","multi_arm_causal_forest",0.0474931783088627
"grad",4,2,1000,100,35,"hte","2","1","2","multi_arm_causal_forest",0.0383403660145208
"fpt1",4,2,1000,100,35,"hte","2","1","2","multi_arm_causal_forest",0.0394016001652368
"fpt2",4,2,1000,100,35,"hte","2","1","2","multi_arm_causal_forest",0.0395061673949228
"grad",4,2,1000,100,36,"hte","2","1","2","multi_arm_causal_forest",0.0206452544613161
"fpt1",4,2,1000,100,36,"hte","2","1","2","multi_arm_causal_forest",0.023019288974102
"fpt2",4,2,1000,100,36,"hte","2","1","2","multi_arm_causal_forest",0.0214202346158497
"grad",4,2,1000,100,37,"hte","2","1","2","multi_arm_causal_forest",0.0450810735861512
"fpt1",4,2,1000,100,37,"hte","2","1","2","multi_arm_causal_forest",0.0419935223457886
"fpt2",4,2,1000,100,37,"hte","2","1","2","multi_arm_causal_forest",0.0417479459041493
"grad",4,2,1000,100,38,"hte","2","1","2","multi_arm_causal_forest",0.0408711028465597
"fpt1",4,2,1000,100,38,"hte","2","1","2","multi_arm_causal_forest",0.0334952201385897
"fpt2",4,2,1000,100,38,"hte","2","1","2","multi_arm_causal_forest",0.0336943618024041
"grad",4,2,1000,100,39,"hte","2","1","2","multi_arm_causal_forest",0.0374739728971863
"fpt1",4,2,1000,100,39,"hte","2","1","2","multi_arm_causal_forest",0.0396202463769457
"fpt2",4,2,1000,100,39,"hte","2","1","2","multi_arm_causal_forest",0.0403227660335953
"grad",4,2,1000,100,40,"hte","2","1","2","multi_arm_causal_forest",0.0818577474894258
"fpt1",4,2,1000,100,40,"hte","2","1","2","multi_arm_causal_forest",0.0740279413017503
"fpt2",4,2,1000,100,40,"hte","2","1","2","multi_arm_causal_forest",0.0710932769202347
"grad",4,2,1000,100,41,"hte","2","1","2","multi_arm_causal_forest",0.0916542076284095
"fpt1",4,2,1000,100,41,"hte","2","1","2","multi_arm_causal_forest",0.107201300611621
"fpt2",4,2,1000,100,41,"hte","2","1","2","multi_arm_causal_forest",0.0988536548233485
"grad",4,2,1000,100,42,"hte","2","1","2","multi_arm_causal_forest",0.164853152288848
"fpt1",4,2,1000,100,42,"hte","2","1","2","multi_arm_causal_forest",0.160417801630049
"fpt2",4,2,1000,100,42,"hte","2","1","2","multi_arm_causal_forest",0.160950440528552
"grad",4,2,1000,100,43,"hte","2","1","2","multi_arm_causal_forest",0.0369888478664965
