"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,2,1000,100,1,"vcm","1",1,NA,"lm_forest",0.0274619456344089
"fpt1",4,2,1000,100,1,"vcm","1",1,NA,"lm_forest",0.027138695441877
"fpt2",4,2,1000,100,1,"vcm","1",1,NA,"lm_forest",0.0266749994746617
"grad",4,2,1000,100,2,"vcm","1",1,NA,"lm_forest",0.0270404205128901
"fpt1",4,2,1000,100,2,"vcm","1",1,NA,"lm_forest",0.0265472064070489
"fpt2",4,2,1000,100,2,"vcm","1",1,NA,"lm_forest",0.0272116966863913
"grad",4,2,1000,100,3,"vcm","1",1,NA,"lm_forest",0.0237941949873793
"fpt1",4,2,1000,100,3,"vcm","1",1,NA,"lm_forest",0.0230111251573932
"fpt2",4,2,1000,100,3,"vcm","1",1,NA,"lm_forest",0.0229962305244545
"grad",4,2,1000,100,4,"vcm","1",1,NA,"lm_forest",0.022019652916253
"fpt1",4,2,1000,100,4,"vcm","1",1,NA,"lm_forest",0.0216677737029943
"fpt2",4,2,1000,100,4,"vcm","1",1,NA,"lm_forest",0.022251294273411
"grad",4,2,1000,100,5,"vcm","1",1,NA,"lm_forest",0.0316256664989411
"fpt1",4,2,1000,100,5,"vcm","1",1,NA,"lm_forest",0.0335565669053775
"fpt2",4,2,1000,100,5,"vcm","1",1,NA,"lm_forest",0.0328999523208123
"grad",4,2,1000,100,6,"vcm","1",1,NA,"lm_forest",0.0243754191042221
"fpt1",4,2,1000,100,6,"vcm","1",1,NA,"lm_forest",0.0240299255371613
"fpt2",4,2,1000,100,6,"vcm","1",1,NA,"lm_forest",0.0247228114954392
"grad",4,2,1000,100,7,"vcm","1",1,NA,"lm_forest",0.0246581908858045
"fpt1",4,2,1000,100,7,"vcm","1",1,NA,"lm_forest",0.0246399122905971
"fpt2",4,2,1000,100,7,"vcm","1",1,NA,"lm_forest",0.025227322834728
"grad",4,2,1000,100,8,"vcm","1",1,NA,"lm_forest",0.0273514254595348
"fpt1",4,2,1000,100,8,"vcm","1",1,NA,"lm_forest",0.0289234733080152
"fpt2",4,2,1000,100,8,"vcm","1",1,NA,"lm_forest",0.0275266343766615
"grad",4,2,1000,100,9,"vcm","1",1,NA,"lm_forest",0.0265623666000808
"fpt1",4,2,1000,100,9,"vcm","1",1,NA,"lm_forest",0.0268496002176415
"fpt2",4,2,1000,100,9,"vcm","1",1,NA,"lm_forest",0.0268210428293463
"grad",4,2,1000,100,10,"vcm","1",1,NA,"lm_forest",0.0224220947826436
"fpt1",4,2,1000,100,10,"vcm","1",1,NA,"lm_forest",0.0211423793225934
"fpt2",4,2,1000,100,10,"vcm","1",1,NA,"lm_forest",0.0214801379533638
"grad",4,2,1000,100,11,"vcm","1",1,NA,"lm_forest",0.0255369507713437
"fpt1",4,2,1000,100,11,"vcm","1",1,NA,"lm_forest",0.0230130162572747
"fpt2",4,2,1000,100,11,"vcm","1",1,NA,"lm_forest",0.0235362476074121
"grad",4,2,1000,100,12,"vcm","1",1,NA,"lm_forest",0.0230237824888854
"fpt1",4,2,1000,100,12,"vcm","1",1,NA,"lm_forest",0.0241189993775349
"fpt2",4,2,1000,100,12,"vcm","1",1,NA,"lm_forest",0.0240557489472273
"grad",4,2,1000,100,13,"vcm","1",1,NA,"lm_forest",0.0230229958137592
"fpt1",4,2,1000,100,13,"vcm","1",1,NA,"lm_forest",0.0236247469918056
"fpt2",4,2,1000,100,13,"vcm","1",1,NA,"lm_forest",0.0232652148033378
"grad",4,2,1000,100,14,"vcm","1",1,NA,"lm_forest",0.0197842550758488
"fpt1",4,2,1000,100,14,"vcm","1",1,NA,"lm_forest",0.0195373872989818
"fpt2",4,2,1000,100,14,"vcm","1",1,NA,"lm_forest",0.0199036656380203
"grad",4,2,1000,100,15,"vcm","1",1,NA,"lm_forest",0.0252306313981403
"fpt1",4,2,1000,100,15,"vcm","1",1,NA,"lm_forest",0.024347917208463
"fpt2",4,2,1000,100,15,"vcm","1",1,NA,"lm_forest",0.0244010463502808
"grad",4,2,1000,100,16,"vcm","1",1,NA,"lm_forest",0.0259670563315384
"fpt1",4,2,1000,100,16,"vcm","1",1,NA,"lm_forest",0.0275474209616933
"fpt2",4,2,1000,100,16,"vcm","1",1,NA,"lm_forest",0.0263326842551034
"grad",4,2,1000,100,17,"vcm","1",1,NA,"lm_forest",0.0256819645663697
"fpt1",4,2,1000,100,17,"vcm","1",1,NA,"lm_forest",0.0264946778046996
"fpt2",4,2,1000,100,17,"vcm","1",1,NA,"lm_forest",0.0259289879744343
"grad",4,2,1000,100,18,"vcm","1",1,NA,"lm_forest",0.0231672737698803
"fpt1",4,2,1000,100,18,"vcm","1",1,NA,"lm_forest",0.0236844915288216
"fpt2",4,2,1000,100,18,"vcm","1",1,NA,"lm_forest",0.0238360819472901
"grad",4,2,1000,100,19,"vcm","1",1,NA,"lm_forest",0.0220306679083641
"fpt1",4,2,1000,100,19,"vcm","1",1,NA,"lm_forest",0.0213140153211719
"fpt2",4,2,1000,100,19,"vcm","1",1,NA,"lm_forest",0.0220928584065139
"grad",4,2,1000,100,20,"vcm","1",1,NA,"lm_forest",0.0267837639621693
"fpt1",4,2,1000,100,20,"vcm","1",1,NA,"lm_forest",0.0270541550660281
"fpt2",4,2,1000,100,20,"vcm","1",1,NA,"lm_forest",0.0274237027681929
"grad",4,2,1000,100,21,"vcm","1",1,NA,"lm_forest",0.0278851767857038
"fpt1",4,2,1000,100,21,"vcm","1",1,NA,"lm_forest",0.0288438629731755
"fpt2",4,2,1000,100,21,"vcm","1",1,NA,"lm_forest",0.0278025860732348
"grad",4,2,1000,100,22,"vcm","1",1,NA,"lm_forest",0.0281076617688492
"fpt1",4,2,1000,100,22,"vcm","1",1,NA,"lm_forest",0.0275272520863492
"fpt2",4,2,1000,100,22,"vcm","1",1,NA,"lm_forest",0.0284482463016722
"grad",4,2,1000,100,23,"vcm","1",1,NA,"lm_forest",0.0229602973985784
"fpt1",4,2,1000,100,23,"vcm","1",1,NA,"lm_forest",0.0222796474011811
