"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,2,1000,100,1,"vcm","2",2,NA,"lm_forest",0.0364034834629018
"fpt1",4,2,1000,100,1,"vcm","2",2,NA,"lm_forest",0.0370905611787286
"fpt2",4,2,1000,100,1,"vcm","2",2,NA,"lm_forest",0.0365213517600751
"grad",4,2,1000,100,2,"vcm","2",2,NA,"lm_forest",0.0315921301502693
"fpt1",4,2,1000,100,2,"vcm","2",2,NA,"lm_forest",0.0321722109681987
"fpt2",4,2,1000,100,2,"vcm","2",2,NA,"lm_forest",0.0309067182469284
"grad",4,2,1000,100,3,"vcm","2",2,NA,"lm_forest",0.0322001649175576
"fpt1",4,2,1000,100,3,"vcm","2",2,NA,"lm_forest",0.0316224993513698
"fpt2",4,2,1000,100,3,"vcm","2",2,NA,"lm_forest",0.0317222937530572
"grad",4,2,1000,100,4,"vcm","2",2,NA,"lm_forest",0.0353418141518271
"fpt1",4,2,1000,100,4,"vcm","2",2,NA,"lm_forest",0.0359310553893695
"fpt2",4,2,1000,100,4,"vcm","2",2,NA,"lm_forest",0.0350703081177589
"grad",4,2,1000,100,5,"vcm","2",2,NA,"lm_forest",0.0273566466521147
"fpt1",4,2,1000,100,5,"vcm","2",2,NA,"lm_forest",0.0271092095852586
"fpt2",4,2,1000,100,5,"vcm","2",2,NA,"lm_forest",0.0267190289704285
"grad",4,2,1000,100,6,"vcm","2",2,NA,"lm_forest",0.0227434002256469
"fpt1",4,2,1000,100,6,"vcm","2",2,NA,"lm_forest",0.022930962137308
"fpt2",4,2,1000,100,6,"vcm","2",2,NA,"lm_forest",0.0233404323511709
"grad",4,2,1000,100,7,"vcm","2",2,NA,"lm_forest",0.0285658070593766
"fpt1",4,2,1000,100,7,"vcm","2",2,NA,"lm_forest",0.0289584465225625
"fpt2",4,2,1000,100,7,"vcm","2",2,NA,"lm_forest",0.0286897317528658
"grad",4,2,1000,100,8,"vcm","2",2,NA,"lm_forest",0.0336319827278981
"fpt1",4,2,1000,100,8,"vcm","2",2,NA,"lm_forest",0.0352563931637219
"fpt2",4,2,1000,100,8,"vcm","2",2,NA,"lm_forest",0.0346708282078385
"grad",4,2,1000,100,9,"vcm","2",2,NA,"lm_forest",0.0231842578071625
"fpt1",4,2,1000,100,9,"vcm","2",2,NA,"lm_forest",0.0257046957139275
"fpt2",4,2,1000,100,9,"vcm","2",2,NA,"lm_forest",0.0240775208334683
"grad",4,2,1000,100,10,"vcm","2",2,NA,"lm_forest",0.0354431419973057
"fpt1",4,2,1000,100,10,"vcm","2",2,NA,"lm_forest",0.0348699564633932
"fpt2",4,2,1000,100,10,"vcm","2",2,NA,"lm_forest",0.0360414238916382
"grad",4,2,1000,100,11,"vcm","2",2,NA,"lm_forest",0.0306890200062011
"fpt1",4,2,1000,100,11,"vcm","2",2,NA,"lm_forest",0.0303751751124757
"fpt2",4,2,1000,100,11,"vcm","2",2,NA,"lm_forest",0.031045292503886
"grad",4,2,1000,100,12,"vcm","2",2,NA,"lm_forest",0.0314413215385349
"fpt1",4,2,1000,100,12,"vcm","2",2,NA,"lm_forest",0.0313457806854636
"fpt2",4,2,1000,100,12,"vcm","2",2,NA,"lm_forest",0.0297136662432294
"grad",4,2,1000,100,13,"vcm","2",2,NA,"lm_forest",0.0308954512176977
"fpt1",4,2,1000,100,13,"vcm","2",2,NA,"lm_forest",0.0308172944829196
"fpt2",4,2,1000,100,13,"vcm","2",2,NA,"lm_forest",0.0307707141002045
"grad",4,2,1000,100,14,"vcm","2",2,NA,"lm_forest",0.0283952393756963
"fpt1",4,2,1000,100,14,"vcm","2",2,NA,"lm_forest",0.0284182930785375
"fpt2",4,2,1000,100,14,"vcm","2",2,NA,"lm_forest",0.0283447237528629
"grad",4,2,1000,100,15,"vcm","2",2,NA,"lm_forest",0.0466808166918959
"fpt1",4,2,1000,100,15,"vcm","2",2,NA,"lm_forest",0.0449097725892702
"fpt2",4,2,1000,100,15,"vcm","2",2,NA,"lm_forest",0.0454557666964004
"grad",4,2,1000,100,16,"vcm","2",2,NA,"lm_forest",0.0308658642011773
"fpt1",4,2,1000,100,16,"vcm","2",2,NA,"lm_forest",0.0308817399027429
"fpt2",4,2,1000,100,16,"vcm","2",2,NA,"lm_forest",0.0308570715221776
"grad",4,2,1000,100,17,"vcm","2",2,NA,"lm_forest",0.0270258042250821
"fpt1",4,2,1000,100,17,"vcm","2",2,NA,"lm_forest",0.0269273372219308
"fpt2",4,2,1000,100,17,"vcm","2",2,NA,"lm_forest",0.0264588991448909
"grad",4,2,1000,100,18,"vcm","2",2,NA,"lm_forest",0.035274820156403
"fpt1",4,2,1000,100,18,"vcm","2",2,NA,"lm_forest",0.0349953378815653
"fpt2",4,2,1000,100,18,"vcm","2",2,NA,"lm_forest",0.0352306460901429
"grad",4,2,1000,100,19,"vcm","2",2,NA,"lm_forest",0.0348507290658817
"fpt1",4,2,1000,100,19,"vcm","2",2,NA,"lm_forest",0.0344077125186711
"fpt2",4,2,1000,100,19,"vcm","2",2,NA,"lm_forest",0.0355748320479751
"grad",4,2,1000,100,20,"vcm","2",2,NA,"lm_forest",0.0253307256364726
"fpt1",4,2,1000,100,20,"vcm","2",2,NA,"lm_forest",0.0253387475018896
"fpt2",4,2,1000,100,20,"vcm","2",2,NA,"lm_forest",0.0248243219853838
"grad",4,2,1000,100,21,"vcm","2",2,NA,"lm_forest",0.0408719100101563
"fpt1",4,2,1000,100,21,"vcm","2",2,NA,"lm_forest",0.0400039726244586
"fpt2",4,2,1000,100,21,"vcm","2",2,NA,"lm_forest",0.0406163966562283
"grad",4,2,1000,100,22,"vcm","2",2,NA,"lm_forest",0.0329942749770426
"fpt1",4,2,1000,100,22,"vcm","2",2,NA,"lm_forest",0.0334766196811438
"fpt2",4,2,1000,100,22,"vcm","2",2,NA,"lm_forest",0.0333211898591252
"grad",4,2,1000,100,23,"vcm","2",2,NA,"lm_forest",0.035548014806499
"fpt1",4,2,1000,100,23,"vcm","2",2,NA,"lm_forest",0.0361667478007355
"fpt2",4,2,1000,100,23,"vcm","2",2,NA,"lm_forest",0.03715665101162
"grad",4,2,1000,100,24,"vcm","2",2,NA,"lm_forest",0.0258259847378621
"fpt1",4,2,1000,100,24,"vcm","2",2,NA,"lm_forest",0.0257412314423755
"fpt2",4,2,1000,100,24,"vcm","2",2,NA,"lm_forest",0.0251397990080638
"grad",4,2,1000,100,25,"vcm","2",2,NA,"lm_forest",0.0363178146914317
"fpt1",4,2,1000,100,25,"vcm","2",2,NA,"lm_forest",0.0370363707720547
"fpt2",4,2,1000,100,25,"vcm","2",2,NA,"lm_forest",0.0368227132032834
"grad",4,2,1000,100,26,"vcm","2",2,NA,"lm_forest",0.0209078894278486
"fpt1",4,2,1000,100,26,"vcm","2",2,NA,"lm_forest",0.0215783660346385
"fpt2",4,2,1000,100,26,"vcm","2",2,NA,"lm_forest",0.0212472431654743
"grad",4,2,1000,100,27,"vcm","2",2,NA,"lm_forest",0.0321274497347829
"fpt1",4,2,1000,100,27,"vcm","2",2,NA,"lm_forest",0.031978395646372
"fpt2",4,2,1000,100,27,"vcm","2",2,NA,"lm_forest",0.0334587769382347
"grad",4,2,1000,100,28,"vcm","2",2,NA,"lm_forest",0.0395476982411463
"fpt1",4,2,1000,100,28,"vcm","2",2,NA,"lm_forest",0.0384833413493278
"fpt2",4,2,1000,100,28,"vcm","2",2,NA,"lm_forest",0.0393489420327963
"grad",4,2,1000,100,29,"vcm","2",2,NA,"lm_forest",0.0380069580636344
"fpt1",4,2,1000,100,29,"vcm","2",2,NA,"lm_forest",0.0378668561775665
"fpt2",4,2,1000,100,29,"vcm","2",2,NA,"lm_forest",0.0356468329140615
"grad",4,2,1000,100,30,"vcm","2",2,NA,"lm_forest",0.036328259238622
"fpt1",4,2,1000,100,30,"vcm","2",2,NA,"lm_forest",0.0372224563019562
"fpt2",4,2,1000,100,30,"vcm","2",2,NA,"lm_forest",0.040917848868176
"grad",4,2,1000,100,31,"vcm","2",2,NA,"lm_forest",0.037919620708281
"fpt1",4,2,1000,100,31,"vcm","2",2,NA,"lm_forest",0.0357019192546294
"fpt2",4,2,1000,100,31,"vcm","2",2,NA,"lm_forest",0.03652983117786
"grad",4,2,1000,100,32,"vcm","2",2,NA,"lm_forest",0.033428683658851
"fpt1",4,2,1000,100,32,"vcm","2",2,NA,"lm_forest",0.0329526780209361
"fpt2",4,2,1000,100,32,"vcm","2",2,NA,"lm_forest",0.0320475626749536
"grad",4,2,1000,100,33,"vcm","2",2,NA,"lm_forest",0.0321961435865148
"fpt1",4,2,1000,100,33,"vcm","2",2,NA,"lm_forest",0.0320690715008404
"fpt2",4,2,1000,100,33,"vcm","2",2,NA,"lm_forest",0.0305818583423591
"grad",4,2,1000,100,34,"vcm","2",2,NA,"lm_forest",0.0304421165557448
"fpt1",4,2,1000,100,34,"vcm","2",2,NA,"lm_forest",0.0290811477701324
"fpt2",4,2,1000,100,34,"vcm","2",2,NA,"lm_forest",0.0292544984245755
"grad",4,2,1000,100,35,"vcm","2",2,NA,"lm_forest",0.0311705128710409
"fpt1",4,2,1000,100,35,"vcm","2",2,NA,"lm_forest",0.0305281055486169
"fpt2",4,2,1000,100,35,"vcm","2",2,NA,"lm_forest",0.0305285408293118
"grad",4,2,1000,100,36,"vcm","2",2,NA,"lm_forest",0.0302374827040832
"fpt1",4,2,1000,100,36,"vcm","2",2,NA,"lm_forest",0.0282693342189798
"fpt2",4,2,1000,100,36,"vcm","2",2,NA,"lm_forest",0.0294141305281464
"grad",4,2,1000,100,37,"vcm","2",2,NA,"lm_forest",0.0360865440584457
"fpt1",4,2,1000,100,37,"vcm","2",2,NA,"lm_forest",0.035707705091679
"fpt2",4,2,1000,100,37,"vcm","2",2,NA,"lm_forest",0.0351532868587285
"grad",4,2,1000,100,38,"vcm","2",2,NA,"lm_forest",0.0235122628826546
"fpt1",4,2,1000,100,38,"vcm","2",2,NA,"lm_forest",0.0237923166738222
"fpt2",4,2,1000,100,38,"vcm","2",2,NA,"lm_forest",0.0234764268912601
"grad",4,2,1000,100,39,"vcm","2",2,NA,"lm_forest",0.033307093937797
"fpt1",4,2,1000,100,39,"vcm","2",2,NA,"lm_forest",0.032353604977089
"fpt2",4,2,1000,100,39,"vcm","2",2,NA,"lm_forest",0.033733233162061
"grad",4,2,1000,100,40,"vcm","2",2,NA,"lm_forest",0.039996270718119
"fpt1",4,2,1000,100,40,"vcm","2",2,NA,"lm_forest",0.0426881611006157
"fpt2",4,2,1000,100,40,"vcm","2",2,NA,"lm_forest",0.0420913065856369
"grad",4,2,1000,100,41,"vcm","2",2,NA,"lm_forest",0.0249233551708747
"fpt1",4,2,1000,100,41,"vcm","2",2,NA,"lm_forest",0.0240205568407879
"fpt2",4,2,1000,100,41,"vcm","2",2,NA,"lm_forest",0.0233315924722264
"grad",4,2,1000,100,42,"vcm","2",2,NA,"lm_forest",0.0386689768646297
"fpt1",4,2,1000,100,42,"vcm","2",2,NA,"lm_forest",0.0402079501111735
"fpt2",4,2,1000,100,42,"vcm","2",2,NA,"lm_forest",0.0396048115511222
"grad",4,2,1000,100,43,"vcm","2",2,NA,"lm_forest",0.0331301759768289
"fpt1",4,2,1000,100,43,"vcm","2",2,NA,"lm_forest",0.0343390896758062
"fpt2",4,2,1000,100,43,"vcm","2",2,NA,"lm_forest",0.0342567250727276
"grad",4,2,1000,100,44,"vcm","2",2,NA,"lm_forest",0.0314440739156879
"fpt1",4,2,1000,100,44,"vcm","2",2,NA,"lm_forest",0.0318190153777275
"fpt2",4,2,1000,100,44,"vcm","2",2,NA,"lm_forest",0.0301345348601584
"grad",4,2,1000,100,45,"vcm","2",2,NA,"lm_forest",0.0252976787601608
"fpt1",4,2,1000,100,45,"vcm","2",2,NA,"lm_forest",0.0266781504259666
"fpt2",4,2,1000,100,45,"vcm","2",2,NA,"lm_forest",0.0253484480912503
"grad",4,2,1000,100,46,"vcm","2",2,NA,"lm_forest",0.0258059339829491
"fpt1",4,2,1000,100,46,"vcm","2",2,NA,"lm_forest",0.0269530121818793
"fpt2",4,2,1000,100,46,"vcm","2",2,NA,"lm_forest",0.0261513513103492
"grad",4,2,1000,100,47,"vcm","2",2,NA,"lm_forest",0.0302183397283831
"fpt1",4,2,1000,100,47,"vcm","2",2,NA,"lm_forest",0.0309875396532556
"fpt2",4,2,1000,100,47,"vcm","2",2,NA,"lm_forest",0.0282730532822779
