"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,2,1000,100,1,"hte","3","2","1","multi_arm_causal_forest",0.0503153440229538
"fpt1",4,2,1000,100,1,"hte","3","2","1","multi_arm_causal_forest",0.0555945211478803
"fpt2",4,2,1000,100,1,"hte","3","2","1","multi_arm_causal_forest",0.0530944198619629
"grad",4,2,1000,100,2,"hte","3","2","1","multi_arm_causal_forest",0.0161344191001701
"fpt1",4,2,1000,100,2,"hte","3","2","1","multi_arm_causal_forest",0.0161901767537794
"fpt2",4,2,1000,100,2,"hte","3","2","1","multi_arm_causal_forest",0.0164495962678718
"grad",4,2,1000,100,3,"hte","3","2","1","multi_arm_causal_forest",0.0412737800504406
"fpt1",4,2,1000,100,3,"hte","3","2","1","multi_arm_causal_forest",0.0419130422645777
"fpt2",4,2,1000,100,3,"hte","3","2","1","multi_arm_causal_forest",0.0407963261417789
"grad",4,2,1000,100,4,"hte","3","2","1","multi_arm_causal_forest",0.0483515873742548
"fpt1",4,2,1000,100,4,"hte","3","2","1","multi_arm_causal_forest",0.050924849428822
"fpt2",4,2,1000,100,4,"hte","3","2","1","multi_arm_causal_forest",0.0541863442881658
"grad",4,2,1000,100,5,"hte","3","2","1","multi_arm_causal_forest",0.0641363420206988
"fpt1",4,2,1000,100,5,"hte","3","2","1","multi_arm_causal_forest",0.103226511530714
"fpt2",4,2,1000,100,5,"hte","3","2","1","multi_arm_causal_forest",0.102348674086374
"grad",4,2,1000,100,6,"hte","3","2","1","multi_arm_causal_forest",0.0389363156514138
"fpt1",4,2,1000,100,6,"hte","3","2","1","multi_arm_causal_forest",0.041080224565725
"fpt2",4,2,1000,100,6,"hte","3","2","1","multi_arm_causal_forest",0.0383514643071731
"grad",4,2,1000,100,7,"hte","3","2","1","multi_arm_causal_forest",0.0612550855382546
"fpt1",4,2,1000,100,7,"hte","3","2","1","multi_arm_causal_forest",0.0774322830018305
"fpt2",4,2,1000,100,7,"hte","3","2","1","multi_arm_causal_forest",0.0748103101348207
"grad",4,2,1000,100,8,"hte","3","2","1","multi_arm_causal_forest",0.0929258376425294
"fpt1",4,2,1000,100,8,"hte","3","2","1","multi_arm_causal_forest",0.0938547442423819
"fpt2",4,2,1000,100,8,"hte","3","2","1","multi_arm_causal_forest",0.100243610404249
"grad",4,2,1000,100,9,"hte","3","2","1","multi_arm_causal_forest",0.0762681099414392
"fpt1",4,2,1000,100,9,"hte","3","2","1","multi_arm_causal_forest",0.0836414311585427
"fpt2",4,2,1000,100,9,"hte","3","2","1","multi_arm_causal_forest",0.0821961413834618
"grad",4,2,1000,100,10,"hte","3","2","1","multi_arm_causal_forest",0.0601232826500235
"fpt1",4,2,1000,100,10,"hte","3","2","1","multi_arm_causal_forest",0.0510446589436363
"fpt2",4,2,1000,100,10,"hte","3","2","1","multi_arm_causal_forest",0.0490594951291286
"grad",4,2,1000,100,11,"hte","3","2","1","multi_arm_causal_forest",0.0278015514057657
"fpt1",4,2,1000,100,11,"hte","3","2","1","multi_arm_causal_forest",0.0285416325525571
"fpt2",4,2,1000,100,11,"hte","3","2","1","multi_arm_causal_forest",0.0273593244092491
"grad",4,2,1000,100,12,"hte","3","2","1","multi_arm_causal_forest",0.0478576442841888
"fpt1",4,2,1000,100,12,"hte","3","2","1","multi_arm_causal_forest",0.0470802475036677
"fpt2",4,2,1000,100,12,"hte","3","2","1","multi_arm_causal_forest",0.0443563118901163
"grad",4,2,1000,100,13,"hte","3","2","1","multi_arm_causal_forest",0.0517935760638669
"fpt1",4,2,1000,100,13,"hte","3","2","1","multi_arm_causal_forest",0.0482150571521163
"fpt2",4,2,1000,100,13,"hte","3","2","1","multi_arm_causal_forest",0.0470721141211507
"grad",4,2,1000,100,14,"hte","3","2","1","multi_arm_causal_forest",0.115184569384166
"fpt1",4,2,1000,100,14,"hte","3","2","1","multi_arm_causal_forest",0.0992235105324602
"fpt2",4,2,1000,100,14,"hte","3","2","1","multi_arm_causal_forest",0.104601211624731
"grad",4,2,1000,100,15,"hte","3","2","1","multi_arm_causal_forest",0.0652005770083162
"fpt1",4,2,1000,100,15,"hte","3","2","1","multi_arm_causal_forest",0.0656453636155353
"fpt2",4,2,1000,100,15,"hte","3","2","1","multi_arm_causal_forest",0.0655209560808324
"grad",4,2,1000,100,16,"hte","3","2","1","multi_arm_causal_forest",0.0366115160568425
"fpt1",4,2,1000,100,16,"hte","3","2","1","multi_arm_causal_forest",0.0397454228328808
"fpt2",4,2,1000,100,16,"hte","3","2","1","multi_arm_causal_forest",0.0400812150727347
"grad",4,2,1000,100,17,"hte","3","2","1","multi_arm_causal_forest",0.0490671943291735
"fpt1",4,2,1000,100,17,"hte","3","2","1","multi_arm_causal_forest",0.053266527315457
"fpt2",4,2,1000,100,17,"hte","3","2","1","multi_arm_causal_forest",0.0504000619897902
"grad",4,2,1000,100,18,"hte","3","2","1","multi_arm_causal_forest",0.0383637049621826
"fpt1",4,2,1000,100,18,"hte","3","2","1","multi_arm_causal_forest",0.0373958650534289
"fpt2",4,2,1000,100,18,"hte","3","2","1","multi_arm_causal_forest",0.0359766286011997
"grad",4,2,1000,100,19,"hte","3","2","1","multi_arm_causal_forest",0.0534362163478106
"fpt1",4,2,1000,100,19,"hte","3","2","1","multi_arm_causal_forest",0.0511661352134513
"fpt2",4,2,1000,100,19,"hte","3","2","1","multi_arm_causal_forest",0.0455528346843628
"grad",4,2,1000,100,20,"hte","3","2","1","multi_arm_causal_forest",0.0344408242104932
"fpt1",4,2,1000,100,20,"hte","3","2","1","multi_arm_causal_forest",0.0244455438813077
"fpt2",4,2,1000,100,20,"hte","3","2","1","multi_arm_causal_forest",0.0227396386991327
"grad",4,2,1000,100,21,"hte","3","2","1","multi_arm_causal_forest",0.0428018074359576
"fpt1",4,2,1000,100,21,"hte","3","2","1","multi_arm_causal_forest",0.045389369897199
"fpt2",4,2,1000,100,21,"hte","3","2","1","multi_arm_causal_forest",0.0501579470795574
"grad",4,2,1000,100,22,"hte","3","2","1","multi_arm_causal_forest",0.0170065058116265
"fpt1",4,2,1000,100,22,"hte","3","2","1","multi_arm_causal_forest",0.015111091155279
"fpt2",4,2,1000,100,22,"hte","3","2","1","multi_arm_causal_forest",0.0146468063342637
"grad",4,2,1000,100,23,"hte","3","2","1","multi_arm_causal_forest",0.0280261053949099
"fpt1",4,2,1000,100,23,"hte","3","2","1","multi_arm_causal_forest",0.0256897955072592
"fpt2",4,2,1000,100,23,"hte","3","2","1","multi_arm_causal_forest",0.0290319784509071
"grad",4,2,1000,100,24,"hte","3","2","1","multi_arm_causal_forest",0.0364927579577435
"fpt1",4,2,1000,100,24,"hte","3","2","1","multi_arm_causal_forest",0.0426604476141546
"fpt2",4,2,1000,100,24,"hte","3","2","1","multi_arm_causal_forest",0.0430779795270245
"grad",4,2,1000,100,25,"hte","3","2","1","multi_arm_causal_forest",0.0262048430882207
"fpt1",4,2,1000,100,25,"hte","3","2","1","multi_arm_causal_forest",0.0235059471505131
"fpt2",4,2,1000,100,25,"hte","3","2","1","multi_arm_causal_forest",0.0231197660809491
"grad",4,2,1000,100,26,"hte","3","2","1","multi_arm_causal_forest",0.0434283568021686
"fpt1",4,2,1000,100,26,"hte","3","2","1","multi_arm_causal_forest",0.0414889021288158
"fpt2",4,2,1000,100,26,"hte","3","2","1","multi_arm_causal_forest",0.0424570691987834
"grad",4,2,1000,100,27,"hte","3","2","1","multi_arm_causal_forest",0.0510497190589239
"fpt1",4,2,1000,100,27,"hte","3","2","1","multi_arm_causal_forest",0.0412136083722491
"fpt2",4,2,1000,100,27,"hte","3","2","1","multi_arm_causal_forest",0.04242770374463
"grad",4,2,1000,100,28,"hte","3","2","1","multi_arm_causal_forest",0.03446185205127
"fpt1",4,2,1000,100,28,"hte","3","2","1","multi_arm_causal_forest",0.0360126472108217
"fpt2",4,2,1000,100,28,"hte","3","2","1","multi_arm_causal_forest",0.0377381240323474
"grad",4,2,1000,100,29,"hte","3","2","1","multi_arm_causal_forest",0.0721869475745067
"fpt1",4,2,1000,100,29,"hte","3","2","1","multi_arm_causal_forest",0.0704027965280145
"fpt2",4,2,1000,100,29,"hte","3","2","1","multi_arm_causal_forest",0.0681910637271293
"grad",4,2,1000,100,30,"hte","3","2","1","multi_arm_causal_forest",0.0414551180810716
"fpt1",4,2,1000,100,30,"hte","3","2","1","multi_arm_causal_forest",0.0465997636583868
"fpt2",4,2,1000,100,30,"hte","3","2","1","multi_arm_causal_forest",0.0469411408859435
"grad",4,2,1000,100,31,"hte","3","2","1","multi_arm_causal_forest",0.070436672273826
"fpt1",4,2,1000,100,31,"hte","3","2","1","multi_arm_causal_forest",0.067576359566466
"fpt2",4,2,1000,100,31,"hte","3","2","1","multi_arm_causal_forest",0.0665805579315027
"grad",4,2,1000,100,32,"hte","3","2","1","multi_arm_causal_forest",0.0495821533260945
"fpt1",4,2,1000,100,32,"hte","3","2","1","multi_arm_causal_forest",0.0583706205711428
"fpt2",4,2,1000,100,32,"hte","3","2","1","multi_arm_causal_forest",0.0593026678462878
"grad",4,2,1000,100,33,"hte","3","2","1","multi_arm_causal_forest",0.0565159380131642
"fpt1",4,2,1000,100,33,"hte","3","2","1","multi_arm_causal_forest",0.0570336787888817
"fpt2",4,2,1000,100,33,"hte","3","2","1","multi_arm_causal_forest",0.0555139431884965
"grad",4,2,1000,100,34,"hte","3","2","1","multi_arm_causal_forest",0.0434915805448262
"fpt1",4,2,1000,100,34,"hte","3","2","1","multi_arm_causal_forest",0.0449358374035528
"fpt2",4,2,1000,100,34,"hte","3","2","1","multi_arm_causal_forest",0.0446848570416642
"grad",4,2,1000,100,35,"hte","3","2","1","multi_arm_causal_forest",0.0225761156752759
"fpt1",4,2,1000,100,35,"hte","3","2","1","multi_arm_causal_forest",0.025237970039574
"fpt2",4,2,1000,100,35,"hte","3","2","1","multi_arm_causal_forest",0.0271631210536682
"grad",4,2,1000,100,36,"hte","3","2","1","multi_arm_causal_forest",0.041871579522228
"fpt1",4,2,1000,100,36,"hte","3","2","1","multi_arm_causal_forest",0.041165483395391
"fpt2",4,2,1000,100,36,"hte","3","2","1","multi_arm_causal_forest",0.0410769656937001
"grad",4,2,1000,100,37,"hte","3","2","1","multi_arm_causal_forest",0.0654734474845413
"fpt1",4,2,1000,100,37,"hte","3","2","1","multi_arm_causal_forest",0.0635789357874719
"fpt2",4,2,1000,100,37,"hte","3","2","1","multi_arm_causal_forest",0.0645343143135943
"grad",4,2,1000,100,38,"hte","3","2","1","multi_arm_causal_forest",0.0529941248143528
"fpt1",4,2,1000,100,38,"hte","3","2","1","multi_arm_causal_forest",0.0459728179476379
"fpt2",4,2,1000,100,38,"hte","3","2","1","multi_arm_causal_forest",0.047772045537316
"grad",4,2,1000,100,39,"hte","3","2","1","multi_arm_causal_forest",0.0907349247138456
"fpt1",4,2,1000,100,39,"hte","3","2","1","multi_arm_causal_forest",0.0988607314336951
