"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
10,3,5000,1,"vcm","4",4,NA,"lm_forest",0.0339358249912038,0.0253006550483406,1.34130222819783
8,3,5000,1,"vcm","4",4,NA,"lm_forest",0.029962315922603,0.0221744481241331,1.35120909232434
6,3,5000,1,"vcm","4",4,NA,"lm_forest",0.0289002100471407,0.022107410011813,1.30726349362942
4,3,5000,1,"vcm","4",4,NA,"lm_forest",0.0242851690854877,0.0205732460599393,1.18042476207857
10,3,6000,1,"vcm","4",4,NA,"lm_forest",0.0396897100144997,0.0300483000464737,1.32086374114723
8,3,6000,1,"vcm","4",4,NA,"lm_forest",0.0388026140863076,0.0327540000434965,1.18466795001461
6,3,6000,1,"vcm","4",4,NA,"lm_forest",0.035378698958084,0.0262002350063995,1.35031990932305
4,3,6000,1,"vcm","4",4,NA,"lm_forest",0.0849350219359621,0.0271131361369044,3.132615183544
10,3,5000,5,"vcm","4",4,NA,"lm_forest",0.203931769938208,0.0291618631454185,6.99309810629323
8,3,5000,5,"vcm","4",4,NA,"lm_forest",0.0430373180424795,0.0342612899839878,1.25614995998671
6,3,5000,5,"vcm","4",4,NA,"lm_forest",0.044533914886415,0.0263930419459939,1.68733543399588
4,3,5000,5,"vcm","4",4,NA,"lm_forest",0.0322249480523169,0.0268792799906805,1.19887690680293
10,3,6000,5,"vcm","4",4,NA,"lm_forest",0.0555941349593922,0.0340562050696462,1.63242307373062
8,3,6000,5,"vcm","4",4,NA,"lm_forest",0.0447465130127966,0.0332999749807641,1.34374013910355
6,3,6000,5,"vcm","4",4,NA,"lm_forest",0.040605046087876,0.0383936158614233,1.05759890483966
4,3,6000,5,"vcm","4",4,NA,"lm_forest",0.0374241210520267,0.0351778689073399,1.06385412802019
10,3,5000,10,"vcm","4",4,NA,"lm_forest",0.0827253999887034,0.0599757190793753,1.37931485038504
8,3,5000,10,"vcm","4",4,NA,"lm_forest",0.0772703811526299,0.053941199905239,1.4324928123285
6,3,5000,10,"vcm","4",4,NA,"lm_forest",0.0796768279979005,0.0505962459137663,1.57475770304575
4,3,5000,10,"vcm","4",4,NA,"lm_forest",0.0623007630929351,0.0648908079601824,0.96008610543366
10,3,6000,10,"vcm","4",4,NA,"lm_forest",0.0926525199320167,0.0721807950176299,1.28361733767807
8,3,6000,10,"vcm","4",4,NA,"lm_forest",0.0883599501103163,0.0643368391320109,1.37339588488351
6,3,6000,10,"vcm","4",4,NA,"lm_forest",0.108283337089233,0.066784335882403,1.6213882440922
4,3,6000,10,"vcm","4",4,NA,"lm_forest",0.0669547360157594,0.059309686999768,1.12890051191842
