"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0120805039782185
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0260549022974356
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0155366022282235
"FPT",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0103376372865505
"FPT",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0258824812557579
"FPT",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0153677446602068
"grad",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0531434955199999
"grad",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0441344095326017
"grad",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0517884411375429
"FPT",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.064255721508871
"FPT",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0222495064042994
"FPT",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0412234613299526
"grad",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0319865121875625
"grad",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0178596333156851
"grad",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0343543207693126
"FPT",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0288037208648931
"FPT",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0202395725306433
"FPT",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.037122068172671
"grad",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0291325651436754
"grad",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0434779378853478
"grad",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0240903205512279
"FPT",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0318574493231548
"FPT",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0419039251764932
"FPT",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0221034212908756
"grad",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0337048154093799
"grad",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.036394717517466
"grad",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0130311572314884
"FPT",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0319470872512767
"FPT",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0410781463099549
"FPT",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.00884387921694529
"grad",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.0301720540947297
"grad",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0192509303985624
"grad",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.058016891794265
"FPT",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest","theta2",0.024003381614137
"FPT",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest","theta3",0.0142586111562415
"FPT",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest","theta4",0.0585998634831861
