"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","tree","nsplits"
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",1,88
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",2,74
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",3,67
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",4,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",5,89
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",6,81
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",7,66
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",8,66
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",9,68
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",10,82
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",11,58
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",12,79
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",13,76
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",14,75
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",15,70
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",16,67
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",17,77
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",18,68
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",19,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",20,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",21,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",22,73
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",23,85
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",24,85
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",25,76
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",26,82
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",27,77
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",28,77
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",29,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",30,71
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",31,73
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",32,70
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",33,60
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",34,74
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",35,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",36,73
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",37,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",38,59
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",39,67
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",40,86
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",41,90
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",42,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",43,75
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",44,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",45,74
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",46,76
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",47,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",48,82
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",49,68
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",50,75
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",51,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",52,67
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",53,70
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",54,83
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",55,82
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",56,76
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",57,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",58,64
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",59,97
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",60,74
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",61,77
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",62,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",63,71
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",64,69
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",65,84
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",66,95
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",67,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",68,69
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",69,61
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",70,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",71,76
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",72,73
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",73,73
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",74,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",75,95
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",76,58
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",77,70
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",78,62
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",79,72
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",80,67
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",81,71
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",82,79
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",83,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",84,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",85,65
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",86,78
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",87,82
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",88,80
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",89,82
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",90,62
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",91,70
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",92,68
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",93,74
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",94,71
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",95,67
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",96,66
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",97,70
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",98,68
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",99,76
