"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","tree","nsplits"
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",1,2007
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",2,1996
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",3,1973
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",4,1988
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",5,2020
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",6,2006
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",7,2014
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",8,1979
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",9,1989
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",10,1960
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",11,1993
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",12,1960
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",13,2009
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",14,1953
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",15,1979
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",16,2004
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",17,2011
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",18,2020
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",19,1971
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",20,2003
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",21,2000
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",22,2049
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",23,1997
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",24,2012
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",25,2038
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",26,1994
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",27,2008
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",28,1988
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",29,2007
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",30,1993
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",31,1986
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",32,2060
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",33,1998
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",34,2003
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",35,2001
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",36,1994
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",37,2023
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",38,1991
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",39,1994
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",40,1987
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",41,2002
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",42,2005
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",43,2016
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",44,2036
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",45,2027
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",46,1996
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",47,2003
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",48,2040
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",49,2019
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",50,1988
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",51,2051
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",52,2008
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",53,2000
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",54,1968
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",55,1988
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",56,2024
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",57,2020
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",58,2028
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",59,1984
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",60,1980
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",61,1979
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",62,1979
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",63,2022
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",64,1998
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",65,2012
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",66,2012
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",67,2030
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",68,2000
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",69,1984
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",70,2010
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",71,2007
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",72,1991
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",73,1978
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",74,1974
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",75,1990
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",76,1959
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",77,2007
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",78,2002
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",79,1993
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",80,1986
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",81,2003
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",82,1978
