"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",0.00800565616166179
"FPT",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest",0.00790916982168945
"grad",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest",0.00842142790000949
"FPT",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest",0.00868776689914412
"grad",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest",0.00832022139856241
"FPT",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest",0.00822058660306841
"grad",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest",0.00859466582621623
"FPT",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest",0.00869795343831518
"grad",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest",0.0086697955824673
"FPT",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest",0.00854724551342588
"grad",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest",0.0082391149806616
"FPT",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest",0.00809474801222696
"grad",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest",0.00812158124365426
"FPT",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest",0.00830267239998486
"grad",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest",0.00761264157028167
"FPT",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest",0.00756909999404389
"grad",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest",0.00758109558478749
"FPT",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest",0.0075026166468699
"grad",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest",0.00761006215567375
"FPT",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest",0.0075689963295583
"grad",4,5,20000,100,11,"vcm","1",1,NA,"lm_forest",0.00859837935934706
"FPT",4,5,20000,100,11,"vcm","1",1,NA,"lm_forest",0.008849783703209
"grad",4,5,20000,100,12,"vcm","1",1,NA,"lm_forest",0.00798270409668902
"FPT",4,5,20000,100,12,"vcm","1",1,NA,"lm_forest",0.0078597697301174
"grad",4,5,20000,100,13,"vcm","1",1,NA,"lm_forest",0.00845278836161073
"FPT",4,5,20000,100,13,"vcm","1",1,NA,"lm_forest",0.00844873379666621
"grad",4,5,20000,100,14,"vcm","1",1,NA,"lm_forest",0.00718379196733404
"FPT",4,5,20000,100,14,"vcm","1",1,NA,"lm_forest",0.00739870772080231
"grad",4,5,20000,100,15,"vcm","1",1,NA,"lm_forest",0.00782227013646524
"FPT",4,5,20000,100,15,"vcm","1",1,NA,"lm_forest",0.00788209351293283
"grad",4,5,20000,100,16,"vcm","1",1,NA,"lm_forest",0.00848309618697087
"FPT",4,5,20000,100,16,"vcm","1",1,NA,"lm_forest",0.00870272555416905
"grad",4,5,20000,100,17,"vcm","1",1,NA,"lm_forest",0.00796395860315194
"FPT",4,5,20000,100,17,"vcm","1",1,NA,"lm_forest",0.00791347456156571
"grad",4,5,20000,100,18,"vcm","1",1,NA,"lm_forest",0.00777959764539088
"FPT",4,5,20000,100,18,"vcm","1",1,NA,"lm_forest",0.00761764483776893
"grad",4,5,20000,100,19,"vcm","1",1,NA,"lm_forest",0.00766841015461171
"FPT",4,5,20000,100,19,"vcm","1",1,NA,"lm_forest",0.00768968705046912
"grad",4,5,20000,100,20,"vcm","1",1,NA,"lm_forest",0.00909341020294112
"FPT",4,5,20000,100,20,"vcm","1",1,NA,"lm_forest",0.00882005992075239
"grad",4,5,20000,100,21,"vcm","1",1,NA,"lm_forest",0.00772610931292731
