"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00967503502091716
"grad",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0102548345246527
"grad",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0108250645593562
"FPT",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.0083614651860246
"FPT",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00872520742712887
"FPT",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00988640876067218
"grad",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00638149685022433
"grad",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00677070829062226
"grad",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00590036952041919
"FPT",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00693919566984015
"FPT",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0067498529382066
"FPT",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00631096326914458
"grad",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00889522028607546
"grad",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0105707689232286
"grad",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0126100770020258
"FPT",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00986219558942678
"FPT",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0115888587394772
"FPT",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0124059833336827
"grad",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.0066200255032899
"grad",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0096067896340321
"grad",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00645064427613526
"FPT",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.0065759429339649
"FPT",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00940958413471571
"FPT",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00696503443848805
"grad",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.0111497106208684
"grad",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00880274196677641
"grad",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0133587152483702
"FPT",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.0118082860859652
"FPT",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00935901982696168
"FPT",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.012184068758698
"grad",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00888234462583104
"grad",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00725229560896444
"grad",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0106251361995174
"FPT",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00862043247038515
"FPT",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00804256377311577
"FPT",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0103186302663115
"grad",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00843788560213671
"grad",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00979332239683814
"grad",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0085047938908278
"FPT",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00908681186584426
"FPT",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0108401551799991
"FPT",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00857671271542314
"grad",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00935476031044182
"grad",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00892667143845983
"grad",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00934733351324079
"FPT",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00932200917219605
"FPT",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00991065068424187
"FPT",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00955128204448929
"grad",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00769798050222892
"grad",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00867105817045486
"grad",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00779563889406965
"FPT",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00718452946678386
"FPT",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.00847217801148522
"FPT",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.00721656492468854
"grad",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.00959354299014638
"grad",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0123141493167772
"grad",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0127022887031488
"FPT",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest","theta2",0.0102443926185992
"FPT",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest","theta3",0.0125064616014603
"FPT",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest","theta4",0.0119006667363013
