"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",0.0145028752354729
"FPT",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",0.0145356815946513
"grad",4,5,20000,100,2,"vcm","4",4,NA,"lm_forest",0.0165846045168772
"FPT",4,5,20000,100,2,"vcm","4",4,NA,"lm_forest",0.0163358703637248
"grad",4,5,20000,100,3,"vcm","4",4,NA,"lm_forest",0.0107488840716863
"FPT",4,5,20000,100,3,"vcm","4",4,NA,"lm_forest",0.0104444919331891
"grad",4,5,20000,100,4,"vcm","4",4,NA,"lm_forest",0.0111029451018767
"FPT",4,5,20000,100,4,"vcm","4",4,NA,"lm_forest",0.0109945311606502
"grad",4,5,20000,100,5,"vcm","4",4,NA,"lm_forest",0.0143088140644294
"FPT",4,5,20000,100,5,"vcm","4",4,NA,"lm_forest",0.014148496980264
"grad",4,5,20000,100,6,"vcm","4",4,NA,"lm_forest",0.0182536971567778
"FPT",4,5,20000,100,6,"vcm","4",4,NA,"lm_forest",0.0184894690547877
"grad",4,5,20000,100,7,"vcm","4",4,NA,"lm_forest",0.0137070374988697
"FPT",4,5,20000,100,7,"vcm","4",4,NA,"lm_forest",0.013365230488337
"grad",4,5,20000,100,8,"vcm","4",4,NA,"lm_forest",0.0130637931895334
"FPT",4,5,20000,100,8,"vcm","4",4,NA,"lm_forest",0.0130973740568518
"grad",4,5,20000,100,9,"vcm","4",4,NA,"lm_forest",0.0125012686109575
"FPT",4,5,20000,100,9,"vcm","4",4,NA,"lm_forest",0.0125775759779916
"grad",4,5,20000,100,10,"vcm","4",4,NA,"lm_forest",0.0147344516396296
"FPT",4,5,20000,100,10,"vcm","4",4,NA,"lm_forest",0.0143251006141133
"grad",4,5,20000,100,11,"vcm","4",4,NA,"lm_forest",0.0145006303763438
"FPT",4,5,20000,100,11,"vcm","4",4,NA,"lm_forest",0.0143819147710359
"grad",4,5,20000,100,12,"vcm","4",4,NA,"lm_forest",0.0147787986949115
"FPT",4,5,20000,100,12,"vcm","4",4,NA,"lm_forest",0.0147082224429821
"grad",4,5,20000,100,13,"vcm","4",4,NA,"lm_forest",0.0114020909914907
"FPT",4,5,20000,100,13,"vcm","4",4,NA,"lm_forest",0.011553511199715
"grad",4,5,20000,100,14,"vcm","4",4,NA,"lm_forest",0.0172621158582036
"FPT",4,5,20000,100,14,"vcm","4",4,NA,"lm_forest",0.0172777564789941
"grad",4,5,20000,100,15,"vcm","4",4,NA,"lm_forest",0.0109760130330866
"FPT",4,5,20000,100,15,"vcm","4",4,NA,"lm_forest",0.0106380150000357
"grad",4,5,20000,100,16,"vcm","4",4,NA,"lm_forest",0.0143705079726412
"FPT",4,5,20000,100,16,"vcm","4",4,NA,"lm_forest",0.0142774034784014
"grad",4,5,20000,100,17,"vcm","4",4,NA,"lm_forest",0.0162800222253807
"FPT",4,5,20000,100,17,"vcm","4",4,NA,"lm_forest",0.0162189719321304
"grad",4,5,20000,100,18,"vcm","4",4,NA,"lm_forest",0.017414055413449
"FPT",4,5,20000,100,18,"vcm","4",4,NA,"lm_forest",0.0174790357964121
"grad",4,5,20000,100,19,"vcm","4",4,NA,"lm_forest",0.0160071672685359
"FPT",4,5,20000,100,19,"vcm","4",4,NA,"lm_forest",0.0162007378153186
"grad",4,5,20000,100,20,"vcm","4",4,NA,"lm_forest",0.0127963872923602
"FPT",4,5,20000,100,20,"vcm","4",4,NA,"lm_forest",0.0127574315196518
"grad",4,5,20000,100,21,"vcm","4",4,NA,"lm_forest",0.012968760564546
"FPT",4,5,20000,100,21,"vcm","4",4,NA,"lm_forest",0.0129087621207983
"grad",4,5,20000,100,22,"vcm","4",4,NA,"lm_forest",0.015499288511882
"FPT",4,5,20000,100,22,"vcm","4",4,NA,"lm_forest",0.0156661372828339
"grad",4,5,20000,100,23,"vcm","4",4,NA,"lm_forest",0.015973021559305
"FPT",4,5,20000,100,23,"vcm","4",4,NA,"lm_forest",0.0160184164649449
"grad",4,5,20000,100,24,"vcm","4",4,NA,"lm_forest",0.0152926429320858
"FPT",4,5,20000,100,24,"vcm","4",4,NA,"lm_forest",0.015109687619434
"grad",4,5,20000,100,25,"vcm","4",4,NA,"lm_forest",0.0107471527070078
"FPT",4,5,20000,100,25,"vcm","4",4,NA,"lm_forest",0.0109306111060195
"grad",4,5,20000,100,26,"vcm","4",4,NA,"lm_forest",0.0120611017287194
"FPT",4,5,20000,100,26,"vcm","4",4,NA,"lm_forest",0.0119123235876307
"grad",4,5,20000,100,27,"vcm","4",4,NA,"lm_forest",0.0125583687531091
"FPT",4,5,20000,100,27,"vcm","4",4,NA,"lm_forest",0.0125511642338481
"grad",4,5,20000,100,28,"vcm","4",4,NA,"lm_forest",0.0128005644998061
"FPT",4,5,20000,100,28,"vcm","4",4,NA,"lm_forest",0.0127168628514448
"grad",4,5,20000,100,29,"vcm","4",4,NA,"lm_forest",0.0106910476472569
"FPT",4,5,20000,100,29,"vcm","4",4,NA,"lm_forest",0.0105656219857649
"grad",4,5,20000,100,30,"vcm","4",4,NA,"lm_forest",0.0150801940781372
"FPT",4,5,20000,100,30,"vcm","4",4,NA,"lm_forest",0.0148603455362037
"grad",4,5,20000,100,31,"vcm","4",4,NA,"lm_forest",0.0131962971573664
"FPT",4,5,20000,100,31,"vcm","4",4,NA,"lm_forest",0.0133352756148831
"grad",4,5,20000,100,32,"vcm","4",4,NA,"lm_forest",0.0126122982374499
"FPT",4,5,20000,100,32,"vcm","4",4,NA,"lm_forest",0.0123144367963138
