"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","tree","nsplits"
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",1,142
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",2,130
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",3,137
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",4,139
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",5,136
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",6,135
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",7,136
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",8,139
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",9,135
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",10,139
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",11,134
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",12,139
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",13,134
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",14,132
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",15,139
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",16,131
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",17,147
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",18,128
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",19,131
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",20,133
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",21,135
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",22,135
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",23,133
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",24,131
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",25,143
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",26,133
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",27,138
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",28,141
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",29,127
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",30,124
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",31,128
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",32,137
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",33,135
