"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta1",0.0329767517777155
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta2",0.0306667395554583
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta3",0.0176957858629185
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta4",0.0250256512024772
"FPT",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta1",0.0332798348023724
"FPT",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta2",0.0318630639399498
"FPT",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta3",0.0173915132186299
"FPT",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta4",0.0247868643310807
"grad",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta1",0.00968539965764067
"grad",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta2",0.0261440983455271
"grad",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta3",0.0105713286943526
"grad",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta4",0.00990185801968117
"FPT",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta1",0.00952834712097686
"FPT",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta2",0.0258420543181473
"FPT",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta3",0.0105962932424796
"FPT",4,5,20000,100,2,"vcm","3",3,NA,"lm_forest","theta4",0.0102138260207142
"grad",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta1",0.0233729554929161
"grad",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta2",0.00920636741009444
"grad",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta3",0.00948900778362428
"grad",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta4",0.0195510636118362
"FPT",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta1",0.0230104668555285
"FPT",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta2",0.00873047363781806
"FPT",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta3",0.0090790116444157
"FPT",4,5,20000,100,3,"vcm","3",3,NA,"lm_forest","theta4",0.0193998731165319
"grad",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta1",0.01066040077285
"grad",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta2",0.032008192974937
"grad",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta3",0.0214979956826691
"grad",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta4",0.0256153926857154
"FPT",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta1",0.0104237497309071
"FPT",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta2",0.0310260335025599
"FPT",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta3",0.021411988038613
"FPT",4,5,20000,100,4,"vcm","3",3,NA,"lm_forest","theta4",0.0268731865566474
"grad",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta1",0.0205495619104695
"grad",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta2",0.0123833404263787
"grad",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta3",0.022143656970642
"grad",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta4",0.0111439152303146
"FPT",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta1",0.0195767806057673
"FPT",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta2",0.0123052606410718
"FPT",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta3",0.0213692267773282
"FPT",4,5,20000,100,5,"vcm","3",3,NA,"lm_forest","theta4",0.0105804158179233
"grad",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta1",0.0096124742127419
"grad",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta2",0.00983540735403595
"grad",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta3",0.0177653611166912
"grad",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta4",0.0269421781848029
"FPT",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta1",0.00961966860009356
"FPT",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta2",0.00981589795472873
"FPT",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta3",0.0173930047996555
"FPT",4,5,20000,100,6,"vcm","3",3,NA,"lm_forest","theta4",0.0279971083376822
"grad",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta1",0.0281638737120675
"grad",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta2",0.0198665341047559
"grad",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta3",0.0203227062559818
"grad",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta4",0.011074672542082
"FPT",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta1",0.028531848983493
"FPT",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta2",0.0196759321245424
"FPT",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta3",0.0207360653993934
"FPT",4,5,20000,100,7,"vcm","3",3,NA,"lm_forest","theta4",0.0108690027732366
"grad",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta1",0.0328919186017853
"grad",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta2",0.0193856605473733
"grad",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta3",0.0234990799552988
"grad",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta4",0.0196802288506013
"FPT",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta1",0.0329996194410492
"FPT",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta2",0.0195978122912913
"FPT",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta3",0.0238491744750206
"FPT",4,5,20000,100,8,"vcm","3",3,NA,"lm_forest","theta4",0.0199691289443293
"grad",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta1",0.0208782888456333
"grad",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta2",0.0143064160130943
"grad",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta3",0.00863021747736404
"grad",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta4",0.0180055361656789
"FPT",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta1",0.0214139140471231
"FPT",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta2",0.0141698473947194
"FPT",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta3",0.00873998293475176
"FPT",4,5,20000,100,9,"vcm","3",3,NA,"lm_forest","theta4",0.0184703984924095
"grad",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta1",0.0389535897038334
"grad",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta2",0.0414335859222538
"grad",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta3",0.0129765426828919
"grad",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta4",0.0187569848123764
"FPT",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta1",0.0404044955657159
"FPT",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta2",0.0402540066954766
"FPT",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta3",0.0125812161116433
"FPT",4,5,20000,100,10,"vcm","3",3,NA,"lm_forest","theta4",0.0186442313690989
"grad",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta1",0.0333345697181656
"grad",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta2",0.0293732459308734
"grad",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta3",0.0156159890890628
"grad",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta4",0.0404604955023363
"FPT",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta1",0.0338738538714119
"FPT",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta2",0.0292223553823436
"FPT",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta3",0.0151015758264838
"FPT",4,5,20000,100,11,"vcm","3",3,NA,"lm_forest","theta4",0.0408487421880904
"grad",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta1",0.0109318709958294
"grad",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta2",0.0210701795615195
"grad",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta3",0.0336650539104958
"grad",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta4",0.0411262571986432
"FPT",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta1",0.01066443970762
"FPT",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta2",0.0212603026685405
"FPT",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta3",0.0343434541517888
"FPT",4,5,20000,100,12,"vcm","3",3,NA,"lm_forest","theta4",0.0410290847993263
"grad",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta1",0.0142098136627731
"grad",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta2",0.0324613533557049
"grad",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta3",0.0242913114126757
"grad",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta4",0.0414631244062975
"FPT",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta1",0.0146463983968174
"FPT",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta2",0.0323644927314457
"FPT",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta3",0.0243514872755226
"FPT",4,5,20000,100,13,"vcm","3",3,NA,"lm_forest","theta4",0.0408604600481854
"grad",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta1",0.0254926022857754
"grad",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta2",0.0137290146621204
"grad",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta3",0.03049508099729
"grad",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta4",0.0161031201942016
"FPT",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta1",0.0247335938354828
"FPT",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta2",0.0134008542429262
"FPT",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta3",0.030833588027013
"FPT",4,5,20000,100,14,"vcm","3",3,NA,"lm_forest","theta4",0.0157557323420067
"grad",4,5,20000,100,15,"vcm","3",3,NA,"lm_forest","theta1",0.0189929880612915
"grad",4,5,20000,100,15,"vcm","3",3,NA,"lm_forest","theta2",0.0377204369415829
"grad",4,5,20000,100,15,"vcm","3",3,NA,"lm_forest","theta3",0.0279193388069578
"grad",4,5,20000,100,15,"vcm","3",3,NA,"lm_forest","theta4",0.0221540471732357
"FPT",4,5,20000,100,15,"vcm","3",3,NA,"lm_forest","theta1",0.0190395352290922
