"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest",0.010251644701642
"FPT",4,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest",0.00899102712460855
"grad",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest",0.00635085822042193
"FPT",4,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest",0.00666667062573044
"grad",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest",0.0106920220704433
"FPT",4,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest",0.0112856792208622
"grad",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest",0.00755915313781909
"FPT",4,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest",0.00765018716905622
"grad",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest",0.011103722612005
"FPT",4,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest",0.0111171248905416
"grad",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest",0.00891992547810431
"FPT",4,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest",0.00899387550327081
"grad",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest",0.00891200062993422
"FPT",4,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest",0.00950122658708882
"grad",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest",0.00920958842071415
"FPT",4,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest",0.00959464730030907
"grad",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest",0.00805489252225115
"FPT",4,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest",0.00762442413431921
"grad",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest",0.0115366603366908
"FPT",4,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest",0.0115505069854536
"grad",4,5,20000,100,11,"hte","1",1,1,"multi_arm_causal_forest",0.00827374815275298
"FPT",4,5,20000,100,11,"hte","1",1,1,"multi_arm_causal_forest",0.00854384702181451
"grad",4,5,20000,100,12,"hte","1",1,1,"multi_arm_causal_forest",0.00965631522254687
"FPT",4,5,20000,100,12,"hte","1",1,1,"multi_arm_causal_forest",0.00950459782509773
"grad",4,5,20000,100,13,"hte","1",1,1,"multi_arm_causal_forest",0.0106153504076665
"FPT",4,5,20000,100,13,"hte","1",1,1,"multi_arm_causal_forest",0.0103858253753875
"grad",4,5,20000,100,14,"hte","1",1,1,"multi_arm_causal_forest",0.00932141691002121
"FPT",4,5,20000,100,14,"hte","1",1,1,"multi_arm_causal_forest",0.0103366637348175
"grad",4,5,20000,100,15,"hte","1",1,1,"multi_arm_causal_forest",0.0109704700149673
