"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
10,3,5000,1,"hte","3",2,1,"multi_arm_causal_forest",0.0306619439506903,0.0209112499142066,1.46628939334035
8,3,5000,1,"hte","3",2,1,"multi_arm_causal_forest",0.0253219270380214,0.0192039120011032,1.31858170546536
6,3,5000,1,"hte","3",2,1,"multi_arm_causal_forest",0.023404740029946,0.0188152359332889,1.2439248762508
4,3,5000,1,"hte","3",2,1,"multi_arm_causal_forest",0.0208626410458237,0.0171988098882139,1.21302817935796
10,3,6000,1,"hte","3",2,1,"multi_arm_causal_forest",0.0424473320599645,0.0363058689981699,1.1691589605555
8,3,6000,1,"hte","3",2,1,"multi_arm_causal_forest",0.0382738379994407,0.0264269210165367,1.44828971848407
6,3,6000,1,"hte","3",2,1,"multi_arm_causal_forest",0.034265905036591,0.0300832110224292,1.13903748542811
4,3,6000,1,"hte","3",2,1,"multi_arm_causal_forest",0.0282085470389575,0.023220821050927,1.21479541903758
10,3,5000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0234624659642577,0.0223809670424089,1.04832226059757
8,3,5000,5,"hte","3",2,1,"multi_arm_causal_forest",0.026574622024782,0.0247064970899373,1.0756126992849
6,3,5000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0192409879527986,0.0213056231150404,0.903094354429641
4,3,5000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0194930101279169,0.0176328190136701,1.10549595687477
10,3,6000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0310927480459213,0.0249056940665469,1.24841925556634
8,3,6000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0556068700971082,0.0273850760422647,2.03055379547924
6,3,6000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0472623229725286,0.0218061360064894,2.16738641630336
4,3,6000,5,"hte","3",2,1,"multi_arm_causal_forest",0.0417954929871485,0.021515098051168,1.94261224781541
10,3,5000,10,"hte","3",2,1,"multi_arm_causal_forest",0.198372161015868,0.0357079709647223,5.55540277580739
8,3,5000,10,"hte","3",2,1,"multi_arm_causal_forest",0.0565833060536534,0.0435637510381639,1.29886212057552
6,3,5000,10,"hte","3",2,1,"multi_arm_causal_forest",0.0396742740413174,0.0341235159430653,1.16266665215605
4,3,5000,10,"hte","3",2,1,"multi_arm_causal_forest",0.0375937341013923,0.0368945839582011,1.01894993975222
10,3,6000,10,"hte","3",2,1,"multi_arm_causal_forest",0.193629108951427,0.0509131990838796,3.80312202799166
8,3,6000,10,"hte","3",2,1,"multi_arm_causal_forest",0.0630216220160946,0.0552053200080991,1.14158602842713
6,3,6000,10,"hte","3",2,1,"multi_arm_causal_forest",0.0513487501302734,0.0510496830102056,1.0058583541059
4,3,6000,10,"hte","3",2,1,"multi_arm_causal_forest",0.047839289996773,0.0448201060062274,1.06736226795461
