"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",0.0178906695012925
"FPT",4,5,20000,100,1,"hte","5",4,3,"multi_arm_causal_forest",0.0171959544008384
"grad",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest",0.0496887820633815
"FPT",4,5,20000,100,2,"hte","5",4,3,"multi_arm_causal_forest",0.0425762297477076
"grad",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest",0.0280668220908534
"FPT",4,5,20000,100,3,"hte","5",4,3,"multi_arm_causal_forest",0.0287217871894025
"grad",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest",0.0322336078600837
"FPT",4,5,20000,100,4,"hte","5",4,3,"multi_arm_causal_forest",0.0319549319301745
"grad",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest",0.0277102300527781
"FPT",4,5,20000,100,5,"hte","5",4,3,"multi_arm_causal_forest",0.0272897042593923
"grad",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest",0.0358132920958523
"FPT",4,5,20000,100,6,"hte","5",4,3,"multi_arm_causal_forest",0.0322872854178549
"grad",4,5,20000,100,7,"hte","5",4,3,"multi_arm_causal_forest",0.0258128342936819
"FPT",4,5,20000,100,7,"hte","5",4,3,"multi_arm_causal_forest",0.0247786536299555
"grad",4,5,20000,100,8,"hte","5",4,3,"multi_arm_causal_forest",0.0202445007987596
"FPT",4,5,20000,100,8,"hte","5",4,3,"multi_arm_causal_forest",0.0196302756975126
"grad",4,5,20000,100,9,"hte","5",4,3,"multi_arm_causal_forest",0.0386612854964479
"FPT",4,5,20000,100,9,"hte","5",4,3,"multi_arm_causal_forest",0.0515430428431001
"grad",4,5,20000,100,10,"hte","5",4,3,"multi_arm_causal_forest",0.0303357560725812
"FPT",4,5,20000,100,10,"hte","5",4,3,"multi_arm_causal_forest",0.030538650208806
"grad",4,5,20000,100,11,"hte","5",4,3,"multi_arm_causal_forest",0.0389634967536183
"FPT",4,5,20000,100,11,"hte","5",4,3,"multi_arm_causal_forest",0.035244794875124
"grad",4,5,20000,100,12,"hte","5",4,3,"multi_arm_causal_forest",0.0150889869478873
"FPT",4,5,20000,100,12,"hte","5",4,3,"multi_arm_causal_forest",0.0147047348498475
"grad",4,5,20000,100,13,"hte","5",4,3,"multi_arm_causal_forest",0.023438997094488
"FPT",4,5,20000,100,13,"hte","5",4,3,"multi_arm_causal_forest",0.0231451891170746
"grad",4,5,20000,100,14,"hte","5",4,3,"multi_arm_causal_forest",0.0433719259869117
"FPT",4,5,20000,100,14,"hte","5",4,3,"multi_arm_causal_forest",0.0491884973403953
"grad",4,5,20000,100,15,"hte","5",4,3,"multi_arm_causal_forest",0.0294946543879107
"FPT",4,5,20000,100,15,"hte","5",4,3,"multi_arm_causal_forest",0.0303688987180783
