"method","median","K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN"
"grad",0.0346129719400778,10,3,5000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0264401079621166,10,3,5000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0304150790907443,8,3,5000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0237608620664105,8,3,5000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0308770360425115,6,3,5000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0262877960922197,6,3,5000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0276048619998619,4,3,5000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0236098660388961,4,3,5000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0413668320979923,10,3,6000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0344511830480769,10,3,6000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0418677609413862,8,3,6000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0290971040958539,8,3,6000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0403850720031187,6,3,6000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.02718267403543,6,3,6000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.0358200400369242,4,3,6000,1,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0260590510442853,4,3,6000,1,"vcm","2",2,NA,"lm_forest"
"grad",0.047418597037904,10,3,5000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0253800940699875,10,3,5000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0525423331419006,8,3,5000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0301913119619712,8,3,5000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0364725840045139,6,3,5000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0339799370849505,6,3,5000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0333536269608885,4,3,5000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0234305079793558,4,3,5000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0498607160989195,10,3,6000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0405277031240985,10,3,6000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.042823547963053,8,3,6000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0320516900392249,8,3,6000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0470187470782548,6,3,6000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0332093989709392,6,3,6000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0482575879432261,4,3,6000,5,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0284980599535629,4,3,6000,5,"vcm","2",2,NA,"lm_forest"
"grad",0.0910145780071616,10,3,5000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0561565819662064,10,3,5000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.0773773600813001,8,3,5000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0563945149770007,8,3,5000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.0686149200191721,6,3,5000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0573081790935248,6,3,5000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.0571550989989191,4,3,5000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0591680239886045,4,3,5000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.101026928052306,10,3,6000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0718528400175273,10,3,6000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.0999154170276597,8,3,6000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.065434301039204,8,3,6000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.0877517149783671,6,3,6000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0660767609952018,6,3,6000,10,"vcm","2",2,NA,"lm_forest"
"grad",0.0738112189574167,4,3,6000,10,"vcm","2",2,NA,"lm_forest"
"fpt2",0.0732771930051968,4,3,6000,10,"vcm","2",2,NA,"lm_forest"
