"method","median","K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN"
"grad",0.0167401970829815,10,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0138970171101391,10,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0224314781371504,8,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0210993849905208,8,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0160466210218146,6,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0182338479207829,6,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0126042370684445,4,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0183326549595222,4,3,5000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.041183311957866,10,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.17928831896279,10,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0249812221154571,8,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0191401080228388,8,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0231325639178976,6,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0170830871211365,6,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0232201470062137,4,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0159398609539494,4,3,6000,1,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0184702570550144,10,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0156369970645756,10,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.020095227053389,8,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0146297850878909,8,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0231028780108318,6,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0202395080123097,6,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0187542299972847,4,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.014572434942238,4,3,5000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0279473101254553,10,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0221293619833887,10,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0224895430728793,8,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0171241430798545,8,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0207055481150746,6,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0188661731081083,6,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0301623679697514,4,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0247739829355851,4,3,6000,5,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0597533140098676,10,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0304701860295609,10,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.043082827120088,8,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0330682940548286,8,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0368659500963986,6,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0293302030768245,6,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0298816139111295,4,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0269161219475791,4,3,5000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0404829239705577,10,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0346225089160725,10,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0409993400098756,8,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.026142041082494,8,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0431718219770119,6,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.0344139690278098,6,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"grad",0.0368512999266386,4,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
"fpt2",0.041806951048784,4,3,6000,10,"hte","5",4,3,"multi_arm_causal_forest"
