"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
10,3,5000,1,"vcm","1",1,NA,"lm_forest",0.038874056073837,0.0241232980042696,1.61147352517706
8,3,5000,1,"vcm","1",1,NA,"lm_forest",0.0360290450043976,0.0231172050116584,1.55853810987218
6,3,5000,1,"vcm","1",1,NA,"lm_forest",0.0283019469352439,0.0218404670013115,1.29584898223762
4,3,5000,1,"vcm","1",1,NA,"lm_forest",0.0272425441071391,0.0272320579970255,1.00038506491558
10,3,6000,1,"vcm","1",1,NA,"lm_forest",0.0410903230076656,0.0308689170051366,1.33112292215591
8,3,6000,1,"vcm","1",1,NA,"lm_forest",0.047745143994689,0.0331188780255616,1.44162927131283
6,3,6000,1,"vcm","1",1,NA,"lm_forest",0.0377457370050251,0.0304361860034987,1.24015988733563
4,3,6000,1,"vcm","1",1,NA,"lm_forest",0.0300483480095863,0.0289524380350485,1.03785207909645
10,3,5000,5,"vcm","1",1,NA,"lm_forest",0.0441334900679067,0.026557928067632,1.66178212229196
8,3,5000,5,"vcm","1",1,NA,"lm_forest",0.0371788010234013,0.0283524619881064,1.31130767546739
6,3,5000,5,"vcm","1",1,NA,"lm_forest",0.0385378979844972,0.0247769069392234,1.55539584012762
4,3,5000,5,"vcm","1",1,NA,"lm_forest",0.0287294980371371,0.0234276480041444,1.2263073968012
10,3,6000,5,"vcm","1",1,NA,"lm_forest",0.0550965770380571,0.0322780631249771,1.70693566168234
8,3,6000,5,"vcm","1",1,NA,"lm_forest",0.0409986189333722,0.0317204890307039,1.29249643325762
6,3,6000,5,"vcm","1",1,NA,"lm_forest",0.0391135670943186,0.0307609360897914,1.27153370691145
4,3,6000,5,"vcm","1",1,NA,"lm_forest",0.0395712000317872,0.0378003349760547,1.04684786674124
10,3,5000,10,"vcm","1",1,NA,"lm_forest",0.0810469249263406,0.0516811269335449,1.56821125496269
8,3,5000,10,"vcm","1",1,NA,"lm_forest",0.0744261330692098,0.052557772025466,1.41608234521714
6,3,5000,10,"vcm","1",1,NA,"lm_forest",0.0814377709757537,0.0495718560414389,1.64282271189679
4,3,5000,10,"vcm","1",1,NA,"lm_forest",0.064307841937989,0.0496900989674032,1.29417818185822
10,3,6000,10,"vcm","1",1,NA,"lm_forest",0.097619473002851,0.0709335650317371,1.37620987975402
8,3,6000,10,"vcm","1",1,NA,"lm_forest",0.0826176579575986,0.0813031600555405,1.01616785745056
6,3,6000,10,"vcm","1",1,NA,"lm_forest",0.0822521570371464,0.060185861075297,1.36663587705828
4,3,6000,10,"vcm","1",1,NA,"lm_forest",0.0726311140460894,0.0595472981221974,1.21972140359824
