"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta1",0.00889902309004561
"grad",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta2",0.00840935498446145
"grad",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta3",0.00777378904828624
"grad",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta4",0.00924233251257048
"FPT",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta1",0.00895487020005763
"FPT",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta2",0.00832250098782866
"FPT",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta3",0.00815704100789075
"FPT",4,5,20000,100,1,"vcm","2",2,NA,"lm_forest","theta4",0.00936473241298044
"grad",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta1",0.0121248351183152
"grad",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta2",0.0121338054258477
"grad",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta3",0.0188569632909942
"grad",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta4",0.0120268056642096
"FPT",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta1",0.0121414812225037
"FPT",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta2",0.0118794493331867
"FPT",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta3",0.0186337552050081
"FPT",4,5,20000,100,2,"vcm","2",2,NA,"lm_forest","theta4",0.0116755323035108
"grad",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta1",0.01144819398216
"grad",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta2",0.0140259310599134
"grad",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta3",0.011698584444401
"grad",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta4",0.011656677584025
"FPT",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta1",0.0111774860371662
"FPT",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta2",0.0138810828453425
"FPT",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta3",0.0114220443716767
"FPT",4,5,20000,100,3,"vcm","2",2,NA,"lm_forest","theta4",0.0119334819153501
"grad",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta1",0.0109071041166822
"grad",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta2",0.00972732310383527
"grad",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta3",0.00987094608680994
"grad",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta4",0.0106419133878827
"FPT",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta1",0.0112315608424208
"FPT",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta2",0.00958373787033732
"FPT",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta3",0.00957353998571218
"FPT",4,5,20000,100,4,"vcm","2",2,NA,"lm_forest","theta4",0.0105796954132058
"grad",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta1",0.00797690883583977
"grad",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta2",0.00891821729336459
"grad",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta3",0.00913246521216507
"grad",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta4",0.00823235331114965
"FPT",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta1",0.00814684268814139
"FPT",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta2",0.00855112226670727
"FPT",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta3",0.00855315558783968
"FPT",4,5,20000,100,5,"vcm","2",2,NA,"lm_forest","theta4",0.0078787058030685
"grad",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta1",0.0108555798387711
"grad",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta2",0.0101486874321871
"grad",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta3",0.0113803120795092
"grad",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta4",0.00986736359664857
"FPT",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta1",0.0105029041125258
"FPT",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta2",0.0104560212594197
"FPT",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta3",0.0113114205116555
"FPT",4,5,20000,100,6,"vcm","2",2,NA,"lm_forest","theta4",0.00963870652689243
"grad",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta1",0.0099401878357822
"grad",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta2",0.0105656849358903
"grad",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta3",0.0091858368656166
"grad",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta4",0.00918965297528147
"FPT",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta1",0.00988151601563757
"FPT",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta2",0.0102483924399216
"FPT",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta3",0.00924736039439356
"FPT",4,5,20000,100,7,"vcm","2",2,NA,"lm_forest","theta4",0.00912164958541982
"grad",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta1",0.00922209008432859
"grad",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta2",0.0091244020530075
"grad",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta3",0.0102879071977402
"grad",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta4",0.0104274835336921
"FPT",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta1",0.00870435188050848
"FPT",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta2",0.00893562085453029
"FPT",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta3",0.0108383690920867
"FPT",4,5,20000,100,8,"vcm","2",2,NA,"lm_forest","theta4",0.0107270523717103
"grad",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta1",0.0143073456976095
"grad",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta2",0.0142558158693081
"grad",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta3",0.0126928074331403
"grad",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta4",0.0175626329627316
"FPT",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta1",0.0141810767595244
"FPT",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta2",0.0140064311216081
"FPT",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta3",0.0126416130030494
"FPT",4,5,20000,100,9,"vcm","2",2,NA,"lm_forest","theta4",0.0171195827708824
"grad",4,5,20000,100,10,"vcm","2",2,NA,"lm_forest","theta1",0.0106890060873206
"grad",4,5,20000,100,10,"vcm","2",2,NA,"lm_forest","theta2",0.00854118150756753
