"K","p","n","nt","model_type","setting_id","effect_type","prob_type","FUN","grad","fpt2","fpt2_FACTOR"
10,3,5000,1,"vcm","3",3,NA,"lm_forest",0.0460541259963065,0.0292367710499093,1.57521245823244
8,3,5000,1,"vcm","3",3,NA,"lm_forest",0.0386203629896045,0.0271122140111402,1.424463637449
6,3,5000,1,"vcm","3",3,NA,"lm_forest",0.0370233000721782,0.025502888020128,1.4517297038264
4,3,5000,1,"vcm","3",3,NA,"lm_forest",0.0272696811007336,0.0233087000669912,1.16993573311074
10,3,6000,1,"vcm","3",3,NA,"lm_forest",0.0452968230238184,0.0351289251120761,1.28944517599962
8,3,6000,1,"vcm","3",3,NA,"lm_forest",0.0439842478372157,0.0347853359999135,1.26444797995699
6,3,6000,1,"vcm","3",3,NA,"lm_forest",0.0381770940730348,0.0343087910441682,1.1127496163851
4,3,6000,1,"vcm","3",3,NA,"lm_forest",0.0348733310820535,0.0289698371198028,1.20378070949578
10,3,5000,5,"vcm","3",3,NA,"lm_forest",0.052267984021455,0.0316256410442293,1.65270907705418
8,3,5000,5,"vcm","3",3,NA,"lm_forest",0.0404525849735364,0.0256779820192605,1.57538022042362
6,3,5000,5,"vcm","3",3,NA,"lm_forest",0.0339022910920903,0.0284547260962427,1.1914467557137
4,3,5000,5,"vcm","3",3,NA,"lm_forest",0.0407529020449147,0.0260184020735323,1.56631071845766
10,3,6000,5,"vcm","3",3,NA,"lm_forest",0.0646964570041746,0.0368073970312253,1.7577025875883
8,3,6000,5,"vcm","3",3,NA,"lm_forest",0.051398501964286,0.0343891910742968,1.49461212545654
6,3,6000,5,"vcm","3",3,NA,"lm_forest",0.0442291999934241,0.0379780100192875,1.16460025080203
4,3,6000,5,"vcm","3",3,NA,"lm_forest",0.0342964839655906,0.0290720560587943,1.17970617201035
10,3,5000,10,"vcm","3",3,NA,"lm_forest",0.0813853540457785,0.0587164749158546,1.38607357070414
8,3,5000,10,"vcm","3",3,NA,"lm_forest",0.0902400839840993,0.0588717000791803,1.5328261942959
6,3,5000,10,"vcm","3",3,NA,"lm_forest",0.0844332239357755,0.0524917439324781,1.6085048354344
4,3,5000,10,"vcm","3",3,NA,"lm_forest",0.06409814406652,0.0494808789808303,1.29541239741017
10,3,6000,10,"vcm","3",3,NA,"lm_forest",0.0985204698517919,0.09544037503656,1.03227245087891
8,3,6000,10,"vcm","3",3,NA,"lm_forest",0.0854067429900169,0.0637876240070909,1.33892340903813
6,3,6000,10,"vcm","3",3,NA,"lm_forest",0.0793127299984917,0.0676938850665465,1.17163802787391
4,3,6000,10,"vcm","3",3,NA,"lm_forest",0.0700164519948885,0.0584995719837025,1.1968711841925
