"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,20000,100,1,"hte","3",2,1,"multi_arm_causal_forest",0.0114171383265974
"FPT",4,5,20000,100,1,"hte","3",2,1,"multi_arm_causal_forest",0.0109812436088966
"grad",4,5,20000,100,2,"hte","3",2,1,"multi_arm_causal_forest",0.00846901419557773
"FPT",4,5,20000,100,2,"hte","3",2,1,"multi_arm_causal_forest",0.00811005988836082
"grad",4,5,20000,100,3,"hte","3",2,1,"multi_arm_causal_forest",0.00983300319433187
"FPT",4,5,20000,100,3,"hte","3",2,1,"multi_arm_causal_forest",0.00951384994211946
"grad",4,5,20000,100,4,"hte","3",2,1,"multi_arm_causal_forest",0.0096591529800872
"FPT",4,5,20000,100,4,"hte","3",2,1,"multi_arm_causal_forest",0.00929067025148864
"grad",4,5,20000,100,5,"hte","3",2,1,"multi_arm_causal_forest",0.010203448174971
"FPT",4,5,20000,100,5,"hte","3",2,1,"multi_arm_causal_forest",0.00913351410710026
"grad",4,5,20000,100,6,"hte","3",2,1,"multi_arm_causal_forest",0.0137366955358466
"FPT",4,5,20000,100,6,"hte","3",2,1,"multi_arm_causal_forest",0.0125033636340353
"grad",4,5,20000,100,7,"hte","3",2,1,"multi_arm_causal_forest",0.01485313143905
"FPT",4,5,20000,100,7,"hte","3",2,1,"multi_arm_causal_forest",0.0139986736344342
"grad",4,5,20000,100,8,"hte","3",2,1,"multi_arm_causal_forest",0.0117790794628478
"FPT",4,5,20000,100,8,"hte","3",2,1,"multi_arm_causal_forest",0.0122121279821237
"grad",4,5,20000,100,9,"hte","3",2,1,"multi_arm_causal_forest",0.0120544371440121
"FPT",4,5,20000,100,9,"hte","3",2,1,"multi_arm_causal_forest",0.0125321507990221
"grad",4,5,20000,100,10,"hte","3",2,1,"multi_arm_causal_forest",0.010548748409125
"FPT",4,5,20000,100,10,"hte","3",2,1,"multi_arm_causal_forest",0.0101889429881707
"grad",4,5,20000,100,11,"hte","3",2,1,"multi_arm_causal_forest",0.0150692415260484
"FPT",4,5,20000,100,11,"hte","3",2,1,"multi_arm_causal_forest",0.0144591673966616
"grad",4,5,20000,100,12,"hte","3",2,1,"multi_arm_causal_forest",0.00825997994581333
"FPT",4,5,20000,100,12,"hte","3",2,1,"multi_arm_causal_forest",0.00886178424907142
"grad",4,5,20000,100,13,"hte","3",2,1,"multi_arm_causal_forest",0.00896992562837636
"FPT",4,5,20000,100,13,"hte","3",2,1,"multi_arm_causal_forest",0.00892109148179922
"grad",4,5,20000,100,14,"hte","3",2,1,"multi_arm_causal_forest",0.0105855497887468
"FPT",4,5,20000,100,14,"hte","3",2,1,"multi_arm_causal_forest",0.0103230083470432
"grad",4,5,20000,100,15,"hte","3",2,1,"multi_arm_causal_forest",0.0105539099469928
"FPT",4,5,20000,100,15,"hte","3",2,1,"multi_arm_causal_forest",0.00989463481635285
"grad",4,5,20000,100,16,"hte","3",2,1,"multi_arm_causal_forest",0.0135796277432529
"FPT",4,5,20000,100,16,"hte","3",2,1,"multi_arm_causal_forest",0.0133197377201657
"grad",4,5,20000,100,17,"hte","3",2,1,"multi_arm_causal_forest",0.00969324185364845
"FPT",4,5,20000,100,17,"hte","3",2,1,"multi_arm_causal_forest",0.00995360243461157
"grad",4,5,20000,100,18,"hte","3",2,1,"multi_arm_causal_forest",0.0112736709238046
"FPT",4,5,20000,100,18,"hte","3",2,1,"multi_arm_causal_forest",0.0108174910700105
"grad",4,5,20000,100,19,"hte","3",2,1,"multi_arm_causal_forest",0.00893017368719712
"FPT",4,5,20000,100,19,"hte","3",2,1,"multi_arm_causal_forest",0.00879464843547595
"grad",4,5,20000,100,20,"hte","3",2,1,"multi_arm_causal_forest",0.0111018196945859
"FPT",4,5,20000,100,20,"hte","3",2,1,"multi_arm_causal_forest",0.0106163068174592
"grad",4,5,20000,100,21,"hte","3",2,1,"multi_arm_causal_forest",0.0147156485716615
"FPT",4,5,20000,100,21,"hte","3",2,1,"multi_arm_causal_forest",0.0141150173187632
"grad",4,5,20000,100,22,"hte","3",2,1,"multi_arm_causal_forest",0.0161016717141218
"FPT",4,5,20000,100,22,"hte","3",2,1,"multi_arm_causal_forest",0.0131176460846334
"grad",4,5,20000,100,23,"hte","3",2,1,"multi_arm_causal_forest",0.0161534656420318
"FPT",4,5,20000,100,23,"hte","3",2,1,"multi_arm_causal_forest",0.0155608724960017
"grad",4,5,20000,100,24,"hte","3",2,1,"multi_arm_causal_forest",0.00882523951643573
"FPT",4,5,20000,100,24,"hte","3",2,1,"multi_arm_causal_forest",0.00796590007141308
"grad",4,5,20000,100,25,"hte","3",2,1,"multi_arm_causal_forest",0.012784943668004
"FPT",4,5,20000,100,25,"hte","3",2,1,"multi_arm_causal_forest",0.0133152855466278
"grad",4,5,20000,100,26,"hte","3",2,1,"multi_arm_causal_forest",0.0177619922074569
"FPT",4,5,20000,100,26,"hte","3",2,1,"multi_arm_causal_forest",0.0157209318942069
"grad",4,5,20000,100,27,"hte","3",2,1,"multi_arm_causal_forest",0.013304252600259
"FPT",4,5,20000,100,27,"hte","3",2,1,"multi_arm_causal_forest",0.0105494252774549
"grad",4,5,20000,100,28,"hte","3",2,1,"multi_arm_causal_forest",0.0150577842733667
"FPT",4,5,20000,100,28,"hte","3",2,1,"multi_arm_causal_forest",0.0142284036718472
"grad",4,5,20000,100,29,"hte","3",2,1,"multi_arm_causal_forest",0.0111657754843548
"FPT",4,5,20000,100,29,"hte","3",2,1,"multi_arm_causal_forest",0.0109924871242557
"grad",4,5,20000,100,30,"hte","3",2,1,"multi_arm_causal_forest",0.0130510174184609
"FPT",4,5,20000,100,30,"hte","3",2,1,"multi_arm_causal_forest",0.0120590399614406
"grad",4,5,20000,100,31,"hte","3",2,1,"multi_arm_causal_forest",0.0184162800299707
"FPT",4,5,20000,100,31,"hte","3",2,1,"multi_arm_causal_forest",0.0177169577899705
"grad",4,5,20000,100,32,"hte","3",2,1,"multi_arm_causal_forest",0.00816856858131603
"FPT",4,5,20000,100,32,"hte","3",2,1,"multi_arm_causal_forest",0.00779740044535484
"grad",4,5,20000,100,33,"hte","3",2,1,"multi_arm_causal_forest",0.011937101187073
"FPT",4,5,20000,100,33,"hte","3",2,1,"multi_arm_causal_forest",0.0112444677213933
"grad",4,5,20000,100,34,"hte","3",2,1,"multi_arm_causal_forest",0.00939986247679578
"FPT",4,5,20000,100,34,"hte","3",2,1,"multi_arm_causal_forest",0.00892991905190577
"grad",4,5,20000,100,35,"hte","3",2,1,"multi_arm_causal_forest",0.0113008086674209
"FPT",4,5,20000,100,35,"hte","3",2,1,"multi_arm_causal_forest",0.0125581713181831
"grad",4,5,20000,100,36,"hte","3",2,1,"multi_arm_causal_forest",0.0108608958092527
"FPT",4,5,20000,100,36,"hte","3",2,1,"multi_arm_causal_forest",0.0110645418352099
"grad",4,5,20000,100,37,"hte","3",2,1,"multi_arm_causal_forest",0.011526661865543
"FPT",4,5,20000,100,37,"hte","3",2,1,"multi_arm_causal_forest",0.0120904821346582
"grad",4,5,20000,100,38,"hte","3",2,1,"multi_arm_causal_forest",0.0131509174329348
"FPT",4,5,20000,100,38,"hte","3",2,1,"multi_arm_causal_forest",0.0132985416608805
"grad",4,5,20000,100,39,"hte","3",2,1,"multi_arm_causal_forest",0.0154205257286912
"FPT",4,5,20000,100,39,"hte","3",2,1,"multi_arm_causal_forest",0.0142223456755453
"grad",4,5,20000,100,40,"hte","3",2,1,"multi_arm_causal_forest",0.0168932875424286
"FPT",4,5,20000,100,40,"hte","3",2,1,"multi_arm_causal_forest",0.0153930628333915
"grad",4,5,20000,100,41,"hte","3",2,1,"multi_arm_causal_forest",0.00940218342230864
"FPT",4,5,20000,100,41,"hte","3",2,1,"multi_arm_causal_forest",0.00969478239146684
"grad",4,5,20000,100,42,"hte","3",2,1,"multi_arm_causal_forest",0.0162050419755591
"FPT",4,5,20000,100,42,"hte","3",2,1,"multi_arm_causal_forest",0.0152933446150083
"grad",4,5,20000,100,43,"hte","3",2,1,"multi_arm_causal_forest",0.0135842461560897
"FPT",4,5,20000,100,43,"hte","3",2,1,"multi_arm_causal_forest",0.0123978015695961
"grad",4,5,20000,100,44,"hte","3",2,1,"multi_arm_causal_forest",0.00987145158046559
"FPT",4,5,20000,100,44,"hte","3",2,1,"multi_arm_causal_forest",0.00982203499590981
"grad",4,5,20000,100,45,"hte","3",2,1,"multi_arm_causal_forest",0.0125611646253607
"FPT",4,5,20000,100,45,"hte","3",2,1,"multi_arm_causal_forest",0.011329997905402
"grad",4,5,20000,100,46,"hte","3",2,1,"multi_arm_causal_forest",0.00851264313660988
"FPT",4,5,20000,100,46,"hte","3",2,1,"multi_arm_causal_forest",0.00749663045628863
"grad",4,5,20000,100,47,"hte","3",2,1,"multi_arm_causal_forest",0.0139459550976296
"FPT",4,5,20000,100,47,"hte","3",2,1,"multi_arm_causal_forest",0.0136033760528702
"grad",4,5,20000,100,48,"hte","3",2,1,"multi_arm_causal_forest",0.0238632777135852
"FPT",4,5,20000,100,48,"hte","3",2,1,"multi_arm_causal_forest",0.0217297786326223
"grad",4,5,20000,100,49,"hte","3",2,1,"multi_arm_causal_forest",0.00922469250003171
"FPT",4,5,20000,100,49,"hte","3",2,1,"multi_arm_causal_forest",0.00926073964941826
"grad",4,5,20000,100,50,"hte","3",2,1,"multi_arm_causal_forest",0.0183211733523755
"FPT",4,5,20000,100,50,"hte","3",2,1,"multi_arm_causal_forest",0.0177053654628378
