"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0420092512385213
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0136785576198577
"grad",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0555558028101251
"FPT",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0468084472533932
"FPT",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0120755305403147
"FPT",4,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.061134024510005
"grad",4,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0182876029154546
"grad",4,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0416081519488894
"grad",4,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0116926716624239
"FPT",4,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0172353033128541
"FPT",4,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0524064062527131
"FPT",4,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0152370443772527
"grad",4,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00909558280632149
"grad",4,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0511170867799934
"grad",4,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0626002752902808
"FPT",4,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00981072571714846
"FPT",4,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0469195730929768
"FPT",4,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0603465135466608
"grad",4,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0554610634246204
"grad",4,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0668531567835322
"grad",4,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0194182152595194
"FPT",4,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0490280393688962
"FPT",4,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0634689804658359
"FPT",4,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0176401545589231
"grad",4,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0329630742574001
"grad",4,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0551951087020411
"grad",4,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.042844287586299
"FPT",4,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0458098757304616
"FPT",4,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0552513419850451
"FPT",4,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0424016342941787
"grad",4,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0210688615836243
"grad",4,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.00890757866854106
"grad",4,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0203171668905999
"FPT",4,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0240804340379161
"FPT",4,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.012061032921062
"FPT",4,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0219726116333652
"grad",4,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00809655503201944
"grad",4,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.00911245705925927
"grad",4,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0224449069160058
"FPT",4,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00895968800533249
"FPT",4,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.00768476862033225
"FPT",4,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0239972977590018
"grad",4,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0411144595748226
"grad",4,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.032695991882789
"grad",4,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0123814366405203
"FPT",4,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0376081026200419
"FPT",4,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0310349977098649
"FPT",4,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0113215426233111
"grad",4,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0101769383093078
"grad",4,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0467803467458436
"grad",4,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.044487427664222
"FPT",4,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0113053880945332
"FPT",4,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0397526615101088
"FPT",4,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0414859430861999
"grad",4,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00937345097926496
"grad",4,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.038530996564945
"grad",4,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0105658056254488
"FPT",4,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00938083803020872
"FPT",4,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0453576761352243
"FPT",4,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0124603822732418
"grad",4,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0223856758315874
"grad",4,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0112711936316021
"grad",4,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0286713774839477
"FPT",4,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0221595992477577
"FPT",4,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0119514959714381
"FPT",4,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0293395432729764
"grad",4,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0604765191335269
"grad",4,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0354114674879741
"grad",4,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.039038773369088
"FPT",4,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0672113317884047
"FPT",4,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.033351326634797
"FPT",4,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0332331191981809
"grad",4,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0557651793094834
"grad",4,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0129716490563748
"grad",4,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0793885816284422
"FPT",4,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0512461862142123
"FPT",4,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0111575118143427
"FPT",4,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0723981252951397
"grad",4,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0543582417914246
"grad",4,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0262790482056422
"grad",4,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0333228433623091
"FPT",4,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0478787283845254
"FPT",4,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0273207438557831
"FPT",4,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0356980945324507
"grad",4,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0127792540052427
"grad",4,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0883210208883414
"grad",4,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0184907360140902
"FPT",4,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0107334356830594
"FPT",4,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0648869545381322
"FPT",4,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0183637584911368
"grad",4,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0586161058614527
"grad",4,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0418513998839164
"grad",4,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0417054505370557
"FPT",4,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0643650724273697
"FPT",4,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0385351965984056
"FPT",4,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.040400666616414
"grad",4,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0331504133190357
"grad",4,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0122384946059044
"grad",4,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0590469990192002
"FPT",4,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0340495586445069
"FPT",4,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0122955621718647
"FPT",4,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0457799533137208
"grad",4,5,20000,100,18,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0192840246335089
"grad",4,5,20000,100,18,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0216273833227659
"grad",4,5,20000,100,18,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.040573891863542
"FPT",4,5,20000,100,18,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0189658895474779
"FPT",4,5,20000,100,18,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0221218133636939
"FPT",4,5,20000,100,18,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0396409958731469
"grad",4,5,20000,100,19,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0864146418019138
"grad",4,5,20000,100,19,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0323929524880619
"grad",4,5,20000,100,19,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0362766225660288
"FPT",4,5,20000,100,19,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0834047213247848
"FPT",4,5,20000,100,19,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.0267178033686633
"FPT",4,5,20000,100,19,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.0420288256938448
"grad",4,5,20000,100,20,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.0590667345114111
