"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta1",0.00854220930600892
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta2",0.00789780309531481
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta3",0.00753556541437207
"grad",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta4",0.00804704683095138
"FPT",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta1",0.00823973852765573
"FPT",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta2",0.00796885470623289
"FPT",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta3",0.00730351341401077
"FPT",4,5,20000,100,1,"vcm","1",1,NA,"lm_forest","theta4",0.00812457263885842
"grad",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta1",0.00819567582834745
"grad",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta2",0.00807927137574986
"grad",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta3",0.00785771965687901
"grad",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta4",0.00955304473906162
"FPT",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta1",0.00863491002824974
"FPT",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta2",0.0084078438280639
"FPT",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta3",0.00798517911610107
"FPT",4,5,20000,100,2,"vcm","1",1,NA,"lm_forest","theta4",0.00972313462416176
"grad",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta1",0.00868253189818556
"grad",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta2",0.00781300048185826
"grad",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta3",0.00849349332652064
"grad",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta4",0.0082918598876852
"FPT",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta1",0.00863171816855792
"FPT",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta2",0.0075836386566762
"FPT",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta3",0.00820874015189544
"FPT",4,5,20000,100,3,"vcm","1",1,NA,"lm_forest","theta4",0.00845824943514409
"grad",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta1",0.00805602187797437
"grad",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta2",0.00883811123245164
"grad",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta3",0.00905723971980968
"grad",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta4",0.00842729047462924
"FPT",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta1",0.00857606456080475
"FPT",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta2",0.00881977679423303
"FPT",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta3",0.00915693146539675
"FPT",4,5,20000,100,4,"vcm","1",1,NA,"lm_forest","theta4",0.00823904093282618
"grad",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta1",0.00857657540582241
"grad",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta2",0.00832200030909416
"grad",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta3",0.0093072475336682
"grad",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta4",0.00847335908128443
"FPT",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta1",0.00811148728412568
"FPT",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta2",0.00797505100373388
"FPT",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta3",0.00914012018869585
"FPT",4,5,20000,100,5,"vcm","1",1,NA,"lm_forest","theta4",0.0089623235771481
"grad",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta1",0.00819229505807116
"grad",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta2",0.00868533195860315
"grad",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta3",0.00806133657337984
"grad",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta4",0.00801749633259226
"FPT",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta1",0.007960055101796
"FPT",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta2",0.00841853784511336
"FPT",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta3",0.00802115155699593
"FPT",4,5,20000,100,6,"vcm","1",1,NA,"lm_forest","theta4",0.00797924754500254
"grad",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta1",0.00856544471573445
"grad",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta2",0.00766559647424486
"grad",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta3",0.00811986688051048
"grad",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta4",0.00813541690412725
"FPT",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta1",0.00900580203826935
"FPT",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta2",0.00773310944404282
"FPT",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta3",0.00819848090192617
"FPT",4,5,20000,100,7,"vcm","1",1,NA,"lm_forest","theta4",0.00827329721570111
"grad",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta1",0.00819009998846118
"grad",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta2",0.0073450080190936
"grad",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta3",0.00751822598304075
"grad",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta4",0.00739723229053113
"FPT",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta1",0.00827385220333295
"FPT",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta2",0.0072235758253524
"FPT",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta3",0.00754453601409376
"FPT",4,5,20000,100,8,"vcm","1",1,NA,"lm_forest","theta4",0.00723443593339643
"grad",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta1",0.0079620613085664
"grad",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta2",0.00703526669980462
"grad",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta3",0.00822063907761495
"grad",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta4",0.00710641525316397
"FPT",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta1",0.00803180706978789
"FPT",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta2",0.00707342698772559
"FPT",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta3",0.00783139639878594
"FPT",4,5,20000,100,9,"vcm","1",1,NA,"lm_forest","theta4",0.00707383613118021
"grad",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest","theta1",0.00794322442758362
"grad",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest","theta2",0.00740773302869219
"grad",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest","theta3",0.00730345058807237
"grad",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest","theta4",0.00778584057834683
"FPT",4,5,20000,100,10,"vcm","1",1,NA,"lm_forest","theta1",0.00777696928588739
