"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","tree","nsplits"
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",1,2028
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",2,1981
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",3,1965
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",4,2009
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",5,2048
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",6,2027
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",7,2015
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",8,1989
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",9,2006
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",10,2045
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",11,2014
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",12,2024
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",13,2045
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",14,2002
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",15,2026
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",16,1998
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",17,2005
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",18,2021
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",19,1998
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",20,1977
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",21,1994
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",22,1991
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",23,2022
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",24,2026
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",25,2008
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",26,2004
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",27,1996
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",28,2016
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",29,2000
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",30,1989
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",31,1988
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",32,1971
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",33,1998
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",34,2036
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",35,1971
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",36,1992
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",37,1978
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",38,2009
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",39,1972
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",40,1979
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",41,2000
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",42,1995
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",43,2001
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",44,2035
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",45,1992
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",46,2017
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",47,1985
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",48,1993
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",49,2016
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",50,1994
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",51,1996
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",52,2003
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",53,2004
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",54,2021
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",55,1993
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",56,2002
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",57,1994
"grad",4,5,20000,100,1,"vcm","3",3,NA,"lm_forest",58,1980
