"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","tree","nsplits"
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",1,2013
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",2,2041
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",3,2033
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",4,1979
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",5,1967
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",6,2004
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",7,1988
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",8,2019
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",9,2012
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",10,2003
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",11,2001
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",12,2040
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",13,2014
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",14,1989
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",15,1985
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",16,2013
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",17,1954
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",18,2045
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",19,2040
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",20,2024
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",21,1956
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",22,1993
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",23,1980
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",24,1983
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",25,1970
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",26,2034
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",27,1942
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",28,1986
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",29,2015
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",30,2010
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",31,1986
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",32,2050
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",33,1979
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",34,1990
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",35,1974
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",36,1958
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",37,2013
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",38,1937
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",39,2016
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",40,2014
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",41,1992
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",42,2017
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",43,1987
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",44,2038
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",45,1990
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",46,1985
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",47,1979
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",48,1992
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",49,1994
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",50,1965
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",51,2023
"grad",4,5,20000,100,1,"vcm","4",4,NA,"lm_forest",52,1986
