"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0107490620588243
"grad",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0274456049342257
"grad",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0093669760742516
"FPT",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0100853104780503
"FPT",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0246039926340916
"FPT",4,5,20000,100,1,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.00992977180650295
"grad",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0078381908708877
"grad",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.00963073788112555
"grad",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.010263968204086
"FPT",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00929861823058256
"FPT",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0104506081660479
"FPT",4,5,20000,100,2,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0104543228926891
"grad",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0122048758134455
"grad",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0196549652777198
"grad",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0423429754490381
"FPT",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0124012862834631
"FPT",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0182491276147974
"FPT",4,5,20000,100,3,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0343128035757896
"grad",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0127140283088804
"grad",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0142495502685638
"grad",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0171676571838234
"FPT",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0131996080886245
"FPT",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0156054266540939
"FPT",4,5,20000,100,4,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0177907949869727
"grad",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00929174511850349
"grad",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0122910851110414
"grad",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0379303278515999
"FPT",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0108839205499511
"FPT",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0128163865857725
"FPT",4,5,20000,100,5,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0394612519789686
"grad",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00996526504051117
"grad",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0095451128351973
"grad",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0339295148081543
"FPT",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00944438644270483
"FPT",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0099687813121674
"FPT",4,5,20000,100,6,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0328277114834008
"grad",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0134088255767516
"grad",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.00995885624327093
"grad",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.026925932842988
"FPT",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0146279191518817
"FPT",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0108566248000091
"FPT",4,5,20000,100,7,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0258556110984695
"grad",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0181819430319139
"grad",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0136814893922895
"grad",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0138434607702699
"FPT",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0176716656919921
"FPT",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0137437818757926
"FPT",4,5,20000,100,8,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0141925962423711
"grad",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00698757742072332
"grad",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0121161642667039
"grad",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.00869580419930399
"FPT",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.00833560190322861
"FPT",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0107122030671411
"FPT",4,5,20000,100,9,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.00810091203462877
"grad",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0182017926158793
"grad",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0212134939441921
"grad",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0309098266447468
"FPT",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.019009243787822
"FPT",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0214470960987793
"FPT",4,5,20000,100,10,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.029648825728234
"grad",4,5,20000,100,11,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.012338140618114
"grad",4,5,20000,100,11,"hte","2",1,2,"multi_arm_causal_forest","theta3",0.0166623242355578
"grad",4,5,20000,100,11,"hte","2",1,2,"multi_arm_causal_forest","theta4",0.0163836742479483
"FPT",4,5,20000,100,11,"hte","2",1,2,"multi_arm_causal_forest","theta2",0.0125930968077936
