"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1299,0.0680245781550184,FALSE,"hte",4,2,4000,"1"
"grad",1,2,FALSE,0,0,0,1299,0.0407347091240808,FALSE,"hte",4,2,4000,"1"
"grad",1,3,FALSE,0,0,0,1299,0.0414491100236773,FALSE,"hte",4,2,4000,"1"
"grad",1,4,FALSE,0,0,0,1299,0.0415512160398066,FALSE,"hte",4,2,4000,"1"
"grad",1,5,FALSE,0,0,0,1299,0.0414226460270584,FALSE,"hte",4,2,4000,"1"
"grad",1,6,FALSE,0,0,0,1299,0.0418972810730338,FALSE,"hte",4,2,4000,"1"
"grad",1,7,FALSE,0,0,0,1299,0.0787787250010297,FALSE,"hte",4,2,4000,"1"
"grad",1,8,FALSE,0,0,0,1299,0.068800381035544,FALSE,"hte",4,2,4000,"1"
"grad",1,9,FALSE,0,0,0,1299,0.0413233020808548,FALSE,"hte",4,2,4000,"1"
"grad",1,10,FALSE,0,0,0,1299,0.0418448600685224,FALSE,"hte",4,2,4000,"1"
"fpt1",1,1,FALSE,0,0,0,1288,0.0684907240793109,FALSE,"hte",4,2,4000,"1"
"fpt1",1,2,FALSE,0,0,0,1288,0.0326709630899131,FALSE,"hte",4,2,4000,"1"
"fpt1",1,3,FALSE,0,0,0,1288,0.0331872060196474,FALSE,"hte",4,2,4000,"1"
"fpt1",1,4,FALSE,0,0,0,1288,0.0336925451410934,FALSE,"hte",4,2,4000,"1"
"fpt1",1,5,FALSE,0,0,0,1288,0.0691899540834129,FALSE,"hte",4,2,4000,"1"
"fpt1",1,6,FALSE,0,0,0,1288,0.0600937340641394,FALSE,"hte",4,2,4000,"1"
"fpt1",1,7,FALSE,0,0,0,1288,0.0350894810399041,FALSE,"hte",4,2,4000,"1"
"fpt1",1,8,FALSE,0,0,0,1288,0.048552600084804,FALSE,"hte",4,2,4000,"1"
"fpt1",1,9,FALSE,0,0,0,1288,0.0339239921886474,FALSE,"hte",4,2,4000,"1"
"fpt1",1,10,FALSE,0,0,0,1288,0.0342599260620773,FALSE,"hte",4,2,4000,"1"
"fpt2",1,1,FALSE,0,0,0,1458,0.0577978481305763,FALSE,"hte",4,2,4000,"1"
"fpt2",1,2,FALSE,0,0,0,1458,0.0454040660988539,FALSE,"hte",4,2,4000,"1"
"fpt2",1,3,FALSE,0,0,0,1458,0.0456513161770999,FALSE,"hte",4,2,4000,"1"
"fpt2",1,4,FALSE,0,0,0,1458,0.0459260740317404,FALSE,"hte",4,2,4000,"1"
"fpt2",1,5,FALSE,0,0,0,1458,0.0460342400474474,FALSE,"hte",4,2,4000,"1"
"fpt2",1,6,FALSE,0,0,0,1458,0.046010053018108,FALSE,"hte",4,2,4000,"1"
"fpt2",1,7,FALSE,0,0,0,1458,0.046260440023616,FALSE,"hte",4,2,4000,"1"
"fpt2",1,8,FALSE,0,0,0,1458,0.0672308960929513,FALSE,"hte",4,2,4000,"1"
"fpt2",1,9,FALSE,0,0,0,1458,0.0584462221013382,FALSE,"hte",4,2,4000,"1"
"fpt2",1,10,FALSE,0,0,0,1458,0.0459514879621565,FALSE,"hte",4,2,4000,"1"
