"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1521,0.0735322119435295,FALSE,"vcm",4,2,4000,"2"
"grad",1,2,FALSE,0,0,0,1521,0.0372112429467961,FALSE,"vcm",4,2,4000,"2"
"grad",1,3,FALSE,0,0,0,1521,0.037817673990503,FALSE,"vcm",4,2,4000,"2"
"grad",1,4,FALSE,0,0,0,1521,0.0380926629295573,FALSE,"vcm",4,2,4000,"2"
"grad",1,5,FALSE,0,0,0,1521,0.0384492469020188,FALSE,"vcm",4,2,4000,"2"
"grad",1,6,FALSE,0,0,0,1521,0.0387387298978865,FALSE,"vcm",4,2,4000,"2"
"grad",1,7,FALSE,0,0,0,1521,0.0387927308911458,FALSE,"vcm",4,2,4000,"2"
"grad",1,8,FALSE,0,0,0,1521,0.0384697458939627,FALSE,"vcm",4,2,4000,"2"
"grad",1,9,FALSE,0,0,0,1521,0.0381509599974379,FALSE,"vcm",4,2,4000,"2"
"grad",1,10,FALSE,0,0,0,1521,0.0384709389181808,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,1,FALSE,0,0,0,1522,0.0708216290222481,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,2,FALSE,0,0,0,1522,0.0340665640542284,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,3,FALSE,0,0,0,1522,0.0346273500472307,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,4,FALSE,0,0,0,1522,0.0349894961109385,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,5,TRUE,1,0,0,1522,0.0459012760547921,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,6,FALSE,0,0,0,1522,0.0359072600258514,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,7,FALSE,0,0,0,1522,0.0354549179319292,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,8,FALSE,0,0,0,1522,0.0716679090401158,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,9,FALSE,0,0,0,1522,0.0616957199526951,FALSE,"vcm",4,2,4000,"2"
"fpt1",1,10,FALSE,0,0,0,1522,0.0493538319133222,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,1,FALSE,0,0,0,1527,0.0639562930446118,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,2,FALSE,0,0,0,1527,0.0420578990597278,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,3,FALSE,0,0,0,1527,0.0425583311589435,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,4,FALSE,0,0,0,1527,0.0431841410463676,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,5,FALSE,0,0,0,1527,0.042901867069304,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,6,FALSE,0,0,0,1527,0.0428048230241984,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,7,FALSE,0,0,0,1527,0.0429572070715949,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,8,FALSE,0,0,0,1527,0.0430795141728595,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,9,FALSE,0,0,0,1527,0.0430290070362389,FALSE,"vcm",4,2,4000,"2"
"fpt2",1,10,FALSE,0,0,0,1527,0.0429750330513343,FALSE,"vcm",4,2,4000,"2"
