"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00354126107413322,TRUE,"hte",16,2,1000,"4"
"grad",1,2,FALSE,0,0,0,1,0.00335173704661429,TRUE,"hte",16,2,1000,"4"
"grad",1,3,FALSE,0,0,0,1,0.00322118902113289,TRUE,"hte",16,2,1000,"4"
"grad",1,4,FALSE,0,0,0,1,0.00327911414206028,TRUE,"hte",16,2,1000,"4"
"grad",1,5,FALSE,0,0,0,1,0.00331166200339794,TRUE,"hte",16,2,1000,"4"
"grad",1,6,FALSE,0,0,0,1,0.00331182300578803,TRUE,"hte",16,2,1000,"4"
"grad",1,7,FALSE,0,0,0,1,0.00334187305998057,TRUE,"hte",16,2,1000,"4"
"grad",1,8,FALSE,0,0,0,1,0.00334988802205771,TRUE,"hte",16,2,1000,"4"
"grad",1,9,FALSE,0,0,0,1,0.00320778205059469,TRUE,"hte",16,2,1000,"4"
"grad",1,10,FALSE,0,0,0,1,0.0032861630897969,TRUE,"hte",16,2,1000,"4"
"fpt1",1,1,FALSE,0,0,0,1,0.00293880107346922,TRUE,"hte",16,2,1000,"4"
"fpt1",1,2,FALSE,0,0,0,1,0.00279971898999065,TRUE,"hte",16,2,1000,"4"
"fpt1",1,3,FALSE,0,0,0,1,0.00284253503195941,TRUE,"hte",16,2,1000,"4"
"fpt1",1,4,FALSE,0,0,0,1,0.00266409711912274,TRUE,"hte",16,2,1000,"4"
"fpt1",1,5,FALSE,0,0,0,1,0.0027526201447472,TRUE,"hte",16,2,1000,"4"
"fpt1",1,6,FALSE,0,0,0,1,0.00280579703394324,TRUE,"hte",16,2,1000,"4"
"fpt1",1,7,FALSE,0,0,0,1,0.0026866210391745,TRUE,"hte",16,2,1000,"4"
"fpt1",1,8,FALSE,0,0,0,1,0.0027468231273815,TRUE,"hte",16,2,1000,"4"
"fpt1",1,9,FALSE,0,0,0,1,0.00281254306901246,TRUE,"hte",16,2,1000,"4"
"fpt1",1,10,FALSE,0,0,0,1,0.00280727515928447,TRUE,"hte",16,2,1000,"4"
"fpt2",1,1,FALSE,0,0,0,1,0.00255716103129089,TRUE,"hte",16,2,1000,"4"
"fpt2",1,2,FALSE,0,0,0,1,0.00245079793967307,TRUE,"hte",16,2,1000,"4"
"fpt2",1,3,FALSE,0,0,0,1,0.00245560996700078,TRUE,"hte",16,2,1000,"4"
"fpt2",1,4,FALSE,0,0,0,1,0.00262592395301908,TRUE,"hte",16,2,1000,"4"
"fpt2",1,5,FALSE,0,0,0,1,0.00244479905813932,TRUE,"hte",16,2,1000,"4"
"fpt2",1,6,FALSE,0,0,0,1,0.00244573899544775,TRUE,"hte",16,2,1000,"4"
"fpt2",1,7,FALSE,0,0,0,1,0.00244995497632772,TRUE,"hte",16,2,1000,"4"
"fpt2",1,8,FALSE,0,0,0,1,0.00230055896099657,TRUE,"hte",16,2,1000,"4"
"fpt2",1,9,FALSE,0,0,0,1,0.00241024896968156,TRUE,"hte",16,2,1000,"4"
"fpt2",1,10,FALSE,0,0,0,1,0.00253123696893454,TRUE,"hte",16,2,1000,"4"
