"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1548,0.0721139970701188,FALSE,"vcm",4,2,4000,"3"
"grad",1,2,FALSE,0,0,0,1548,0.0387375931022689,FALSE,"vcm",4,2,4000,"3"
"grad",1,3,FALSE,0,0,0,1548,0.0389283450786024,FALSE,"vcm",4,2,4000,"3"
"grad",1,4,FALSE,0,0,0,1548,0.0395045761251822,FALSE,"vcm",4,2,4000,"3"
"grad",1,5,FALSE,0,0,0,1548,0.0396963640814647,FALSE,"vcm",4,2,4000,"3"
"grad",1,6,FALSE,0,0,0,1548,0.0398975340649486,FALSE,"vcm",4,2,4000,"3"
"grad",1,7,FALSE,0,0,0,1548,0.040094192023389,FALSE,"vcm",4,2,4000,"3"
"grad",1,8,FALSE,0,0,0,1548,0.0393449810799211,FALSE,"vcm",4,2,4000,"3"
"grad",1,9,FALSE,0,0,0,1548,0.039582958095707,FALSE,"vcm",4,2,4000,"3"
"grad",1,10,FALSE,0,0,0,1548,0.040211602114141,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,1,FALSE,0,0,0,1540,0.0622796620009467,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,2,FALSE,0,0,0,1540,0.0718284411123022,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,3,FALSE,0,0,0,1540,0.0352646030951291,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,4,FALSE,0,0,0,1540,0.0357103680726141,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,5,FALSE,0,0,0,1540,0.0358042541192845,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,6,FALSE,0,0,0,1540,0.0357287031365559,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,7,FALSE,0,0,0,1540,0.0358273580204695,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,8,FALSE,0,0,0,1540,0.0356885551009327,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,9,FALSE,0,0,0,1540,0.0360510960454121,FALSE,"vcm",4,2,4000,"3"
"fpt1",1,10,FALSE,0,0,0,1540,0.0361419981345534,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,1,FALSE,0,0,0,1535,0.0650647870497778,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,2,FALSE,0,0,0,1535,0.0437592371599749,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,3,FALSE,0,0,0,1535,0.0440078490646556,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,4,FALSE,0,0,0,1535,0.043917115079239,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,5,FALSE,0,0,0,1535,0.0438325550640002,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,6,FALSE,0,0,0,1535,0.043862569029443,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,7,FALSE,0,0,0,1535,0.0438352840719745,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,8,FALSE,0,0,0,1535,0.0439225820591673,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,9,FALSE,0,0,0,1535,0.0438789800973609,FALSE,"vcm",4,2,4000,"3"
"fpt2",1,10,FALSE,0,0,0,1535,0.0438124031061307,FALSE,"vcm",4,2,4000,"3"
