"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00171169510576874,TRUE,"hte",4,2,1000,"5"
"grad",1,2,FALSE,0,0,0,1,0.00163397705182433,TRUE,"hte",4,2,1000,"5"
"grad",1,3,FALSE,0,0,0,1,0.00152059609536082,TRUE,"hte",4,2,1000,"5"
"grad",1,4,FALSE,0,0,0,1,0.00156595802400261,TRUE,"hte",4,2,1000,"5"
"grad",1,5,FALSE,0,0,0,1,0.00157937209587544,TRUE,"hte",4,2,1000,"5"
"grad",1,6,FALSE,0,0,0,1,0.00156586000230163,TRUE,"hte",4,2,1000,"5"
"grad",1,7,FALSE,0,0,0,1,0.00159144715871662,TRUE,"hte",4,2,1000,"5"
"grad",1,8,FALSE,0,0,0,1,0.00146160507574677,TRUE,"hte",4,2,1000,"5"
"grad",1,9,FALSE,0,0,0,1,0.00156251608859748,TRUE,"hte",4,2,1000,"5"
"grad",1,10,FALSE,0,0,0,1,0.00158672605175525,TRUE,"hte",4,2,1000,"5"
"fpt1",1,1,FALSE,0,0,0,1,0.00163976196199656,TRUE,"hte",4,2,1000,"5"
"fpt1",1,2,FALSE,0,0,0,1,0.00153509702067822,TRUE,"hte",4,2,1000,"5"
"fpt1",1,3,FALSE,0,0,0,1,0.00156108499504626,TRUE,"hte",4,2,1000,"5"
"fpt1",1,4,FALSE,0,0,0,1,0.00155217794235796,TRUE,"hte",4,2,1000,"5"
"fpt1",1,5,FALSE,0,0,0,1,0.00144369807094336,TRUE,"hte",4,2,1000,"5"
"fpt1",1,6,FALSE,0,0,0,1,0.00151328498031944,TRUE,"hte",4,2,1000,"5"
"fpt1",1,7,FALSE,0,0,0,1,0.00152315595187247,TRUE,"hte",4,2,1000,"5"
"fpt1",1,8,FALSE,0,0,0,1,0.0015367140294984,TRUE,"hte",4,2,1000,"5"
"fpt1",1,9,FALSE,0,0,0,1,0.00150568701792508,TRUE,"hte",4,2,1000,"5"
"fpt1",1,10,FALSE,0,0,0,1,0.00155433802865446,TRUE,"hte",4,2,1000,"5"
"fpt2",1,1,FALSE,0,0,0,1,0.00154018099419773,TRUE,"hte",4,2,1000,"5"
"fpt2",1,2,FALSE,0,0,0,1,0.0014241801109165,TRUE,"hte",4,2,1000,"5"
"fpt2",1,3,FALSE,0,0,0,1,0.00148052105214447,TRUE,"hte",4,2,1000,"5"
"fpt2",1,4,FALSE,0,0,0,1,0.00144037499558181,TRUE,"hte",4,2,1000,"5"
"fpt2",1,5,FALSE,0,0,0,1,0.00145417207386345,TRUE,"hte",4,2,1000,"5"
"fpt2",1,6,FALSE,0,0,0,1,0.00142205599695444,TRUE,"hte",4,2,1000,"5"
"fpt2",1,7,FALSE,0,0,0,1,0.00144485011696815,TRUE,"hte",4,2,1000,"5"
"fpt2",1,8,FALSE,0,0,0,1,0.00134849909227341,TRUE,"hte",4,2,1000,"5"
"fpt2",1,9,FALSE,0,0,0,1,0.00143511709757149,TRUE,"hte",4,2,1000,"5"
"fpt2",1,10,FALSE,0,0,0,1,0.00143363606184721,TRUE,"hte",4,2,1000,"5"
