"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,606,0.108541151043028,FALSE,"vcm",16,2,4000,"3"
"grad",1,2,FALSE,0,0,0,606,0.101033037062734,FALSE,"vcm",16,2,4000,"3"
"grad",1,3,FALSE,0,0,0,606,0.101820368086919,FALSE,"vcm",16,2,4000,"3"
"grad",1,4,FALSE,0,0,0,606,0.102040002006106,FALSE,"vcm",16,2,4000,"3"
"grad",1,5,FALSE,0,0,0,606,0.0754621410742402,FALSE,"vcm",16,2,4000,"3"
"grad",1,6,FALSE,0,0,0,606,0.0758897609775886,FALSE,"vcm",16,2,4000,"3"
"grad",1,7,FALSE,0,0,0,606,0.0755275969859213,FALSE,"vcm",16,2,4000,"3"
"grad",1,8,FALSE,0,0,0,606,0.0753116870764643,FALSE,"vcm",16,2,4000,"3"
"grad",1,9,FALSE,0,0,0,606,0.07572876510676,FALSE,"vcm",16,2,4000,"3"
"grad",1,10,FALSE,0,0,0,606,0.0768682251218706,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,1,FALSE,0,0,0,696,0.0831349170766771,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,2,TRUE,1,0,0,696,0.0734810110880062,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,3,FALSE,0,0,0,696,0.101758410106413,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,4,FALSE,0,0,0,696,0.0904919729800895,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,5,FALSE,0,0,0,696,0.0902150470064953,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,6,FALSE,0,0,0,696,0.0650390050141141,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,7,FALSE,0,0,0,696,0.0651594290975481,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,8,FALSE,0,0,0,696,0.0640062630409375,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,9,FALSE,0,0,0,696,0.0640766890719533,FALSE,"vcm",16,2,4000,"3"
"fpt1",1,10,FALSE,0,0,0,696,0.0653060640906915,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,1,FALSE,0,0,0,680,0.0675315420376137,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,2,TRUE,1,0,0,680,0.0573286560829729,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,3,FALSE,0,0,0,680,0.0782538941130042,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,4,FALSE,0,0,0,680,0.0760810449719429,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,5,FALSE,0,0,0,680,0.0494353601243347,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,6,FALSE,0,0,0,680,0.0497492750873789,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,7,FALSE,0,0,0,680,0.0497608190635219,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,8,FALSE,0,0,0,680,0.0496292110765353,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,9,FALSE,0,0,0,680,0.0484717370709404,FALSE,"vcm",16,2,4000,"3"
"fpt2",1,10,FALSE,0,0,0,680,0.0491924210218713,FALSE,"vcm",16,2,4000,"3"
