"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,331,0.0183462799759582,FALSE,"hte",4,2,1000,"3"
"grad",1,2,FALSE,0,0,0,331,0.0178941339254379,FALSE,"hte",4,2,1000,"3"
"grad",1,3,FALSE,0,0,0,331,0.0178931549889967,FALSE,"hte",4,2,1000,"3"
"grad",1,4,FALSE,0,0,0,331,0.0179286999627948,FALSE,"hte",4,2,1000,"3"
"grad",1,5,FALSE,0,0,0,331,0.0182202709838748,FALSE,"hte",4,2,1000,"3"
"grad",1,6,FALSE,0,0,0,331,0.018146404880099,FALSE,"hte",4,2,1000,"3"
"grad",1,7,FALSE,0,0,0,331,0.0182938859798014,FALSE,"hte",4,2,1000,"3"
"grad",1,8,FALSE,0,0,0,331,0.0183247340610251,FALSE,"hte",4,2,1000,"3"
"grad",1,9,FALSE,0,0,0,331,0.0183213849086314,FALSE,"hte",4,2,1000,"3"
"grad",1,10,FALSE,0,0,0,331,0.0182217508554459,FALSE,"hte",4,2,1000,"3"
"fpt1",1,1,FALSE,0,0,0,320,0.014950526994653,FALSE,"hte",4,2,1000,"3"
"fpt1",1,2,FALSE,0,0,0,320,0.0147760971449316,FALSE,"hte",4,2,1000,"3"
"fpt1",1,3,FALSE,0,0,0,320,0.0146923081483692,FALSE,"hte",4,2,1000,"3"
"fpt1",1,4,FALSE,0,0,0,320,0.0146394510520622,FALSE,"hte",4,2,1000,"3"
"fpt1",1,5,FALSE,0,0,0,320,0.0148882520152256,FALSE,"hte",4,2,1000,"3"
"fpt1",1,6,FALSE,0,0,0,320,0.0149625000776723,FALSE,"hte",4,2,1000,"3"
"fpt1",1,7,FALSE,0,0,0,320,0.0148984941188246,FALSE,"hte",4,2,1000,"3"
"fpt1",1,8,FALSE,0,0,0,320,0.0148464910453185,FALSE,"hte",4,2,1000,"3"
"fpt1",1,9,FALSE,0,0,0,320,0.0149504240835086,FALSE,"hte",4,2,1000,"3"
"fpt1",1,10,FALSE,0,0,0,320,0.0149180541047826,FALSE,"hte",4,2,1000,"3"
"fpt2",1,1,FALSE,0,0,0,375,0.0130946530262008,FALSE,"hte",4,2,1000,"3"
"fpt2",1,2,FALSE,0,0,0,375,0.0128047710750252,FALSE,"hte",4,2,1000,"3"
"fpt2",1,3,FALSE,0,0,0,375,0.0129464181372896,FALSE,"hte",4,2,1000,"3"
"fpt2",1,4,FALSE,0,0,0,375,0.0127359410980716,FALSE,"hte",4,2,1000,"3"
"fpt2",1,5,FALSE,0,0,0,375,0.0127579600084573,FALSE,"hte",4,2,1000,"3"
"fpt2",1,6,FALSE,0,0,0,375,0.0130463060922921,FALSE,"hte",4,2,1000,"3"
"fpt2",1,7,FALSE,0,0,0,375,0.0131446070736274,FALSE,"hte",4,2,1000,"3"
"fpt2",1,8,FALSE,0,0,0,375,0.0132272690534592,FALSE,"hte",4,2,1000,"3"
"fpt2",1,9,FALSE,0,0,0,375,0.0131392910843715,FALSE,"hte",4,2,1000,"3"
"fpt2",1,10,FALSE,0,0,0,375,0.0130806110100821,FALSE,"hte",4,2,1000,"3"
