"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1519,0.0757126479875296,FALSE,"vcm",4,2,4000,"1"
"grad",1,2,FALSE,0,0,0,1519,0.0392883159220219,FALSE,"vcm",4,2,4000,"1"
"grad",1,3,FALSE,0,0,0,1519,0.039189659873955,FALSE,"vcm",4,2,4000,"1"
"grad",1,4,FALSE,0,0,0,1519,0.0397441639797762,FALSE,"vcm",4,2,4000,"1"
"grad",1,5,FALSE,0,0,0,1519,0.0396967099513859,FALSE,"vcm",4,2,4000,"1"
"grad",1,6,FALSE,0,0,0,1519,0.0395949239609763,FALSE,"vcm",4,2,4000,"1"
"grad",1,7,FALSE,0,0,0,1519,0.0764513029716909,FALSE,"vcm",4,2,4000,"1"
"grad",1,8,FALSE,0,0,0,1519,0.0396080979844555,FALSE,"vcm",4,2,4000,"1"
"grad",1,9,FALSE,0,0,0,1519,0.0764076509512961,FALSE,"vcm",4,2,4000,"1"
"grad",1,10,FALSE,0,0,0,1519,0.0396383629413322,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,1,FALSE,0,0,0,1553,0.0725185349583626,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,2,FALSE,0,0,0,1553,0.035975931910798,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,3,FALSE,0,0,0,1553,0.0362642910331488,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,4,FALSE,0,0,0,1553,0.03674690797925,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,5,FALSE,0,0,0,1553,0.0374548300169408,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,6,FALSE,0,0,0,1553,0.037272106972523,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,7,FALSE,0,0,0,1553,0.0728716319426894,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,8,FALSE,0,0,0,1553,0.0664550439687446,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,9,FALSE,0,0,0,1553,0.0370575719280168,FALSE,"vcm",4,2,4000,"1"
"fpt1",1,10,FALSE,0,0,0,1553,0.0374480999307707,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,1,FALSE,0,0,0,1541,0.0669523969991133,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,2,FALSE,0,0,0,1541,0.0453472750959918,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,3,FALSE,0,0,0,1541,0.0462670880369842,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,4,FALSE,0,0,0,1541,0.0465571670792997,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,5,FALSE,0,0,0,1541,0.0465737751219422,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,6,FALSE,0,0,0,1541,0.046404424123466,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,7,FALSE,0,0,0,1541,0.0462235991144553,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,8,FALSE,0,0,0,1541,0.0463511490961537,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,9,FALSE,0,0,0,1541,0.0463954750448465,FALSE,"vcm",4,2,4000,"1"
"fpt2",1,10,FALSE,0,0,0,1541,0.0463592379819602,FALSE,"vcm",4,2,4000,"1"
