"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,784,0.0420811751391739,FALSE,"vcm",4,2,2000,"3"
"grad",1,2,FALSE,0,0,0,784,0.0417316540842876,FALSE,"vcm",4,2,2000,"3"
"grad",1,3,FALSE,0,0,0,784,0.0418216601246968,FALSE,"vcm",4,2,2000,"3"
"grad",1,4,FALSE,0,0,0,784,0.0421671500662342,FALSE,"vcm",4,2,2000,"3"
"grad",1,5,FALSE,0,0,0,784,0.042301292065531,FALSE,"vcm",4,2,2000,"3"
"grad",1,6,FALSE,0,0,0,784,0.042198502109386,FALSE,"vcm",4,2,2000,"3"
"grad",1,7,FALSE,0,0,0,784,0.0422509730560705,FALSE,"vcm",4,2,2000,"3"
"grad",1,8,FALSE,0,0,0,784,0.0421939360676333,FALSE,"vcm",4,2,2000,"3"
"grad",1,9,FALSE,0,0,0,784,0.0422002610284835,FALSE,"vcm",4,2,2000,"3"
"grad",1,10,FALSE,0,0,0,784,0.0421443250961602,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,1,FALSE,0,0,0,769,0.038274840102531,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,2,FALSE,0,0,0,769,0.0381671810755506,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,3,FALSE,0,0,0,769,0.0383562850765884,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,4,FALSE,0,0,0,769,0.0382722420617938,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,5,FALSE,0,0,0,769,0.0382417751243338,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,6,FALSE,0,0,0,769,0.0383614549646154,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,7,FALSE,0,0,0,769,0.0384495980106294,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,8,FALSE,0,0,0,769,0.038293972145766,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,9,FALSE,0,0,0,769,0.0381861110217869,FALSE,"vcm",4,2,2000,"3"
"fpt1",1,10,FALSE,0,0,0,769,0.0380823840387166,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,1,FALSE,0,0,0,777,0.033669580006972,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,2,FALSE,0,0,0,777,0.0331414309330285,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,3,FALSE,0,0,0,777,0.0333600450539961,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,4,FALSE,0,0,0,777,0.0334408089984208,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,5,FALSE,0,0,0,777,0.033625821932219,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,6,FALSE,0,0,0,777,0.0337902249302715,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,7,FALSE,0,0,0,777,0.0337993400171399,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,8,FALSE,0,0,0,777,0.0338159860111773,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,9,FALSE,0,0,0,777,0.0337740740505978,FALSE,"vcm",4,2,2000,"3"
"fpt2",1,10,FALSE,0,0,0,777,0.0338173770578578,FALSE,"vcm",4,2,2000,"3"
