"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00685385800898075,TRUE,"hte",4,2,4000,"3"
"grad",1,2,FALSE,0,0,0,1,0.00661020493134856,TRUE,"hte",4,2,4000,"3"
"grad",1,3,FALSE,0,0,0,1,0.00669751595705748,TRUE,"hte",4,2,4000,"3"
"grad",1,4,FALSE,0,0,0,1,0.00664604897610843,TRUE,"hte",4,2,4000,"3"
"grad",1,5,FALSE,0,0,0,1,0.00667140900623053,TRUE,"hte",4,2,4000,"3"
"grad",1,6,FALSE,0,0,0,1,0.00666011904831976,TRUE,"hte",4,2,4000,"3"
"grad",1,7,FALSE,0,0,0,1,0.00672548497095704,TRUE,"hte",4,2,4000,"3"
"grad",1,8,FALSE,0,0,0,1,0.0067843139404431,TRUE,"hte",4,2,4000,"3"
"grad",1,9,FALSE,0,0,0,1,0.00682051887270063,TRUE,"hte",4,2,4000,"3"
"grad",1,10,FALSE,0,0,0,1,0.00677274505142123,TRUE,"hte",4,2,4000,"3"
"fpt1",1,1,FALSE,0,0,0,1,0.0065100499195978,TRUE,"hte",4,2,4000,"3"
"fpt1",1,2,FALSE,0,0,0,1,0.00655773305334151,TRUE,"hte",4,2,4000,"3"
"fpt1",1,3,FALSE,0,0,0,1,0.00632037490140647,TRUE,"hte",4,2,4000,"3"
"fpt1",1,4,FALSE,0,0,0,1,0.00626534596085548,TRUE,"hte",4,2,4000,"3"
"fpt1",1,5,FALSE,0,0,0,1,0.00634847790934145,TRUE,"hte",4,2,4000,"3"
"fpt1",1,6,FALSE,0,0,0,1,0.00658873294014484,TRUE,"hte",4,2,4000,"3"
"fpt1",1,7,FALSE,0,0,0,1,0.00643359497189522,TRUE,"hte",4,2,4000,"3"
"fpt1",1,8,FALSE,0,0,0,1,0.00647063995711505,TRUE,"hte",4,2,4000,"3"
"fpt1",1,9,FALSE,0,0,0,1,0.00653941801283509,TRUE,"hte",4,2,4000,"3"
"fpt1",1,10,FALSE,0,0,0,1,0.0065100509673357,TRUE,"hte",4,2,4000,"3"
"fpt2",1,1,FALSE,0,0,0,1,0.00618615001440048,TRUE,"hte",4,2,4000,"3"
"fpt2",1,2,FALSE,0,0,0,1,0.00612463301513344,TRUE,"hte",4,2,4000,"3"
"fpt2",1,3,FALSE,0,0,0,1,0.00600524910259992,TRUE,"hte",4,2,4000,"3"
"fpt2",1,4,FALSE,0,0,0,1,0.00605585903394967,TRUE,"hte",4,2,4000,"3"
"fpt2",1,5,FALSE,0,0,0,1,0.00609687517862767,TRUE,"hte",4,2,4000,"3"
"fpt2",1,6,FALSE,0,0,0,1,0.00611877115443349,TRUE,"hte",4,2,4000,"3"
"fpt2",1,7,FALSE,0,0,0,1,0.00618271506391466,TRUE,"hte",4,2,4000,"3"
"fpt2",1,8,FALSE,0,0,0,1,0.0061688011046499,TRUE,"hte",4,2,4000,"3"
"fpt2",1,9,FALSE,0,0,0,1,0.00624059501569718,TRUE,"hte",4,2,4000,"3"
"fpt2",1,10,FALSE,0,0,0,1,0.00638248503673822,TRUE,"hte",4,2,4000,"3"
