"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,197,0.0190572930732742,FALSE,"hte",4,2,1000,"5"
"grad",1,2,FALSE,0,0,0,197,0.0186871410114691,FALSE,"hte",4,2,1000,"5"
"grad",1,3,FALSE,0,0,0,197,0.0187367141479626,FALSE,"hte",4,2,1000,"5"
"grad",1,4,FALSE,0,0,0,197,0.0187166510149837,FALSE,"hte",4,2,1000,"5"
"grad",1,5,FALSE,0,0,0,197,0.0188678700942546,FALSE,"hte",4,2,1000,"5"
"grad",1,6,FALSE,0,0,0,197,0.0190457251155749,FALSE,"hte",4,2,1000,"5"
"grad",1,7,FALSE,0,0,0,197,0.0189776649931446,FALSE,"hte",4,2,1000,"5"
"grad",1,8,FALSE,0,0,0,197,0.0190263050608337,FALSE,"hte",4,2,1000,"5"
"grad",1,9,FALSE,0,0,0,197,0.0190718630328774,FALSE,"hte",4,2,1000,"5"
"grad",1,10,FALSE,0,0,0,197,0.0189684911165386,FALSE,"hte",4,2,1000,"5"
"fpt1",1,1,FALSE,0,0,0,175,0.0129417401039973,FALSE,"hte",4,2,1000,"5"
"fpt1",1,2,FALSE,0,0,0,175,0.0126544630620629,FALSE,"hte",4,2,1000,"5"
"fpt1",1,3,FALSE,0,0,0,175,0.012800993048586,FALSE,"hte",4,2,1000,"5"
"fpt1",1,4,FALSE,0,0,0,175,0.012857768102549,FALSE,"hte",4,2,1000,"5"
"fpt1",1,5,FALSE,0,0,0,175,0.0128478520782664,FALSE,"hte",4,2,1000,"5"
"fpt1",1,6,FALSE,0,0,0,175,0.0129564161179587,FALSE,"hte",4,2,1000,"5"
"fpt1",1,7,FALSE,0,0,0,175,0.0130075169727206,FALSE,"hte",4,2,1000,"5"
"fpt1",1,8,FALSE,0,0,0,175,0.0129304340807721,FALSE,"hte",4,2,1000,"5"
"fpt1",1,9,FALSE,0,0,0,175,0.0129386610351503,FALSE,"hte",4,2,1000,"5"
"fpt1",1,10,FALSE,0,0,0,175,0.0129683550912887,FALSE,"hte",4,2,1000,"5"
"fpt2",1,1,FALSE,0,0,0,366,0.0137948099290952,FALSE,"hte",4,2,1000,"5"
"fpt2",1,2,FALSE,0,0,0,366,0.0136042080121115,FALSE,"hte",4,2,1000,"5"
"fpt2",1,3,FALSE,0,0,0,366,0.013604665058665,FALSE,"hte",4,2,1000,"5"
"fpt2",1,4,FALSE,0,0,0,366,0.0134693620493636,FALSE,"hte",4,2,1000,"5"
"fpt2",1,5,FALSE,0,0,0,366,0.0134951940272003,FALSE,"hte",4,2,1000,"5"
"fpt2",1,6,FALSE,0,0,0,366,0.0135519469622523,FALSE,"hte",4,2,1000,"5"
"fpt2",1,7,FALSE,0,0,0,366,0.0136892040027305,FALSE,"hte",4,2,1000,"5"
"fpt2",1,8,FALSE,0,0,0,366,0.0137448259629309,FALSE,"hte",4,2,1000,"5"
"fpt2",1,9,FALSE,0,0,0,366,0.0137189340312034,FALSE,"hte",4,2,1000,"5"
"fpt2",1,10,FALSE,0,0,0,366,0.0137398929800838,FALSE,"hte",4,2,1000,"5"
