"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,443,0.0433752931421623,FALSE,"hte",4,2,2000,"4"
"grad",1,2,FALSE,0,0,0,443,0.0429424170870334,FALSE,"hte",4,2,2000,"4"
"grad",1,3,FALSE,0,0,0,443,0.0432234810432419,FALSE,"hte",4,2,2000,"4"
"grad",1,4,FALSE,0,0,0,443,0.0432290050666779,FALSE,"hte",4,2,2000,"4"
"grad",1,5,FALSE,0,0,0,443,0.0433033930603415,FALSE,"hte",4,2,2000,"4"
"grad",1,6,FALSE,0,0,0,443,0.0433799020247534,FALSE,"hte",4,2,2000,"4"
"grad",1,7,FALSE,0,0,0,443,0.0433957470813766,FALSE,"hte",4,2,2000,"4"
"grad",1,8,FALSE,0,0,0,443,0.0435107580851763,FALSE,"hte",4,2,2000,"4"
"grad",1,9,FALSE,0,0,0,443,0.0435250750742853,FALSE,"hte",4,2,2000,"4"
"grad",1,10,FALSE,0,0,0,443,0.0433161680120975,FALSE,"hte",4,2,2000,"4"
"fpt1",1,1,FALSE,0,0,0,468,0.0330443951534107,FALSE,"hte",4,2,2000,"4"
"fpt1",1,2,FALSE,0,0,0,468,0.0327452090568841,FALSE,"hte",4,2,2000,"4"
"fpt1",1,3,FALSE,0,0,0,468,0.0327178570441902,FALSE,"hte",4,2,2000,"4"
"fpt1",1,4,FALSE,0,0,0,468,0.0329029260901734,FALSE,"hte",4,2,2000,"4"
"fpt1",1,5,FALSE,0,0,0,468,0.0331048271618783,FALSE,"hte",4,2,2000,"4"
"fpt1",1,6,FALSE,0,0,0,468,0.0330473070498556,FALSE,"hte",4,2,2000,"4"
"fpt1",1,7,FALSE,0,0,0,468,0.0329948221333325,FALSE,"hte",4,2,2000,"4"
"fpt1",1,8,FALSE,0,0,0,468,0.0331105691147968,FALSE,"hte",4,2,2000,"4"
"fpt1",1,9,FALSE,0,0,0,468,0.0330628791125491,FALSE,"hte",4,2,2000,"4"
"fpt1",1,10,FALSE,0,0,0,468,0.0330554101383314,FALSE,"hte",4,2,2000,"4"
"fpt2",1,1,FALSE,0,0,0,677,0.0327458680840209,FALSE,"hte",4,2,2000,"4"
"fpt2",1,2,FALSE,0,0,0,677,0.032402434037067,FALSE,"hte",4,2,2000,"4"
"fpt2",1,3,FALSE,0,0,0,677,0.0324488150654361,FALSE,"hte",4,2,2000,"4"
"fpt2",1,4,FALSE,0,0,0,677,0.0325864191399887,FALSE,"hte",4,2,2000,"4"
"fpt2",1,5,FALSE,0,0,0,677,0.0329460410866886,FALSE,"hte",4,2,2000,"4"
"fpt2",1,6,FALSE,0,0,0,677,0.0329244520980865,FALSE,"hte",4,2,2000,"4"
"fpt2",1,7,FALSE,0,0,0,677,0.0329370710533112,FALSE,"hte",4,2,2000,"4"
"fpt2",1,8,FALSE,0,0,0,677,0.0328176440671086,FALSE,"hte",4,2,2000,"4"
"fpt2",1,9,FALSE,0,0,0,677,0.0329805100336671,FALSE,"hte",4,2,2000,"4"
"fpt2",1,10,FALSE,0,0,0,677,0.0328152030706406,FALSE,"hte",4,2,2000,"4"
