"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00350427010562271,TRUE,"hte",16,2,1000,"3"
"grad",1,2,FALSE,0,0,0,1,0.00332743104081601,TRUE,"hte",16,2,1000,"3"
"grad",1,3,FALSE,0,0,0,1,0.0033194120042026,TRUE,"hte",16,2,1000,"3"
"grad",1,4,FALSE,0,0,0,1,0.00332440307829529,TRUE,"hte",16,2,1000,"3"
"grad",1,5,FALSE,0,0,0,1,0.00333417905494571,TRUE,"hte",16,2,1000,"3"
"grad",1,6,FALSE,0,0,0,1,0.00329005904495716,TRUE,"hte",16,2,1000,"3"
"grad",1,7,FALSE,0,0,0,1,0.00334327213931829,TRUE,"hte",16,2,1000,"3"
"grad",1,8,FALSE,0,0,0,1,0.00336747511755675,TRUE,"hte",16,2,1000,"3"
"grad",1,9,FALSE,0,0,0,1,0.00333989108912647,TRUE,"hte",16,2,1000,"3"
"grad",1,10,FALSE,0,0,0,1,0.0033742100931704,TRUE,"hte",16,2,1000,"3"
"fpt1",1,1,FALSE,0,0,0,1,0.00300589099060744,TRUE,"hte",16,2,1000,"3"
"fpt1",1,2,FALSE,0,0,0,1,0.00281171302776784,TRUE,"hte",16,2,1000,"3"
"fpt1",1,3,FALSE,0,0,0,1,0.00277137605007738,TRUE,"hte",16,2,1000,"3"
"fpt1",1,4,FALSE,0,0,0,1,0.00281670608092099,TRUE,"hte",16,2,1000,"3"
"fpt1",1,5,FALSE,0,0,0,1,0.00279593514278531,TRUE,"hte",16,2,1000,"3"
"fpt1",1,6,FALSE,0,0,0,1,0.00272032897919416,TRUE,"hte",16,2,1000,"3"
"fpt1",1,7,FALSE,0,0,0,1,0.00279282906558365,TRUE,"hte",16,2,1000,"3"
"fpt1",1,8,FALSE,0,0,0,1,0.00281919108238071,TRUE,"hte",16,2,1000,"3"
"fpt1",1,9,FALSE,0,0,0,1,0.00267916405573487,TRUE,"hte",16,2,1000,"3"
"fpt1",1,10,FALSE,0,0,0,1,0.00277806213125587,TRUE,"hte",16,2,1000,"3"
"fpt2",1,1,FALSE,0,0,0,1,0.00251068803481758,TRUE,"hte",16,2,1000,"3"
"fpt2",1,2,FALSE,0,0,0,1,0.00232174014672637,TRUE,"hte",16,2,1000,"3"
"fpt2",1,3,FALSE,0,0,0,1,0.0024136200081557,TRUE,"hte",16,2,1000,"3"
"fpt2",1,4,FALSE,0,0,0,1,0.00240080896764994,TRUE,"hte",16,2,1000,"3"
"fpt2",1,5,FALSE,0,0,0,1,0.00236156606115401,TRUE,"hte",16,2,1000,"3"
"fpt2",1,6,FALSE,0,0,0,1,0.0024064959725365,TRUE,"hte",16,2,1000,"3"
"fpt2",1,7,FALSE,0,0,0,1,0.00225869403220713,TRUE,"hte",16,2,1000,"3"
"fpt2",1,8,FALSE,0,0,0,1,0.0023430020082742,TRUE,"hte",16,2,1000,"3"
"fpt2",1,9,FALSE,0,0,0,1,0.0023888680152595,TRUE,"hte",16,2,1000,"3"
"fpt2",1,10,FALSE,0,0,0,1,0.00237736210692674,TRUE,"hte",16,2,1000,"3"
