"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00322836497798562,TRUE,"vcm",4,2,2000,"4"
"grad",1,2,FALSE,0,0,0,1,0.00296076899394393,TRUE,"vcm",4,2,2000,"4"
"grad",1,3,FALSE,0,0,0,1,0.00303703395184129,TRUE,"vcm",4,2,2000,"4"
"grad",1,4,FALSE,0,0,0,1,0.00308910897001624,TRUE,"vcm",4,2,2000,"4"
"grad",1,5,FALSE,0,0,0,1,0.00386387191247195,TRUE,"vcm",4,2,2000,"4"
"grad",1,6,FALSE,0,0,0,1,0.00368064909707755,TRUE,"vcm",4,2,2000,"4"
"grad",1,7,FALSE,0,0,0,1,0.00387439306359738,TRUE,"vcm",4,2,2000,"4"
"grad",1,8,FALSE,0,0,0,1,0.00365198601502925,TRUE,"vcm",4,2,2000,"4"
"grad",1,9,FALSE,0,0,0,1,0.00380735006183386,TRUE,"vcm",4,2,2000,"4"
"grad",1,10,FALSE,0,0,0,1,0.00364714104216546,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,1,FALSE,0,0,0,1,0.00364815094508231,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,2,FALSE,0,0,0,1,0.00367349502630532,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,3,FALSE,0,0,0,1,0.00351979793049395,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,4,FALSE,0,0,0,1,0.00370598596055061,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,5,FALSE,0,0,0,1,0.00350064097438008,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,6,FALSE,0,0,0,1,0.00338610203471035,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,7,FALSE,0,0,0,1,0.00349135196302086,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,8,FALSE,0,0,0,1,0.0035389750264585,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,9,FALSE,0,0,0,1,0.00350839295424521,TRUE,"vcm",4,2,2000,"4"
"fpt1",1,10,FALSE,0,0,0,1,0.0035657319240272,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,1,FALSE,0,0,0,1,0.00169760501012206,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,2,FALSE,0,0,0,1,0.00311418110504746,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,3,FALSE,0,0,0,1,0.00282477610744536,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,4,FALSE,0,0,0,1,0.00285685411654413,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,5,FALSE,0,0,0,1,0.00289360003080219,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,6,FALSE,0,0,0,1,0.00283376208972186,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,7,FALSE,0,0,0,1,0.00272462610155344,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,8,FALSE,0,0,0,1,0.00281368498690426,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,9,FALSE,0,0,0,1,0.00285127898678184,TRUE,"vcm",4,2,2000,"4"
"fpt2",1,10,FALSE,0,0,0,1,0.00282614212483168,TRUE,"vcm",4,2,2000,"4"
