"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00178629404399544,TRUE,"vcm",4,2,1000,"1"
"grad",1,2,FALSE,0,0,0,1,0.00166243501007557,TRUE,"vcm",4,2,1000,"1"
"grad",1,3,FALSE,0,0,0,1,0.00171489908825606,TRUE,"vcm",4,2,1000,"1"
"grad",1,4,FALSE,0,0,0,1,0.00169246201403439,TRUE,"vcm",4,2,1000,"1"
"grad",1,5,FALSE,0,0,0,1,0.00163470604456961,TRUE,"vcm",4,2,1000,"1"
"grad",1,6,FALSE,0,0,0,1,0.00166693003848195,TRUE,"vcm",4,2,1000,"1"
"grad",1,7,FALSE,0,0,0,1,0.00168849201872945,TRUE,"vcm",4,2,1000,"1"
"grad",1,8,FALSE,0,0,0,1,0.00165889004711062,TRUE,"vcm",4,2,1000,"1"
"grad",1,9,FALSE,0,0,0,1,0.00165723112877458,TRUE,"vcm",4,2,1000,"1"
"grad",1,10,FALSE,0,0,0,1,0.00169480999466032,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,1,FALSE,0,0,0,1,0.00165160791948438,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,2,FALSE,0,0,0,1,0.00148266705218703,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,3,FALSE,0,0,0,1,0.00150881498120725,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,4,FALSE,0,0,0,1,0.0016363529721275,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,5,FALSE,0,0,0,1,0.00160939490888268,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,6,FALSE,0,0,0,1,0.00156111095566303,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,7,FALSE,0,0,0,1,0.00156628096010536,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,8,FALSE,0,0,0,1,0.00155144091695547,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,9,FALSE,0,0,0,1,0.00162501796148717,TRUE,"vcm",4,2,1000,"1"
"fpt1",1,10,FALSE,0,0,0,1,0.00158344896044582,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,1,FALSE,0,0,0,1,0.00156782509293407,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,2,FALSE,0,0,0,1,0.0015686770202592,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,3,FALSE,0,0,0,1,0.0015125620411709,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,4,FALSE,0,0,0,1,0.00152395211625844,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,5,FALSE,0,0,0,1,0.00150292308535427,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,6,FALSE,0,0,0,1,0.00143336702603847,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,7,FALSE,0,0,0,1,0.00150079908780754,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,8,FALSE,0,0,0,1,0.00149117701221257,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,9,FALSE,0,0,0,1,0.00157180614769459,TRUE,"vcm",4,2,1000,"1"
"fpt2",1,10,FALSE,0,0,0,1,0.00149709708057344,TRUE,"vcm",4,2,1000,"1"
