"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,544,0.0372431550640613,FALSE,"hte",4,2,2000,"5"
"grad",1,2,FALSE,0,0,0,544,0.0369452141458169,FALSE,"hte",4,2,2000,"5"
"grad",1,3,FALSE,0,0,0,544,0.0370388210285455,FALSE,"hte",4,2,2000,"5"
"grad",1,4,FALSE,0,0,0,544,0.0372891540173441,FALSE,"hte",4,2,2000,"5"
"grad",1,5,FALSE,0,0,0,544,0.0372800721088424,FALSE,"hte",4,2,2000,"5"
"grad",1,6,FALSE,0,0,0,544,0.037314337096177,FALSE,"hte",4,2,2000,"5"
"grad",1,7,FALSE,0,0,0,544,0.0373493439983577,FALSE,"hte",4,2,2000,"5"
"grad",1,8,FALSE,0,0,0,544,0.0373321659862995,FALSE,"hte",4,2,2000,"5"
"grad",1,9,FALSE,0,0,0,544,0.0373684040969238,FALSE,"hte",4,2,2000,"5"
"grad",1,10,FALSE,0,0,0,544,0.0374116270104423,FALSE,"hte",4,2,2000,"5"
"fpt1",1,1,FALSE,0,0,0,545,0.0310895181028172,FALSE,"hte",4,2,2000,"5"
"fpt1",1,2,FALSE,0,0,0,545,0.0307744740275666,FALSE,"hte",4,2,2000,"5"
"fpt1",1,3,FALSE,0,0,0,545,0.0308005741098896,FALSE,"hte",4,2,2000,"5"
"fpt1",1,4,FALSE,0,0,0,545,0.031139187165536,FALSE,"hte",4,2,2000,"5"
"fpt1",1,5,FALSE,0,0,0,545,0.0310453950660303,FALSE,"hte",4,2,2000,"5"
"fpt1",1,6,FALSE,0,0,0,545,0.0310443830676377,FALSE,"hte",4,2,2000,"5"
"fpt1",1,7,FALSE,0,0,0,545,0.0312139741145074,FALSE,"hte",4,2,2000,"5"
"fpt1",1,8,FALSE,0,0,0,545,0.0310678629903123,FALSE,"hte",4,2,2000,"5"
"fpt1",1,9,FALSE,0,0,0,545,0.0311692521208897,FALSE,"hte",4,2,2000,"5"
"fpt1",1,10,FALSE,0,0,0,545,0.0311918900115415,FALSE,"hte",4,2,2000,"5"
"fpt2",1,1,FALSE,0,0,0,726,0.029802986071445,FALSE,"hte",4,2,2000,"5"
"fpt2",1,2,FALSE,0,0,0,726,0.0292479830095544,FALSE,"hte",4,2,2000,"5"
"fpt2",1,3,FALSE,0,0,0,726,0.0297425501048565,FALSE,"hte",4,2,2000,"5"
"fpt2",1,4,FALSE,0,0,0,726,0.0299977300455794,FALSE,"hte",4,2,2000,"5"
"fpt2",1,5,FALSE,0,0,0,726,0.0299554180819541,FALSE,"hte",4,2,2000,"5"
"fpt2",1,6,FALSE,0,0,0,726,0.0300747420405969,FALSE,"hte",4,2,2000,"5"
"fpt2",1,7,FALSE,0,0,0,726,0.0249316539848223,FALSE,"hte",4,2,2000,"5"
"fpt2",1,8,FALSE,0,0,0,726,0.0187956371810287,FALSE,"hte",4,2,2000,"5"
"fpt2",1,9,FALSE,0,0,0,726,0.0187245811102912,FALSE,"hte",4,2,2000,"5"
"fpt2",1,10,FALSE,0,0,0,726,0.0186382421525195,FALSE,"hte",4,2,2000,"5"
