"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,373,0.0183010500622913,FALSE,"vcm",4,2,1000,"1"
"grad",1,2,FALSE,0,0,0,373,0.0178773091174662,FALSE,"vcm",4,2,1000,"1"
"grad",1,3,FALSE,0,0,0,373,0.0179229960776865,FALSE,"vcm",4,2,1000,"1"
"grad",1,4,FALSE,0,0,0,373,0.0179356070002541,FALSE,"vcm",4,2,1000,"1"
"grad",1,5,FALSE,0,0,0,373,0.0182642380241305,FALSE,"vcm",4,2,1000,"1"
"grad",1,6,FALSE,0,0,0,373,0.0183083420852199,FALSE,"vcm",4,2,1000,"1"
"grad",1,7,FALSE,0,0,0,373,0.0183237789897248,FALSE,"vcm",4,2,1000,"1"
"grad",1,8,FALSE,0,0,0,373,0.018278889125213,FALSE,"vcm",4,2,1000,"1"
"grad",1,9,FALSE,0,0,0,373,0.01830040209461,FALSE,"vcm",4,2,1000,"1"
"grad",1,10,FALSE,0,0,0,373,0.0183518241392449,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,1,FALSE,0,0,0,387,0.0176289780065417,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,2,FALSE,0,0,0,387,0.0173975799698383,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,3,FALSE,0,0,0,387,0.0173600419657305,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,4,FALSE,0,0,0,387,0.0172728248871863,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,5,FALSE,0,0,0,387,0.0174341509118676,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,6,FALSE,0,0,0,387,0.0175603040261194,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,7,FALSE,0,0,0,387,0.0177056029206142,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,8,FALSE,0,0,0,387,0.0176082219695672,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,9,FALSE,0,0,0,387,0.0176387439714745,FALSE,"vcm",4,2,1000,"1"
"fpt1",1,10,FALSE,0,0,0,387,0.0176488379947841,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,1,FALSE,0,0,0,389,0.0147253629984334,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,2,FALSE,0,0,0,389,0.0143790431320667,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,3,FALSE,0,0,0,389,0.014214649097994,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,4,FALSE,0,0,0,389,0.0143001860706136,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,5,FALSE,0,0,0,389,0.0140891600167379,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,6,FALSE,0,0,0,389,0.0143722580978647,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,7,FALSE,0,0,0,389,0.0148233020445332,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,8,FALSE,0,0,0,389,0.0147943741176277,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,9,FALSE,0,0,0,389,0.0146731090499088,FALSE,"vcm",4,2,1000,"1"
"fpt2",1,10,FALSE,0,0,0,389,0.0147648061392829,FALSE,"vcm",4,2,1000,"1"
