"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00205630797427148,TRUE,"vcm",4,2,2000,"2"
"grad",1,2,FALSE,0,0,0,1,0.00170917902141809,TRUE,"vcm",4,2,2000,"2"
"grad",1,3,FALSE,0,0,0,1,0.00185857992619276,TRUE,"vcm",4,2,2000,"2"
"grad",1,4,FALSE,0,0,0,1,0.00163241301197559,TRUE,"vcm",4,2,2000,"2"
"grad",1,5,FALSE,0,0,0,1,0.00191185204312205,TRUE,"vcm",4,2,2000,"2"
"grad",1,6,FALSE,0,0,0,1,0.00164496107026935,TRUE,"vcm",4,2,2000,"2"
"grad",1,7,FALSE,0,0,0,1,0.00180821598041803,TRUE,"vcm",4,2,2000,"2"
"grad",1,8,FALSE,0,0,0,1,0.00169034395366907,TRUE,"vcm",4,2,2000,"2"
"grad",1,9,FALSE,0,0,0,1,0.00166857498697937,TRUE,"vcm",4,2,2000,"2"
"grad",1,10,FALSE,0,0,0,1,0.00194113806355745,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,1,FALSE,0,0,0,1,0.00204750301782042,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,2,FALSE,0,0,0,1,0.00158884399570525,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,3,FALSE,0,0,0,1,0.0018757910002023,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,4,FALSE,0,0,0,1,0.00208968704100698,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,5,FALSE,0,0,0,1,0.00186366098932922,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,6,FALSE,0,0,0,1,0.00156586791854352,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,7,FALSE,0,0,0,1,0.00164522894192487,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,8,FALSE,0,0,0,1,0.00267937988974154,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,9,FALSE,0,0,0,1,0.00207151391077787,TRUE,"vcm",4,2,2000,"2"
"fpt1",1,10,FALSE,0,0,0,1,0.00156434893142432,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,1,FALSE,0,0,0,1,0.00237275008112192,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,2,FALSE,0,0,0,1,0.00282916601281613,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,3,FALSE,0,0,0,1,0.00252175703644753,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,4,FALSE,0,0,0,1,0.00293099193368107,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,5,FALSE,0,0,0,1,0.00283064693212509,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,6,FALSE,0,0,0,1,0.00281154608819634,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,7,FALSE,0,0,0,1,0.00266317499335855,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,8,FALSE,0,0,0,1,0.00183215306606144,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,9,FALSE,0,0,0,1,0.00151047809049487,TRUE,"vcm",4,2,2000,"2"
"fpt2",1,10,FALSE,0,0,0,1,0.00167708890512586,TRUE,"vcm",4,2,2000,"2"
