"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00170018500648439,TRUE,"hte",4,2,1000,"4"
"grad",1,2,FALSE,0,0,0,1,0.00159600912593305,TRUE,"hte",4,2,1000,"4"
"grad",1,3,FALSE,0,0,0,1,0.00154248299077153,TRUE,"hte",4,2,1000,"4"
"grad",1,4,FALSE,0,0,0,1,0.00155830301810056,TRUE,"hte",4,2,1000,"4"
"grad",1,5,FALSE,0,0,0,1,0.00161325803492218,TRUE,"hte",4,2,1000,"4"
"grad",1,6,FALSE,0,0,0,1,0.00164112204220146,TRUE,"hte",4,2,1000,"4"
"grad",1,7,FALSE,0,0,0,1,0.00159807805903256,TRUE,"hte",4,2,1000,"4"
"grad",1,8,FALSE,0,0,0,1,0.00152106408495456,TRUE,"hte",4,2,1000,"4"
"grad",1,9,FALSE,0,0,0,1,0.00157465017400682,TRUE,"hte",4,2,1000,"4"
"grad",1,10,FALSE,0,0,0,1,0.00163143209647387,TRUE,"hte",4,2,1000,"4"
"fpt1",1,1,FALSE,0,0,0,1,0.00153496896382421,TRUE,"hte",4,2,1000,"4"
"fpt1",1,2,FALSE,0,0,0,1,0.00147121993359178,TRUE,"hte",4,2,1000,"4"
"fpt1",1,3,FALSE,0,0,0,1,0.00148600991815329,TRUE,"hte",4,2,1000,"4"
"fpt1",1,4,FALSE,0,0,0,1,0.00138123997021466,TRUE,"hte",4,2,1000,"4"
"fpt1",1,5,FALSE,0,0,0,1,0.0013390890089795,TRUE,"hte",4,2,1000,"4"
"fpt1",1,6,FALSE,0,0,0,1,0.001548434025608,TRUE,"hte",4,2,1000,"4"
"fpt1",1,7,FALSE,0,0,0,1,0.00149914191570133,TRUE,"hte",4,2,1000,"4"
"fpt1",1,8,FALSE,0,0,0,1,0.00147729204036295,TRUE,"hte",4,2,1000,"4"
"fpt1",1,9,FALSE,0,0,0,1,0.00151021394412965,TRUE,"hte",4,2,1000,"4"
"fpt1",1,10,FALSE,0,0,0,1,0.00147340004332364,TRUE,"hte",4,2,1000,"4"
"fpt2",1,1,FALSE,0,0,0,1,0.00149898394010961,TRUE,"hte",4,2,1000,"4"
"fpt2",1,2,FALSE,0,0,0,1,0.00140227994415909,TRUE,"hte",4,2,1000,"4"
"fpt2",1,3,FALSE,0,0,0,1,0.00144519296009094,TRUE,"hte",4,2,1000,"4"
"fpt2",1,4,FALSE,0,0,0,1,0.00133657292462885,TRUE,"hte",4,2,1000,"4"
"fpt2",1,5,FALSE,0,0,0,1,0.00138963793870062,TRUE,"hte",4,2,1000,"4"
"fpt2",1,6,FALSE,0,0,0,1,0.00143278297036886,TRUE,"hte",4,2,1000,"4"
"fpt2",1,7,FALSE,0,0,0,1,0.00147036800626665,TRUE,"hte",4,2,1000,"4"
"fpt2",1,8,FALSE,0,0,0,1,0.00142531294841319,TRUE,"hte",4,2,1000,"4"
"fpt2",1,9,FALSE,0,0,0,1,0.00142885593231767,TRUE,"hte",4,2,1000,"4"
"fpt2",1,10,FALSE,0,0,0,1,0.00145786802750081,TRUE,"hte",4,2,1000,"4"
