"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.022884862148203,TRUE,"vcm",16,2,4000,"3"
"grad",1,2,FALSE,0,0,0,1,0.010357263032347,TRUE,"vcm",16,2,4000,"3"
"grad",1,3,FALSE,0,0,0,1,0.0164640160510316,TRUE,"vcm",16,2,4000,"3"
"grad",1,4,FALSE,0,0,0,1,0.0156415831297636,TRUE,"vcm",16,2,4000,"3"
"grad",1,5,FALSE,0,0,0,1,0.0162126771174371,TRUE,"vcm",16,2,4000,"3"
"grad",1,6,FALSE,0,0,0,1,0.0155851501040161,TRUE,"vcm",16,2,4000,"3"
"grad",1,7,FALSE,0,0,0,1,0.015697073074989,TRUE,"vcm",16,2,4000,"3"
"grad",1,8,FALSE,0,0,0,1,0.0157121610827744,TRUE,"vcm",16,2,4000,"3"
"grad",1,9,FALSE,0,0,0,1,0.0157189080491662,TRUE,"vcm",16,2,4000,"3"
"grad",1,10,FALSE,0,0,0,1,0.0158226321218535,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,1,FALSE,0,0,0,1,0.00915304396767169,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,2,FALSE,0,0,0,1,0.0086423970060423,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,3,FALSE,0,0,0,1,0.00842390803154558,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,4,FALSE,0,0,0,1,0.00853010499849916,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,5,FALSE,0,0,0,1,0.00851623597554862,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,6,FALSE,0,0,0,1,0.00835166301112622,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,7,FALSE,0,0,0,1,0.00837345304898918,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,8,FALSE,0,0,0,1,0.00782606506254524,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,9,FALSE,0,0,0,1,0.00674125598743558,TRUE,"vcm",16,2,4000,"3"
"fpt1",1,10,FALSE,0,0,0,1,0.00688890600576997,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,1,FALSE,0,0,0,1,0.00792906491551548,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,2,FALSE,0,0,0,1,0.00771770800929517,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,3,FALSE,0,0,0,1,0.0076466950122267,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,4,FALSE,0,0,0,1,0.00768400297965854,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,5,FALSE,0,0,0,1,0.00766233704052866,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,6,FALSE,0,0,0,1,0.00763584906235337,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,7,FALSE,0,0,0,1,0.00778377905953676,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,8,FALSE,0,0,0,1,0.00773010298144072,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,9,FALSE,0,0,0,1,0.00769647501874715,TRUE,"vcm",16,2,4000,"3"
"fpt2",1,10,FALSE,0,0,0,1,0.00758837896864861,TRUE,"vcm",16,2,4000,"3"
