"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.00336283713113517,TRUE,"hte",16,2,1000,"5"
"grad",1,2,FALSE,0,0,0,1,0.00329226499889046,TRUE,"hte",16,2,1000,"5"
"grad",1,3,FALSE,0,0,0,1,0.00331298809032887,TRUE,"hte",16,2,1000,"5"
"grad",1,4,FALSE,0,0,0,1,0.00334843806922436,TRUE,"hte",16,2,1000,"5"
"grad",1,5,FALSE,0,0,0,1,0.00329990207683295,TRUE,"hte",16,2,1000,"5"
"grad",1,6,FALSE,0,0,0,1,0.00323034811299294,TRUE,"hte",16,2,1000,"5"
"grad",1,7,FALSE,0,0,0,1,0.00325681909453124,TRUE,"hte",16,2,1000,"5"
"grad",1,8,FALSE,0,0,0,1,0.00329671101644635,TRUE,"hte",16,2,1000,"5"
"grad",1,9,FALSE,0,0,0,1,0.00328927102964371,TRUE,"hte",16,2,1000,"5"
"grad",1,10,FALSE,0,0,0,1,0.00329541007522494,TRUE,"hte",16,2,1000,"5"
"fpt1",1,1,FALSE,0,0,0,1,0.00296671804971993,TRUE,"hte",16,2,1000,"5"
"fpt1",1,2,FALSE,0,0,0,1,0.00278752401936799,TRUE,"hte",16,2,1000,"5"
"fpt1",1,3,FALSE,0,0,0,1,0.00267185014672577,TRUE,"hte",16,2,1000,"5"
"fpt1",1,4,FALSE,0,0,0,1,0.00264490302652121,TRUE,"hte",16,2,1000,"5"
"fpt1",1,5,FALSE,0,0,0,1,0.00266285403631628,TRUE,"hte",16,2,1000,"5"
"fpt1",1,6,FALSE,0,0,0,1,0.00262607308104634,TRUE,"hte",16,2,1000,"5"
"fpt1",1,7,FALSE,0,0,0,1,0.0026495010824874,TRUE,"hte",16,2,1000,"5"
"fpt1",1,8,FALSE,0,0,0,1,0.00267501815687865,TRUE,"hte",16,2,1000,"5"
"fpt1",1,9,FALSE,0,0,0,1,0.00268141902051866,TRUE,"hte",16,2,1000,"5"
"fpt1",1,10,FALSE,0,0,0,1,0.00261864811182022,TRUE,"hte",16,2,1000,"5"
"fpt2",1,1,FALSE,0,0,0,1,0.00263515510596335,TRUE,"hte",16,2,1000,"5"
"fpt2",1,2,FALSE,0,0,0,1,0.00239684199914336,TRUE,"hte",16,2,1000,"5"
"fpt2",1,3,FALSE,0,0,0,1,0.00241937302052975,TRUE,"hte",16,2,1000,"5"
"fpt2",1,4,FALSE,0,0,0,1,0.00230339006520808,TRUE,"hte",16,2,1000,"5"
"fpt2",1,5,FALSE,0,0,0,1,0.00236969103571028,TRUE,"hte",16,2,1000,"5"
"fpt2",1,6,FALSE,0,0,0,1,0.00241389509756118,TRUE,"hte",16,2,1000,"5"
"fpt2",1,7,FALSE,0,0,0,1,0.00237637409009039,TRUE,"hte",16,2,1000,"5"
"fpt2",1,8,FALSE,0,0,0,1,0.00243086507543921,TRUE,"hte",16,2,1000,"5"
"fpt2",1,9,FALSE,0,0,0,1,0.00231037405319512,TRUE,"hte",16,2,1000,"5"
"fpt2",1,10,FALSE,0,0,0,1,0.00233828416094184,TRUE,"hte",16,2,1000,"5"
