"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,60,0.0634321800898761,FALSE,"hte",16,2,2000,"4"
"grad",1,2,FALSE,0,0,0,60,0.0418182440334931,FALSE,"hte",16,2,2000,"4"
"grad",1,3,FALSE,0,0,0,60,0.0421536631183699,FALSE,"hte",16,2,2000,"4"
"grad",1,4,FALSE,0,0,0,60,0.0420415800763294,FALSE,"hte",16,2,2000,"4"
"grad",1,5,FALSE,0,0,0,60,0.0420963111100718,FALSE,"hte",16,2,2000,"4"
"grad",1,6,FALSE,0,0,0,60,0.0421627031173557,FALSE,"hte",16,2,2000,"4"
"grad",1,7,FALSE,0,0,0,60,0.0627724650548771,FALSE,"hte",16,2,2000,"4"
"grad",1,8,FALSE,0,0,0,60,0.0546713980147615,FALSE,"hte",16,2,2000,"4"
"grad",1,9,FALSE,0,0,0,60,0.041984252166003,FALSE,"hte",16,2,2000,"4"
"grad",1,10,FALSE,0,0,0,60,0.0420167820993811,FALSE,"hte",16,2,2000,"4"
"fpt1",1,1,FALSE,0,0,0,74,0.0570506419753656,FALSE,"hte",16,2,2000,"4"
"fpt1",1,2,FALSE,0,0,0,74,0.0571391379926354,FALSE,"hte",16,2,2000,"4"
"fpt1",1,3,FALSE,0,0,0,74,0.0421699900180101,FALSE,"hte",16,2,2000,"4"
"fpt1",1,4,FALSE,0,0,0,74,0.0423111260170117,FALSE,"hte",16,2,2000,"4"
"fpt1",1,5,FALSE,0,0,0,74,0.042472701985389,FALSE,"hte",16,2,2000,"4"
"fpt1",1,6,FALSE,0,0,0,74,0.0569789850851521,FALSE,"hte",16,2,2000,"4"
"fpt1",1,7,FALSE,0,0,0,74,0.0581434540217742,FALSE,"hte",16,2,2000,"4"
"fpt1",1,8,FALSE,0,0,0,74,0.0424933430040255,FALSE,"hte",16,2,2000,"4"
"fpt1",1,9,FALSE,0,0,0,74,0.0423679819796234,FALSE,"hte",16,2,2000,"4"
"fpt1",1,10,FALSE,0,0,0,74,0.0426286850124598,FALSE,"hte",16,2,2000,"4"
"fpt2",1,1,FALSE,0,0,0,316,0.0409283669432625,FALSE,"hte",16,2,2000,"4"
"fpt2",1,2,FALSE,0,0,0,316,0.040504060103558,FALSE,"hte",16,2,2000,"4"
"fpt2",1,3,FALSE,0,0,0,316,0.0410279100760818,FALSE,"hte",16,2,2000,"4"
"fpt2",1,4,FALSE,0,0,0,316,0.0410389750031754,FALSE,"hte",16,2,2000,"4"
"fpt2",1,5,FALSE,0,0,0,316,0.041214611963369,FALSE,"hte",16,2,2000,"4"
"fpt2",1,6,FALSE,0,0,0,316,0.0562920660013333,FALSE,"hte",16,2,2000,"4"
"fpt2",1,7,FALSE,0,0,0,316,0.0563169049564749,FALSE,"hte",16,2,2000,"4"
"fpt2",1,8,FALSE,0,0,0,316,0.0554087470518425,FALSE,"hte",16,2,2000,"4"
"fpt2",1,9,FALSE,0,0,0,316,0.0554839370306581,FALSE,"hte",16,2,2000,"4"
"fpt2",1,10,FALSE,0,0,0,316,0.0551517740823328,FALSE,"hte",16,2,2000,"4"
