"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.0026762931374833,TRUE,"vcm",4,2,2000,"1"
"grad",1,2,FALSE,0,0,0,1,0.00214916106779128,TRUE,"vcm",4,2,2000,"1"
"grad",1,3,FALSE,0,0,0,1,0.00167726504150778,TRUE,"vcm",4,2,2000,"1"
"grad",1,4,FALSE,0,0,0,1,0.00182008615229279,TRUE,"vcm",4,2,2000,"1"
"grad",1,5,FALSE,0,0,0,1,0.00165684602688998,TRUE,"vcm",4,2,2000,"1"
"grad",1,6,FALSE,0,0,0,1,0.00194028206169605,TRUE,"vcm",4,2,2000,"1"
"grad",1,7,FALSE,0,0,0,1,0.00164743908680975,TRUE,"vcm",4,2,2000,"1"
"grad",1,8,FALSE,0,0,0,1,0.00193892908282578,TRUE,"vcm",4,2,2000,"1"
"grad",1,9,FALSE,0,0,0,1,0.00172035803552717,TRUE,"vcm",4,2,2000,"1"
"grad",1,10,FALSE,0,0,0,1,0.0037577070761472,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,1,FALSE,0,0,0,1,0.00361471308860928,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,2,FALSE,0,0,0,1,0.00346679007634521,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,3,FALSE,0,0,0,1,0.003381357062608,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,4,FALSE,0,0,0,1,0.0034376661060378,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,5,FALSE,0,0,0,1,0.00276782107539475,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,6,FALSE,0,0,0,1,0.00256290007382631,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,7,FALSE,0,0,0,1,0.0025575200561434,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,8,FALSE,0,0,0,1,0.00365998304914683,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,9,FALSE,0,0,0,1,0.00354894006159157,TRUE,"vcm",4,2,2000,"1"
"fpt1",1,10,FALSE,0,0,0,1,0.0034860250307247,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,1,FALSE,0,0,0,1,0.00260019197594374,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,2,FALSE,0,0,0,1,0.0024724539835006,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,3,FALSE,0,0,0,1,0.00247043103445321,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,4,FALSE,0,0,0,1,0.00348326796665788,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,5,FALSE,0,0,0,1,0.00338861299678683,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,6,FALSE,0,0,0,1,0.00337213894817978,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,7,FALSE,0,0,0,1,0.00337235198821872,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,8,FALSE,0,0,0,1,0.00334436492994428,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,9,FALSE,0,0,0,1,0.00264051510021091,TRUE,"vcm",4,2,2000,"1"
"fpt2",1,10,FALSE,0,0,0,1,0.00246810703538358,TRUE,"vcm",4,2,2000,"1"
