"method","rep","iter","gc","gc0","gc1","gc2","splits","time","stump","model_type","K","p","n","setting_id"
"grad",1,1,FALSE,0,0,0,1,0.014688242925331,TRUE,"vcm",16,2,4000,"1"
"grad",1,2,FALSE,0,0,0,1,0.00678289099596441,TRUE,"vcm",16,2,4000,"1"
"grad",1,3,FALSE,0,0,0,1,0.0068933239672333,TRUE,"vcm",16,2,4000,"1"
"grad",1,4,FALSE,0,0,0,1,0.00702298001851887,TRUE,"vcm",16,2,4000,"1"
"grad",1,5,FALSE,0,0,0,1,0.00683049391955137,TRUE,"vcm",16,2,4000,"1"
"grad",1,6,FALSE,0,0,0,1,0.00729436194524169,TRUE,"vcm",16,2,4000,"1"
"grad",1,7,FALSE,0,0,0,1,0.00703464692924172,TRUE,"vcm",16,2,4000,"1"
"grad",1,8,FALSE,0,0,0,1,0.00709133490454406,TRUE,"vcm",16,2,4000,"1"
"grad",1,9,FALSE,0,0,0,1,0.0070964879123494,TRUE,"vcm",16,2,4000,"1"
"grad",1,10,FALSE,0,0,0,1,0.00709850795101374,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,1,FALSE,0,0,0,1,0.00844194297678769,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,2,FALSE,0,0,0,1,0.00811223802156746,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,3,FALSE,0,0,0,1,0.00819745508488268,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,4,FALSE,0,0,0,1,0.00827680807560682,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,5,FALSE,0,0,0,1,0.00846452708356082,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,6,FALSE,0,0,0,1,0.00846931897103786,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,7,FALSE,0,0,0,1,0.0086646470008418,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,8,FALSE,0,0,0,1,0.00847420503851026,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,9,FALSE,0,0,0,1,0.00645115494262427,TRUE,"vcm",16,2,4000,"1"
"fpt1",1,10,FALSE,0,0,0,1,0.00598376896232367,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,1,FALSE,0,0,0,1,0.00797935493756086,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,2,FALSE,0,0,0,1,0.00796635204460472,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,3,FALSE,0,0,0,1,0.00791182392276824,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,4,FALSE,0,0,0,1,0.00774609902873635,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,5,FALSE,0,0,0,1,0.00774936308152974,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,6,FALSE,0,0,0,1,0.00774989603087306,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,7,FALSE,0,0,0,1,0.00782124407123774,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,8,FALSE,0,0,0,1,0.00784953602124006,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,9,FALSE,0,0,0,1,0.0078216940164566,TRUE,"vcm",16,2,4000,"1"
"fpt2",1,10,FALSE,0,0,0,1,0.00773597601801157,TRUE,"vcm",16,2,4000,"1"
