"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,10000,100,1,"hte","2","1","2","multi_arm_causal_forest",0.0191132033482442
"fpt1",4,5,10000,100,1,"hte","2","1","2","multi_arm_causal_forest",0.0176189215839285
"fpt2",4,5,10000,100,1,"hte","2","1","2","multi_arm_causal_forest",0.0173688736061868
"grad",4,5,10000,100,2,"hte","2","1","2","multi_arm_causal_forest",0.0260146235613438
"fpt1",4,5,10000,100,2,"hte","2","1","2","multi_arm_causal_forest",0.0272313052636563
"fpt2",4,5,10000,100,2,"hte","2","1","2","multi_arm_causal_forest",0.0263206859509876
"grad",4,5,10000,100,3,"hte","2","1","2","multi_arm_causal_forest",0.0333972673347993
"fpt1",4,5,10000,100,3,"hte","2","1","2","multi_arm_causal_forest",0.0324491157185991
"fpt2",4,5,10000,100,3,"hte","2","1","2","multi_arm_causal_forest",0.0315002945497147
"grad",4,5,10000,100,4,"hte","2","1","2","multi_arm_causal_forest",0.0153069606025303
"fpt1",4,5,10000,100,4,"hte","2","1","2","multi_arm_causal_forest",0.0166021788639363
"fpt2",4,5,10000,100,4,"hte","2","1","2","multi_arm_causal_forest",0.0164364325343495
"grad",4,5,10000,100,5,"hte","2","1","2","multi_arm_causal_forest",0.0198108675277806
"fpt1",4,5,10000,100,5,"hte","2","1","2","multi_arm_causal_forest",0.0188267303126175
"fpt2",4,5,10000,100,5,"hte","2","1","2","multi_arm_causal_forest",0.0185310872810192
"grad",4,5,10000,100,6,"hte","2","1","2","multi_arm_causal_forest",0.0166818542740015
"fpt1",4,5,10000,100,6,"hte","2","1","2","multi_arm_causal_forest",0.0174095208326968
"fpt2",4,5,10000,100,6,"hte","2","1","2","multi_arm_causal_forest",0.0159832400444297
"grad",4,5,10000,100,7,"hte","2","1","2","multi_arm_causal_forest",0.0198469501501048
"fpt1",4,5,10000,100,7,"hte","2","1","2","multi_arm_causal_forest",0.018267341523326
"fpt2",4,5,10000,100,7,"hte","2","1","2","multi_arm_causal_forest",0.0182267907155323
"grad",4,5,10000,100,8,"hte","2","1","2","multi_arm_causal_forest",0.0189329913758115
"fpt1",4,5,10000,100,8,"hte","2","1","2","multi_arm_causal_forest",0.0187050538495491
"fpt2",4,5,10000,100,8,"hte","2","1","2","multi_arm_causal_forest",0.0181440903993928
"grad",4,5,10000,100,9,"hte","2","1","2","multi_arm_causal_forest",0.0180501170777307
"fpt1",4,5,10000,100,9,"hte","2","1","2","multi_arm_causal_forest",0.0191189005128123
"fpt2",4,5,10000,100,9,"hte","2","1","2","multi_arm_causal_forest",0.0193377783203772
"grad",4,5,10000,100,10,"hte","2","1","2","multi_arm_causal_forest",0.0265276308836473
"fpt1",4,5,10000,100,10,"hte","2","1","2","multi_arm_causal_forest",0.0266026801046137
"fpt2",4,5,10000,100,10,"hte","2","1","2","multi_arm_causal_forest",0.0241477120899012
"grad",4,5,10000,100,11,"hte","2","1","2","multi_arm_causal_forest",0.0461205490508498
"fpt1",4,5,10000,100,11,"hte","2","1","2","multi_arm_causal_forest",0.0433282215847402
"fpt2",4,5,10000,100,11,"hte","2","1","2","multi_arm_causal_forest",0.04083855378572
"grad",4,5,10000,100,12,"hte","2","1","2","multi_arm_causal_forest",0.0205863443183121
"fpt1",4,5,10000,100,12,"hte","2","1","2","multi_arm_causal_forest",0.0202230729136196
"fpt2",4,5,10000,100,12,"hte","2","1","2","multi_arm_causal_forest",0.0181971594144129
"grad",4,5,10000,100,13,"hte","2","1","2","multi_arm_causal_forest",0.0308957309375689
"fpt1",4,5,10000,100,13,"hte","2","1","2","multi_arm_causal_forest",0.0278021176128108
"fpt2",4,5,10000,100,13,"hte","2","1","2","multi_arm_causal_forest",0.0268402953702706
"grad",4,5,10000,100,14,"hte","2","1","2","multi_arm_causal_forest",0.012892202266072
"fpt1",4,5,10000,100,14,"hte","2","1","2","multi_arm_causal_forest",0.0142942229558785
"fpt2",4,5,10000,100,14,"hte","2","1","2","multi_arm_causal_forest",0.0129333250176144
"grad",4,5,10000,100,15,"hte","2","1","2","multi_arm_causal_forest",0.0296453534064127
"fpt1",4,5,10000,100,15,"hte","2","1","2","multi_arm_causal_forest",0.0321792438474172
"fpt2",4,5,10000,100,15,"hte","2","1","2","multi_arm_causal_forest",0.0309283227511865
"grad",4,5,10000,100,16,"hte","2","1","2","multi_arm_causal_forest",0.0238175499531952
