"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest",0.0295661280705371
"FPT",256,5,20000,100,1,"vcm","2",2,NA,"lm_forest",0.0332663283884297
"grad",256,5,20000,100,2,"vcm","2",2,NA,"lm_forest",0.0277977940390095
"FPT",256,5,20000,100,2,"vcm","2",2,NA,"lm_forest",0.0317723229177333
"grad",256,5,20000,100,3,"vcm","2",2,NA,"lm_forest",0.0304186131381306
"FPT",256,5,20000,100,3,"vcm","2",2,NA,"lm_forest",0.0330202261299173
"grad",256,5,20000,100,4,"vcm","2",2,NA,"lm_forest",0.0305682111246929
"FPT",256,5,20000,100,4,"vcm","2",2,NA,"lm_forest",0.0330999380027949
"grad",256,5,20000,100,5,"vcm","2",2,NA,"lm_forest",0.031251749909103
"FPT",256,5,20000,100,5,"vcm","2",2,NA,"lm_forest",0.0328442997942965
"grad",256,5,20000,100,6,"vcm","2",2,NA,"lm_forest",0.0330952404080354
"FPT",256,5,20000,100,6,"vcm","2",2,NA,"lm_forest",0.0367279155287939
"grad",256,5,20000,100,7,"vcm","2",2,NA,"lm_forest",0.029305158815738
"FPT",256,5,20000,100,7,"vcm","2",2,NA,"lm_forest",0.0334383936910007
"grad",256,5,20000,100,8,"vcm","2",2,NA,"lm_forest",0.0299078113391246
"FPT",256,5,20000,100,8,"vcm","2",2,NA,"lm_forest",0.0314928967374543
"grad",256,5,20000,100,9,"vcm","2",2,NA,"lm_forest",0.0327714857515576
"FPT",256,5,20000,100,9,"vcm","2",2,NA,"lm_forest",0.0353735209005241
"grad",256,5,20000,100,10,"vcm","2",2,NA,"lm_forest",0.0299295726534189
"FPT",256,5,20000,100,10,"vcm","2",2,NA,"lm_forest",0.0323508364807441
"grad",256,5,20000,100,11,"vcm","2",2,NA,"lm_forest",0.0282114760381135
"FPT",256,5,20000,100,11,"vcm","2",2,NA,"lm_forest",0.0297764603653504
"grad",256,5,20000,100,12,"vcm","2",2,NA,"lm_forest",0.027163453127589
"FPT",256,5,20000,100,12,"vcm","2",2,NA,"lm_forest",0.0299821290194073
"grad",256,5,20000,100,13,"vcm","2",2,NA,"lm_forest",0.0302453935833015
"FPT",256,5,20000,100,13,"vcm","2",2,NA,"lm_forest",0.0314086424559333
"grad",256,5,20000,100,14,"vcm","2",2,NA,"lm_forest",0.0263691588954344
"FPT",256,5,20000,100,14,"vcm","2",2,NA,"lm_forest",0.0300298878996398
"grad",256,5,20000,100,15,"vcm","2",2,NA,"lm_forest",0.0266237776174663
"FPT",256,5,20000,100,15,"vcm","2",2,NA,"lm_forest",0.0299001791602289
"grad",256,5,20000,100,16,"vcm","2",2,NA,"lm_forest",0.0285297076272318
"FPT",256,5,20000,100,16,"vcm","2",2,NA,"lm_forest",0.0322214997994365
"grad",256,5,20000,100,17,"vcm","2",2,NA,"lm_forest",0.0296021306417499
"FPT",256,5,20000,100,17,"vcm","2",2,NA,"lm_forest",0.0325762576783712
"grad",256,5,20000,100,18,"vcm","2",2,NA,"lm_forest",0.0277082120578726
"FPT",256,5,20000,100,18,"vcm","2",2,NA,"lm_forest",0.03052311627968
"grad",256,5,20000,100,19,"vcm","2",2,NA,"lm_forest",0.027398994151271
"FPT",256,5,20000,100,19,"vcm","2",2,NA,"lm_forest",0.0296876556013703
"grad",256,5,20000,100,20,"vcm","2",2,NA,"lm_forest",0.027743466301192
"FPT",256,5,20000,100,20,"vcm","2",2,NA,"lm_forest",0.0292807408859488
"grad",256,5,20000,100,21,"vcm","2",2,NA,"lm_forest",0.0295187447529698
"FPT",256,5,20000,100,21,"vcm","2",2,NA,"lm_forest",0.0340529584600514
"grad",256,5,20000,100,22,"vcm","2",2,NA,"lm_forest",0.0267746289470891
"FPT",256,5,20000,100,22,"vcm","2",2,NA,"lm_forest",0.0295112224705662
"grad",256,5,20000,100,23,"vcm","2",2,NA,"lm_forest",0.0253209551348249
"FPT",256,5,20000,100,23,"vcm","2",2,NA,"lm_forest",0.0292321728983306
"grad",256,5,20000,100,24,"vcm","2",2,NA,"lm_forest",0.0286786407798551
"FPT",256,5,20000,100,24,"vcm","2",2,NA,"lm_forest",0.0310052735378697
"grad",256,5,20000,100,25,"vcm","2",2,NA,"lm_forest",0.0273357415906051
"FPT",256,5,20000,100,25,"vcm","2",2,NA,"lm_forest",0.0292725575654838
"grad",256,5,20000,100,26,"vcm","2",2,NA,"lm_forest",0.02764791613933
"FPT",256,5,20000,100,26,"vcm","2",2,NA,"lm_forest",0.0295347262917034
"grad",256,5,20000,100,27,"vcm","2",2,NA,"lm_forest",0.0313498374168946
"FPT",256,5,20000,100,27,"vcm","2",2,NA,"lm_forest",0.0346114868031968
"grad",256,5,20000,100,28,"vcm","2",2,NA,"lm_forest",0.0309370225912069
"FPT",256,5,20000,100,28,"vcm","2",2,NA,"lm_forest",0.0337580973428227
"grad",256,5,20000,100,29,"vcm","2",2,NA,"lm_forest",0.029794746929544
"FPT",256,5,20000,100,29,"vcm","2",2,NA,"lm_forest",0.0319359546040605
"grad",256,5,20000,100,30,"vcm","2",2,NA,"lm_forest",0.0253807128218108
"FPT",256,5,20000,100,30,"vcm","2",2,NA,"lm_forest",0.028264448895577
"grad",256,5,20000,100,31,"vcm","2",2,NA,"lm_forest",0.0315162973210378
"FPT",256,5,20000,100,31,"vcm","2",2,NA,"lm_forest",0.0342807932354239
"grad",256,5,20000,100,32,"vcm","2",2,NA,"lm_forest",0.0305873182547038
"FPT",256,5,20000,100,32,"vcm","2",2,NA,"lm_forest",0.0343571822943134
"grad",256,5,20000,100,33,"vcm","2",2,NA,"lm_forest",0.027716368888665
"FPT",256,5,20000,100,33,"vcm","2",2,NA,"lm_forest",0.0316670947033245
"grad",256,5,20000,100,34,"vcm","2",2,NA,"lm_forest",0.0246309902063731
"FPT",256,5,20000,100,34,"vcm","2",2,NA,"lm_forest",0.0263763795237055
"grad",256,5,20000,100,35,"vcm","2",2,NA,"lm_forest",0.0322593347332243
"FPT",256,5,20000,100,35,"vcm","2",2,NA,"lm_forest",0.0346881958471107
"grad",256,5,20000,100,36,"vcm","2",2,NA,"lm_forest",0.0321898296193767
"FPT",256,5,20000,100,36,"vcm","2",2,NA,"lm_forest",0.0348080170061046
"grad",256,5,20000,100,37,"vcm","2",2,NA,"lm_forest",0.0296516117740695
"FPT",256,5,20000,100,37,"vcm","2",2,NA,"lm_forest",0.0320754090017859
"grad",256,5,20000,100,38,"vcm","2",2,NA,"lm_forest",0.0291032964195865
"FPT",256,5,20000,100,38,"vcm","2",2,NA,"lm_forest",0.0313281329570937
"grad",256,5,20000,100,39,"vcm","2",2,NA,"lm_forest",0.0305125396592133
"FPT",256,5,20000,100,39,"vcm","2",2,NA,"lm_forest",0.0324094342297764
"grad",256,5,20000,100,40,"vcm","2",2,NA,"lm_forest",0.0308722411606121
"FPT",256,5,20000,100,40,"vcm","2",2,NA,"lm_forest",0.03433967336137
