"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta2",0.00116838305756432
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta3",0.323941944581374
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta4",0.050307023218946
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta5",0.0431454192601064
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta6",0.0211513949875942
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta7",0.106709102896969
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta8",0.137217877592119
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta9",0.148798864683373
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta10",0.00273904755104839
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta11",0.00342046913593232
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta12",0.214507660535749
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta13",0.251372726896249
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta14",0.331998300166516
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta15",0.153078969965839
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta16",0.0656141154335267
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta17",0.164254232310467
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta18",0.00580511343218189
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta19",0.0913359745119248
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta20",0.00262312687942782
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta21",0.00538900511184599
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta22",0.371960401162069
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta23",0.121206695665936
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta24",0.000557296765604293
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta25",0.000383127276022049
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta26",0.024872742146035
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta27",0.221300861356893
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta28",0.140101750232085
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta29",0.191414279856389
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta30",0.164792773169536
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta31",0.00422135504002234
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta32",0.138512883373191
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta33",0.00772015022742146
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta34",0.00559700522155752
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta35",0.3240616555196
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta36",0.183085197133049
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta37",0.201251568703183
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta38",0.263353506485072
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta39",0.0346294730980023
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta40",0.100463580704699
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta41",0.068405592614437
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta42",0.000780698967310861
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta43",0.0607818979815185
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta44",0.230906988620497
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta45",0.0119494700279339
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta46",0.215243212867538
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta47",0.0751523914766166
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta48",0.199423314138051
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta49",0.154780606710711
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta50",0.203871308396519
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta51",0.00177145557678004
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta52",0.0539861493988365
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta53",0.222549531694328
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta54",0.00280067880755943
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta55",0.169078441453065
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta56",0.0237650084793462
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta57",0.0141798022421154
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta58",0.217261569473146
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta59",0.189145222428268
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta60",0.0608392296054168
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta61",0.0205708176259807
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest","theta62",0.00531514676841474
