"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,10000,100,1,"hte","3","2","1","multi_arm_causal_forest",0.0223725160367361
"fpt1",4,5,10000,100,1,"hte","3","2","1","multi_arm_causal_forest",0.0206345533259485
"fpt2",4,5,10000,100,1,"hte","3","2","1","multi_arm_causal_forest",0.0201842515017262
"grad",4,5,10000,100,2,"hte","3","2","1","multi_arm_causal_forest",0.0122166022467827
"fpt1",4,5,10000,100,2,"hte","3","2","1","multi_arm_causal_forest",0.0125174037392083
"fpt2",4,5,10000,100,2,"hte","3","2","1","multi_arm_causal_forest",0.0126942369547325
"grad",4,5,10000,100,3,"hte","3","2","1","multi_arm_causal_forest",0.00949212466829586
"fpt1",4,5,10000,100,3,"hte","3","2","1","multi_arm_causal_forest",0.0100933112727462
"fpt2",4,5,10000,100,3,"hte","3","2","1","multi_arm_causal_forest",0.00943024867212277
"grad",4,5,10000,100,4,"hte","3","2","1","multi_arm_causal_forest",0.0277126024933124
"fpt1",4,5,10000,100,4,"hte","3","2","1","multi_arm_causal_forest",0.0276739076100761
"fpt2",4,5,10000,100,4,"hte","3","2","1","multi_arm_causal_forest",0.0266989937480762
"grad",4,5,10000,100,5,"hte","3","2","1","multi_arm_causal_forest",0.0133497967503327
"fpt1",4,5,10000,100,5,"hte","3","2","1","multi_arm_causal_forest",0.0138241009925608
"fpt2",4,5,10000,100,5,"hte","3","2","1","multi_arm_causal_forest",0.0126010684930358
"grad",4,5,10000,100,6,"hte","3","2","1","multi_arm_causal_forest",0.0188312534222933
"fpt1",4,5,10000,100,6,"hte","3","2","1","multi_arm_causal_forest",0.0213340424003945
"fpt2",4,5,10000,100,6,"hte","3","2","1","multi_arm_causal_forest",0.0218668315760992
"grad",4,5,10000,100,7,"hte","3","2","1","multi_arm_causal_forest",0.0088256826016175
"fpt1",4,5,10000,100,7,"hte","3","2","1","multi_arm_causal_forest",0.00922773478482866
"fpt2",4,5,10000,100,7,"hte","3","2","1","multi_arm_causal_forest",0.00915200421555018
"grad",4,5,10000,100,8,"hte","3","2","1","multi_arm_causal_forest",0.0144617198432117
"fpt1",4,5,10000,100,8,"hte","3","2","1","multi_arm_causal_forest",0.0139847864036991
"fpt2",4,5,10000,100,8,"hte","3","2","1","multi_arm_causal_forest",0.0146040894503667
"grad",4,5,10000,100,9,"hte","3","2","1","multi_arm_causal_forest",0.0131209391885271
"fpt1",4,5,10000,100,9,"hte","3","2","1","multi_arm_causal_forest",0.0121641506075249
"fpt2",4,5,10000,100,9,"hte","3","2","1","multi_arm_causal_forest",0.0129194768276261
"grad",4,5,10000,100,10,"hte","3","2","1","multi_arm_causal_forest",0.0193609463977987
