"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,10000,100,1,"vcm","1",1,NA,"lm_forest",0.00865223938773981
"fpt1",4,5,10000,100,1,"vcm","1",1,NA,"lm_forest",0.00873919031662895
"fpt2",4,5,10000,100,1,"vcm","1",1,NA,"lm_forest",0.00862401012488337
"grad",4,5,10000,100,2,"vcm","1",1,NA,"lm_forest",0.0090506017856127
"fpt1",4,5,10000,100,2,"vcm","1",1,NA,"lm_forest",0.00914992464704679
"fpt2",4,5,10000,100,2,"vcm","1",1,NA,"lm_forest",0.00907567645451601
"grad",4,5,10000,100,3,"vcm","1",1,NA,"lm_forest",0.00987913127833107
"fpt1",4,5,10000,100,3,"vcm","1",1,NA,"lm_forest",0.0100690096243766
"fpt2",4,5,10000,100,3,"vcm","1",1,NA,"lm_forest",0.00981334900731467
"grad",4,5,10000,100,4,"vcm","1",1,NA,"lm_forest",0.00918204149027123
"fpt1",4,5,10000,100,4,"vcm","1",1,NA,"lm_forest",0.00905570823810146
"fpt2",4,5,10000,100,4,"vcm","1",1,NA,"lm_forest",0.00912453055834584
"grad",4,5,10000,100,5,"vcm","1",1,NA,"lm_forest",0.0084135695264478
"fpt1",4,5,10000,100,5,"vcm","1",1,NA,"lm_forest",0.00860838497127851
"fpt2",4,5,10000,100,5,"vcm","1",1,NA,"lm_forest",0.00846055388454138
"grad",4,5,10000,100,6,"vcm","1",1,NA,"lm_forest",0.00842972808309361
"fpt1",4,5,10000,100,6,"vcm","1",1,NA,"lm_forest",0.00862166191654186
"fpt2",4,5,10000,100,6,"vcm","1",1,NA,"lm_forest",0.00857349184208346
"grad",4,5,10000,100,7,"vcm","1",1,NA,"lm_forest",0.00819101176989451
"fpt1",4,5,10000,100,7,"vcm","1",1,NA,"lm_forest",0.00829458047760919
"fpt2",4,5,10000,100,7,"vcm","1",1,NA,"lm_forest",0.00813426320611021
"grad",4,5,10000,100,8,"vcm","1",1,NA,"lm_forest",0.00950162301966206
"fpt1",4,5,10000,100,8,"vcm","1",1,NA,"lm_forest",0.00967049687472099
"fpt2",4,5,10000,100,8,"vcm","1",1,NA,"lm_forest",0.00968069640393605
"grad",4,5,10000,100,9,"vcm","1",1,NA,"lm_forest",0.00959126671136318
"fpt1",4,5,10000,100,9,"vcm","1",1,NA,"lm_forest",0.00963681892423632
"fpt2",4,5,10000,100,9,"vcm","1",1,NA,"lm_forest",0.00965923672553516
"grad",4,5,10000,100,10,"vcm","1",1,NA,"lm_forest",0.00922778091551986
"fpt1",4,5,10000,100,10,"vcm","1",1,NA,"lm_forest",0.00910564344949011
"fpt2",4,5,10000,100,10,"vcm","1",1,NA,"lm_forest",0.00912333533659963
"grad",4,5,10000,100,11,"vcm","1",1,NA,"lm_forest",0.00897577476949101
"fpt1",4,5,10000,100,11,"vcm","1",1,NA,"lm_forest",0.00916479441005639
"fpt2",4,5,10000,100,11,"vcm","1",1,NA,"lm_forest",0.00906534848079917
"grad",4,5,10000,100,12,"vcm","1",1,NA,"lm_forest",0.00839925367448161
"fpt1",4,5,10000,100,12,"vcm","1",1,NA,"lm_forest",0.00837298566264286
"fpt2",4,5,10000,100,12,"vcm","1",1,NA,"lm_forest",0.00828877181773298
"grad",4,5,10000,100,13,"vcm","1",1,NA,"lm_forest",0.0102838911316684
"fpt1",4,5,10000,100,13,"vcm","1",1,NA,"lm_forest",0.0100822806709335
"fpt2",4,5,10000,100,13,"vcm","1",1,NA,"lm_forest",0.0100447183767709
"grad",4,5,10000,100,14,"vcm","1",1,NA,"lm_forest",0.00750318814850732
"fpt1",4,5,10000,100,14,"vcm","1",1,NA,"lm_forest",0.00769448772239444
"fpt2",4,5,10000,100,14,"vcm","1",1,NA,"lm_forest",0.00763417766907068
"grad",4,5,10000,100,15,"vcm","1",1,NA,"lm_forest",0.0082263061363465
"fpt1",4,5,10000,100,15,"vcm","1",1,NA,"lm_forest",0.00837362830450619
"fpt2",4,5,10000,100,15,"vcm","1",1,NA,"lm_forest",0.00821050329512248
"grad",4,5,10000,100,16,"vcm","1",1,NA,"lm_forest",0.00889974060658042
"fpt1",4,5,10000,100,16,"vcm","1",1,NA,"lm_forest",0.00918504524933786
"fpt2",4,5,10000,100,16,"vcm","1",1,NA,"lm_forest",0.00914748173026836
"grad",4,5,10000,100,17,"vcm","1",1,NA,"lm_forest",0.00827904902597933
"fpt1",4,5,10000,100,17,"vcm","1",1,NA,"lm_forest",0.00838275980823512
"fpt2",4,5,10000,100,17,"vcm","1",1,NA,"lm_forest",0.0079650436688581
"grad",4,5,10000,100,18,"vcm","1",1,NA,"lm_forest",0.010021838776196
"fpt1",4,5,10000,100,18,"vcm","1",1,NA,"lm_forest",0.00995808585967509
