"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest",0.0667013383801677
"FPT",256,5,20000,100,1,"hte","1",1,1,"multi_arm_causal_forest",0.0592298910729615
"grad",256,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest",0.0942513286434147
"FPT",256,5,20000,100,2,"hte","1",1,1,"multi_arm_causal_forest",0.0861384339203621
"grad",256,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest",0.0763344108128947
"FPT",256,5,20000,100,3,"hte","1",1,1,"multi_arm_causal_forest",0.0633222919582718
"grad",256,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest",0.0821951543275721
"FPT",256,5,20000,100,4,"hte","1",1,1,"multi_arm_causal_forest",0.0744736879394324
"grad",256,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest",0.106286903794734
"FPT",256,5,20000,100,5,"hte","1",1,1,"multi_arm_causal_forest",0.0905416454806615
"grad",256,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest",0.082884486993116
"FPT",256,5,20000,100,6,"hte","1",1,1,"multi_arm_causal_forest",0.078128286586722
"grad",256,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest",0.0612392398930748
"FPT",256,5,20000,100,7,"hte","1",1,1,"multi_arm_causal_forest",0.0503427543085199
"grad",256,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest",0.075123296827946
"FPT",256,5,20000,100,8,"hte","1",1,1,"multi_arm_causal_forest",0.0613749163929764
"grad",256,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest",0.0759170511260844
"FPT",256,5,20000,100,9,"hte","1",1,1,"multi_arm_causal_forest",0.0705205759880592
"grad",256,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest",0.0682860901902142
"FPT",256,5,20000,100,10,"hte","1",1,1,"multi_arm_causal_forest",0.0622406596308265
"grad",256,5,20000,100,11,"hte","1",1,1,"multi_arm_causal_forest",0.0768846077153875
"FPT",256,5,20000,100,11,"hte","1",1,1,"multi_arm_causal_forest",0.0672506274686221
"grad",256,5,20000,100,12,"hte","1",1,1,"multi_arm_causal_forest",0.130315891461193
"FPT",256,5,20000,100,12,"hte","1",1,1,"multi_arm_causal_forest",0.12107634133564
"grad",256,5,20000,100,13,"hte","1",1,1,"multi_arm_causal_forest",0.108824298467637
"FPT",256,5,20000,100,13,"hte","1",1,1,"multi_arm_causal_forest",0.0939700772893535
"grad",256,5,20000,100,14,"hte","1",1,1,"multi_arm_causal_forest",0.0902302185779357
"FPT",256,5,20000,100,14,"hte","1",1,1,"multi_arm_causal_forest",0.0864512882887637
"grad",256,5,20000,100,15,"hte","1",1,1,"multi_arm_causal_forest",0.0634658251657595
"FPT",256,5,20000,100,15,"hte","1",1,1,"multi_arm_causal_forest",0.0579127901766444
"grad",256,5,20000,100,16,"hte","1",1,1,"multi_arm_causal_forest",0.181897845149759
"FPT",256,5,20000,100,16,"hte","1",1,1,"multi_arm_causal_forest",0.181113707761679
"grad",256,5,20000,100,17,"hte","1",1,1,"multi_arm_causal_forest",0.0799028266025338
"FPT",256,5,20000,100,17,"hte","1",1,1,"multi_arm_causal_forest",0.0738367352127645
"grad",256,5,20000,100,18,"hte","1",1,1,"multi_arm_causal_forest",0.069017752491811
"FPT",256,5,20000,100,18,"hte","1",1,1,"multi_arm_causal_forest",0.0594861378284392
"grad",256,5,20000,100,19,"hte","1",1,1,"multi_arm_causal_forest",0.0771355505033363
"FPT",256,5,20000,100,19,"hte","1",1,1,"multi_arm_causal_forest",0.066656372982767
"grad",256,5,20000,100,20,"hte","1",1,1,"multi_arm_causal_forest",0.0903764375547663
"FPT",256,5,20000,100,20,"hte","1",1,1,"multi_arm_causal_forest",0.0777536408046472
"grad",256,5,20000,100,21,"hte","1",1,1,"multi_arm_causal_forest",0.0880394899127119
"FPT",256,5,20000,100,21,"hte","1",1,1,"multi_arm_causal_forest",0.0796375498155361
"grad",256,5,20000,100,22,"hte","1",1,1,"multi_arm_causal_forest",0.0751984009891482
"FPT",256,5,20000,100,22,"hte","1",1,1,"multi_arm_causal_forest",0.0699819947144148
"grad",256,5,20000,100,23,"hte","1",1,1,"multi_arm_causal_forest",0.075147193118071
"FPT",256,5,20000,100,23,"hte","1",1,1,"multi_arm_causal_forest",0.0661562602454309
"grad",256,5,20000,100,24,"hte","1",1,1,"multi_arm_causal_forest",0.0818075357524942
"FPT",256,5,20000,100,24,"hte","1",1,1,"multi_arm_causal_forest",0.0704089834209396
