"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","effect","dim_mse"
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta1",0.0557206505937832
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta2",0.0434787587975795
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta3",0.0345562280756673
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta4",0.0125462714690097
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta5",0.113031888250474
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta6",0.0505114908919545
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta7",0.0444077810256196
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta8",0.0291761651795085
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta9",0.0902677597533705
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta10",0.0802856590499827
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta11",0.0803635691474359
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta12",0.0324197070349659
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta13",0.0212963611389459
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta14",0.0275026628120097
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta15",0.0219276976686252
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta16",0.0482345585999538
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta17",0.011841186416963
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta18",0.0913917158205129
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta19",0.0572548219053555
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta20",0.0562241937701825
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta21",0.109659126086127
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta22",0.103569790163911
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta23",0.0905322975809767
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta24",0.0195771411199049
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta25",0.0312505250036983
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta26",0.0349830745231897
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta27",0.0863915555169596
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta28",0.0217667022579057
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta29",0.0204856027764735
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta30",0.0774614147325344
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta31",0.0174535823639113
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta32",0.0265017819302323
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta33",0.0924727964362777
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta34",0.119506590731246
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta35",0.0117542340520645
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta36",0.098128933791329
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta37",0.0590209792453781
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta38",0.0520671643484241
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta39",0.0353924050839524
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta40",0.023716380822822
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta41",0.0773851651967912
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta42",0.0956824118626489
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta43",0.0903434888901355
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta44",0.0743795575133651
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta45",0.0732639650483234
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta46",0.0741440146132899
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta47",0.0898430005742936
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta48",0.0404592548091671
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta49",0.026261989287287
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta50",0.012334913393425
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta51",0.0126914836827724
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta52",0.0979072447102125
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta53",0.0218786021656978
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta54",0.0690622670458304
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta55",0.0350388614531442
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta56",0.039200288802313
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta57",0.079042101198425
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta58",0.0142364643218885
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta59",0.149445003720402
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta60",0.0212007288335755
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta61",0.0136878163848839
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta62",0.0683360448158173
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta63",0.0123723335033574
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta64",0.00959451770008887
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta65",0.108851685727413
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta66",0.024219681289872
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta67",0.0101215090440357
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta68",0.108086153176149
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta69",0.0633335708231006
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta70",0.0191675567374261
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta71",0.080225254624211
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta72",0.0458975716230793
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta73",0.0204395827614241
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta74",0.0119908222635615
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta75",0.0409219672439723
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta76",0.02087601488423
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta77",0.0510317494306936
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta78",0.0762634842065466
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta79",0.0258675725387105
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta80",0.0142219581989717
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta81",0.0675784811039529
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta82",0.0725355701969288
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta83",0.101716446765608
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta84",0.0206812077464762
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta85",0.0253658636263233
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta86",0.0286186255514806
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta87",0.0159870998060496
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta88",0.0747335629586965
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta89",0.0713897985171125
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta90",0.0762755272035439
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta91",0.020774099578015
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta92",0.0707053003683046
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta93",0.0134968748116119
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta94",0.0120518483374708
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta95",0.0857050693871441
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta96",0.0151080399001023
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta97",0.0168915443958942
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta98",0.0199664370069738
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta99",0.0595144134916031
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta100",0.0213452915411634
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta101",0.0169684363858315
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta102",0.0989426919713279
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta103",0.0203294311308504
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta104",0.0800494174026828
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta105",0.0131875585659395
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta106",0.0233548406277302
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta107",0.0177989326938442
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta108",0.0856054974030919
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta109",0.0337999766591963
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta110",0.101714595847603
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta111",0.0150863683583803
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta112",0.0970557332318216
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta113",0.0270603594959162
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta114",0.0210964462808897
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta115",0.0121067284542116
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta116",0.0342910432388076
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta117",0.0105819162309867
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta118",0.0474736131186507
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta119",0.0105382561224807
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta120",0.110950975590841
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta121",0.0251098420444929
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta122",0.0275996127292722
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta123",0.0190481021062376
"grad",256,5,20000,100,1,"vcm","3",3,NA,"lm_forest","theta124",0.102498280869091
