"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",0.120782198782922
"FPT",256,5,20000,100,1,"hte","4",3,2,"multi_arm_causal_forest",0.120782198782922
"grad",256,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest",0.129512083780344
"FPT",256,5,20000,100,2,"hte","4",3,2,"multi_arm_causal_forest",0.129512083780344
"grad",256,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest",0.11892072662137
"FPT",256,5,20000,100,3,"hte","4",3,2,"multi_arm_causal_forest",0.11892072662137
"grad",256,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest",0.115263995827062
"FPT",256,5,20000,100,4,"hte","4",3,2,"multi_arm_causal_forest",0.115263995827062
"grad",256,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest",0.112588535450021
"FPT",256,5,20000,100,5,"hte","4",3,2,"multi_arm_causal_forest",0.112588535450021
"grad",256,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest",0.116635295784084
"FPT",256,5,20000,100,6,"hte","4",3,2,"multi_arm_causal_forest",0.116635295784084
"grad",256,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest",0.108918118836159
"FPT",256,5,20000,100,7,"hte","4",3,2,"multi_arm_causal_forest",0.108918118836159
"grad",256,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest",0.107146719705545
"FPT",256,5,20000,100,8,"hte","4",3,2,"multi_arm_causal_forest",0.107146719705545
"grad",256,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest",0.111402543937015
"FPT",256,5,20000,100,9,"hte","4",3,2,"multi_arm_causal_forest",0.111402543937015
"grad",256,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest",0.123090301135449
"FPT",256,5,20000,100,10,"hte","4",3,2,"multi_arm_causal_forest",0.123090301135449
"grad",256,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest",0.117700352792904
"FPT",256,5,20000,100,11,"hte","4",3,2,"multi_arm_causal_forest",0.117700352792904
"grad",256,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest",0.122668085515194
"FPT",256,5,20000,100,12,"hte","4",3,2,"multi_arm_causal_forest",0.122668085515194
"grad",256,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest",0.120384545229905
"FPT",256,5,20000,100,13,"hte","4",3,2,"multi_arm_causal_forest",0.120384545229905
"grad",256,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest",0.122683619752434
"FPT",256,5,20000,100,14,"hte","4",3,2,"multi_arm_causal_forest",0.122683619752434
"grad",256,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest",0.10831337489107
"FPT",256,5,20000,100,15,"hte","4",3,2,"multi_arm_causal_forest",0.10831337489107
"grad",256,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest",0.11751305528591
"FPT",256,5,20000,100,16,"hte","4",3,2,"multi_arm_causal_forest",0.11751305528591
"grad",256,5,20000,100,17,"hte","4",3,2,"multi_arm_causal_forest",0.110733179589315
