"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,10000,100,1,"hte","4","3","2","multi_arm_causal_forest",0.0753230080123225
"fpt1",4,5,10000,100,1,"hte","4","3","2","multi_arm_causal_forest",0.0690610716846636
"fpt2",4,5,10000,100,1,"hte","4","3","2","multi_arm_causal_forest",0.0672362087289967
"grad",4,5,10000,100,2,"hte","4","3","2","multi_arm_causal_forest",0.0501928047344236
"fpt1",4,5,10000,100,2,"hte","4","3","2","multi_arm_causal_forest",0.0551041658952382
"fpt2",4,5,10000,100,2,"hte","4","3","2","multi_arm_causal_forest",0.0582114290239446
"grad",4,5,10000,100,3,"hte","4","3","2","multi_arm_causal_forest",0.0239078881418989
"fpt1",4,5,10000,100,3,"hte","4","3","2","multi_arm_causal_forest",0.0251613888285376
"fpt2",4,5,10000,100,3,"hte","4","3","2","multi_arm_causal_forest",0.0267634347526504
"grad",4,5,10000,100,4,"hte","4","3","2","multi_arm_causal_forest",0.012274568934051
"fpt1",4,5,10000,100,4,"hte","4","3","2","multi_arm_causal_forest",0.0126059910177125
"fpt2",4,5,10000,100,4,"hte","4","3","2","multi_arm_causal_forest",0.0143934266903981
"grad",4,5,10000,100,5,"hte","4","3","2","multi_arm_causal_forest",0.0295298140891076
"fpt1",4,5,10000,100,5,"hte","4","3","2","multi_arm_causal_forest",0.0272666014814705
"fpt2",4,5,10000,100,5,"hte","4","3","2","multi_arm_causal_forest",0.0273093463923877
"grad",4,5,10000,100,6,"hte","4","3","2","multi_arm_causal_forest",0.0291815352765149
"fpt1",4,5,10000,100,6,"hte","4","3","2","multi_arm_causal_forest",0.0296863091092168
"fpt2",4,5,10000,100,6,"hte","4","3","2","multi_arm_causal_forest",0.0301222199424217
"grad",4,5,10000,100,7,"hte","4","3","2","multi_arm_causal_forest",0.0422003533941359
"fpt1",4,5,10000,100,7,"hte","4","3","2","multi_arm_causal_forest",0.041943733091201
"fpt2",4,5,10000,100,7,"hte","4","3","2","multi_arm_causal_forest",0.0367679916829332
"grad",4,5,10000,100,8,"hte","4","3","2","multi_arm_causal_forest",0.0569832840499195
"fpt1",4,5,10000,100,8,"hte","4","3","2","multi_arm_causal_forest",0.0532928093675052
"fpt2",4,5,10000,100,8,"hte","4","3","2","multi_arm_causal_forest",0.0531347205309697
"grad",4,5,10000,100,9,"hte","4","3","2","multi_arm_causal_forest",0.0303193102595617
"fpt1",4,5,10000,100,9,"hte","4","3","2","multi_arm_causal_forest",0.0319027805183433
"fpt2",4,5,10000,100,9,"hte","4","3","2","multi_arm_causal_forest",0.03264774218847
"grad",4,5,10000,100,10,"hte","4","3","2","multi_arm_causal_forest",0.0716238066669995
"fpt1",4,5,10000,100,10,"hte","4","3","2","multi_arm_causal_forest",0.0672752237505195
"fpt2",4,5,10000,100,10,"hte","4","3","2","multi_arm_causal_forest",0.062403412690581
"grad",4,5,10000,100,11,"hte","4","3","2","multi_arm_causal_forest",0.060344380634259
"fpt1",4,5,10000,100,11,"hte","4","3","2","multi_arm_causal_forest",0.0599556771978892
"fpt2",4,5,10000,100,11,"hte","4","3","2","multi_arm_causal_forest",0.0643272050645173
"grad",4,5,10000,100,12,"hte","4","3","2","multi_arm_causal_forest",0.0349368458950794
"fpt1",4,5,10000,100,12,"hte","4","3","2","multi_arm_causal_forest",0.0331509187847511
"fpt2",4,5,10000,100,12,"hte","4","3","2","multi_arm_causal_forest",0.0381128651551441
"grad",4,5,10000,100,13,"hte","4","3","2","multi_arm_causal_forest",0.0396500234808794
"fpt1",4,5,10000,100,13,"hte","4","3","2","multi_arm_causal_forest",0.040927020541483
"fpt2",4,5,10000,100,13,"hte","4","3","2","multi_arm_causal_forest",0.041557497951166
"grad",4,5,10000,100,14,"hte","4","3","2","multi_arm_causal_forest",0.055693410507838
"fpt1",4,5,10000,100,14,"hte","4","3","2","multi_arm_causal_forest",0.0564852945804485
"fpt2",4,5,10000,100,14,"hte","4","3","2","multi_arm_causal_forest",0.0536162095834302
"grad",4,5,10000,100,15,"hte","4","3","2","multi_arm_causal_forest",0.0845065377210641
"fpt1",4,5,10000,100,15,"hte","4","3","2","multi_arm_causal_forest",0.0858703327661731
"fpt2",4,5,10000,100,15,"hte","4","3","2","multi_arm_causal_forest",0.0794205339953789
