"method","K","p","n","nt","rep","model_type","setting_id","effect_type","prob_type","FUN","avg_mse"
"grad",4,5,10000,100,1,"vcm","4",4,NA,"lm_forest",0.0183929659819153
"fpt1",4,5,10000,100,1,"vcm","4",4,NA,"lm_forest",0.0182017027239787
"fpt2",4,5,10000,100,1,"vcm","4",4,NA,"lm_forest",0.0178790319089277
"grad",4,5,10000,100,2,"vcm","4",4,NA,"lm_forest",0.0156856974002676
"fpt1",4,5,10000,100,2,"vcm","4",4,NA,"lm_forest",0.0159651828910123
"fpt2",4,5,10000,100,2,"vcm","4",4,NA,"lm_forest",0.015265310985614
"grad",4,5,10000,100,3,"vcm","4",4,NA,"lm_forest",0.0158535689392526
"fpt1",4,5,10000,100,3,"vcm","4",4,NA,"lm_forest",0.0155499290834062
"fpt2",4,5,10000,100,3,"vcm","4",4,NA,"lm_forest",0.0155489002505465
"grad",4,5,10000,100,4,"vcm","4",4,NA,"lm_forest",0.0186927426430876
"fpt1",4,5,10000,100,4,"vcm","4",4,NA,"lm_forest",0.0184420076696036
"fpt2",4,5,10000,100,4,"vcm","4",4,NA,"lm_forest",0.0187135281623811
"grad",4,5,10000,100,5,"vcm","4",4,NA,"lm_forest",0.0153250674448332
"fpt1",4,5,10000,100,5,"vcm","4",4,NA,"lm_forest",0.0156179796256851
"fpt2",4,5,10000,100,5,"vcm","4",4,NA,"lm_forest",0.0157700360689423
"grad",4,5,10000,100,6,"vcm","4",4,NA,"lm_forest",0.0176241006854728
"fpt1",4,5,10000,100,6,"vcm","4",4,NA,"lm_forest",0.0173002692426881
"fpt2",4,5,10000,100,6,"vcm","4",4,NA,"lm_forest",0.0173012816412459
"grad",4,5,10000,100,7,"vcm","4",4,NA,"lm_forest",0.0170704638768748
"fpt1",4,5,10000,100,7,"vcm","4",4,NA,"lm_forest",0.0174547234902555
"fpt2",4,5,10000,100,7,"vcm","4",4,NA,"lm_forest",0.0175150837758569
"grad",4,5,10000,100,8,"vcm","4",4,NA,"lm_forest",0.017423875660434
"fpt1",4,5,10000,100,8,"vcm","4",4,NA,"lm_forest",0.0177723476100756
"fpt2",4,5,10000,100,8,"vcm","4",4,NA,"lm_forest",0.0174966557313737
"grad",4,5,10000,100,9,"vcm","4",4,NA,"lm_forest",0.0172031211135827
"fpt1",4,5,10000,100,9,"vcm","4",4,NA,"lm_forest",0.0172849415604916
"fpt2",4,5,10000,100,9,"vcm","4",4,NA,"lm_forest",0.0171523402125553
"grad",4,5,10000,100,10,"vcm","4",4,NA,"lm_forest",0.0143632511185128
"fpt1",4,5,10000,100,10,"vcm","4",4,NA,"lm_forest",0.0145232713079437
"fpt2",4,5,10000,100,10,"vcm","4",4,NA,"lm_forest",0.014824418775856
"grad",4,5,10000,100,11,"vcm","4",4,NA,"lm_forest",0.0150235515065636
"fpt1",4,5,10000,100,11,"vcm","4",4,NA,"lm_forest",0.0152604307798118
"fpt2",4,5,10000,100,11,"vcm","4",4,NA,"lm_forest",0.0151028937494419
"grad",4,5,10000,100,12,"vcm","4",4,NA,"lm_forest",0.0207018520985491
"fpt1",4,5,10000,100,12,"vcm","4",4,NA,"lm_forest",0.0206442780812058
"fpt2",4,5,10000,100,12,"vcm","4",4,NA,"lm_forest",0.020181986985552
"grad",4,5,10000,100,13,"vcm","4",4,NA,"lm_forest",0.0168829265773808
"fpt1",4,5,10000,100,13,"vcm","4",4,NA,"lm_forest",0.017080046289161
"fpt2",4,5,10000,100,13,"vcm","4",4,NA,"lm_forest",0.0172070717935843
"grad",4,5,10000,100,14,"vcm","4",4,NA,"lm_forest",0.0186767923994319
"fpt1",4,5,10000,100,14,"vcm","4",4,NA,"lm_forest",0.0185138962825289
"fpt2",4,5,10000,100,14,"vcm","4",4,NA,"lm_forest",0.0182515437256927
"grad",4,5,10000,100,15,"vcm","4",4,NA,"lm_forest",0.0140416932101681
"fpt1",4,5,10000,100,15,"vcm","4",4,NA,"lm_forest",0.0143370484264195
"fpt2",4,5,10000,100,15,"vcm","4",4,NA,"lm_forest",0.0137111090488577
"grad",4,5,10000,100,16,"vcm","4",4,NA,"lm_forest",0.0132357487449997
"fpt1",4,5,10000,100,16,"vcm","4",4,NA,"lm_forest",0.0131794399718946
"fpt2",4,5,10000,100,16,"vcm","4",4,NA,"lm_forest",0.0130015281539148
"grad",4,5,10000,100,17,"vcm","4",4,NA,"lm_forest",0.0164277302335527
"fpt1",4,5,10000,100,17,"vcm","4",4,NA,"lm_forest",0.0159382377401163
"fpt2",4,5,10000,100,17,"vcm","4",4,NA,"lm_forest",0.0163292020183129
"grad",4,5,10000,100,18,"vcm","4",4,NA,"lm_forest",0.0156493848221199
"fpt1",4,5,10000,100,18,"vcm","4",4,NA,"lm_forest",0.0160790981514395
"fpt2",4,5,10000,100,18,"vcm","4",4,NA,"lm_forest",0.0158580226547235
"grad",4,5,10000,100,19,"vcm","4",4,NA,"lm_forest",0.0192019235817441
"fpt1",4,5,10000,100,19,"vcm","4",4,NA,"lm_forest",0.0190120721506763
"fpt2",4,5,10000,100,19,"vcm","4",4,NA,"lm_forest",0.0190659134297492
"grad",4,5,10000,100,20,"vcm","4",4,NA,"lm_forest",0.0184816164247593
"fpt1",4,5,10000,100,20,"vcm","4",4,NA,"lm_forest",0.0183837946829995
"fpt2",4,5,10000,100,20,"vcm","4",4,NA,"lm_forest",0.017844705615473
"grad",4,5,10000,100,21,"vcm","4",4,NA,"lm_forest",0.0157716839771058
"fpt1",4,5,10000,100,21,"vcm","4",4,NA,"lm_forest",0.0159014554291043
"fpt2",4,5,10000,100,21,"vcm","4",4,NA,"lm_forest",0.015366374641546
"grad",4,5,10000,100,22,"vcm","4",4,NA,"lm_forest",0.0151739258468238
"fpt1",4,5,10000,100,22,"vcm","4",4,NA,"lm_forest",0.0153027436475619
"fpt2",4,5,10000,100,22,"vcm","4",4,NA,"lm_forest",0.0151914674240383
"grad",4,5,10000,100,23,"vcm","4",4,NA,"lm_forest",0.0214398967739581
"fpt1",4,5,10000,100,23,"vcm","4",4,NA,"lm_forest",0.0214801554139349
"fpt2",4,5,10000,100,23,"vcm","4",4,NA,"lm_forest",0.0216286845025366
"grad",4,5,10000,100,24,"vcm","4",4,NA,"lm_forest",0.0145492897551639
"fpt1",4,5,10000,100,24,"vcm","4",4,NA,"lm_forest",0.0144342534452726
"fpt2",4,5,10000,100,24,"vcm","4",4,NA,"lm_forest",0.0138858650620495
"grad",4,5,10000,100,25,"vcm","4",4,NA,"lm_forest",0.0180383561532147
"fpt1",4,5,10000,100,25,"vcm","4",4,NA,"lm_forest",0.0178122154290832
"fpt2",4,5,10000,100,25,"vcm","4",4,NA,"lm_forest",0.0177646937174522
"grad",4,5,10000,100,26,"vcm","4",4,NA,"lm_forest",0.0190872865549475
"fpt1",4,5,10000,100,26,"vcm","4",4,NA,"lm_forest",0.0193225980751535
"fpt2",4,5,10000,100,26,"vcm","4",4,NA,"lm_forest",0.0194649283053387
"grad",4,5,10000,100,27,"vcm","4",4,NA,"lm_forest",0.0166064016177902
"fpt1",4,5,10000,100,27,"vcm","4",4,NA,"lm_forest",0.0161869398318648
"fpt2",4,5,10000,100,27,"vcm","4",4,NA,"lm_forest",0.0163670078628958
"grad",4,5,10000,100,28,"vcm","4",4,NA,"lm_forest",0.0159382594496486
"fpt1",4,5,10000,100,28,"vcm","4",4,NA,"lm_forest",0.0155546695469198
"fpt2",4,5,10000,100,28,"vcm","4",4,NA,"lm_forest",0.0155214515224049
"grad",4,5,10000,100,29,"vcm","4",4,NA,"lm_forest",0.0168241635165873
"fpt1",4,5,10000,100,29,"vcm","4",4,NA,"lm_forest",0.0164318769879021
"fpt2",4,5,10000,100,29,"vcm","4",4,NA,"lm_forest",0.0165178142030617
"grad",4,5,10000,100,30,"vcm","4",4,NA,"lm_forest",0.0164397666625174
"fpt1",4,5,10000,100,30,"vcm","4",4,NA,"lm_forest",0.0169144420682104
"fpt2",4,5,10000,100,30,"vcm","4",4,NA,"lm_forest",0.016815336650013
"grad",4,5,10000,100,31,"vcm","4",4,NA,"lm_forest",0.0185880425868194
"fpt1",4,5,10000,100,31,"vcm","4",4,NA,"lm_forest",0.0187062672720703
"fpt2",4,5,10000,100,31,"vcm","4",4,NA,"lm_forest",0.0191989734132862
"grad",4,5,10000,100,32,"vcm","4",4,NA,"lm_forest",0.013440264839825
"fpt1",4,5,10000,100,32,"vcm","4",4,NA,"lm_forest",0.0132968083147776
"fpt2",4,5,10000,100,32,"vcm","4",4,NA,"lm_forest",0.0132546850853045
"grad",4,5,10000,100,33,"vcm","4",4,NA,"lm_forest",0.0179204207248115
"fpt1",4,5,10000,100,33,"vcm","4",4,NA,"lm_forest",0.0174543637045407
"fpt2",4,5,10000,100,33,"vcm","4",4,NA,"lm_forest",0.0180971970405568
"grad",4,5,10000,100,34,"vcm","4",4,NA,"lm_forest",0.0177869228718283
"fpt1",4,5,10000,100,34,"vcm","4",4,NA,"lm_forest",0.0178436469346439
"fpt2",4,5,10000,100,34,"vcm","4",4,NA,"lm_forest",0.0182226370424057
"grad",4,5,10000,100,35,"vcm","4",4,NA,"lm_forest",0.0180375769014728
"fpt1",4,5,10000,100,35,"vcm","4",4,NA,"lm_forest",0.0182935463520008
"fpt2",4,5,10000,100,35,"vcm","4",4,NA,"lm_forest",0.0182732902719501
"grad",4,5,10000,100,36,"vcm","4",4,NA,"lm_forest",0.0165807870984094
"fpt1",4,5,10000,100,36,"vcm","4",4,NA,"lm_forest",0.0169664577424633
"fpt2",4,5,10000,100,36,"vcm","4",4,NA,"lm_forest",0.0165469143868092
"grad",4,5,10000,100,37,"vcm","4",4,NA,"lm_forest",0.0153398936110732
"fpt1",4,5,10000,100,37,"vcm","4",4,NA,"lm_forest",0.0156661667165421
"fpt2",4,5,10000,100,37,"vcm","4",4,NA,"lm_forest",0.0152803421487531
"grad",4,5,10000,100,38,"vcm","4",4,NA,"lm_forest",0.0223489230942898
"fpt1",4,5,10000,100,38,"vcm","4",4,NA,"lm_forest",0.0223870133009157
"fpt2",4,5,10000,100,38,"vcm","4",4,NA,"lm_forest",0.0218007276147186
"grad",4,5,10000,100,39,"vcm","4",4,NA,"lm_forest",0.0135907364606149
"fpt1",4,5,10000,100,39,"vcm","4",4,NA,"lm_forest",0.013615927997395
"fpt2",4,5,10000,100,39,"vcm","4",4,NA,"lm_forest",0.0135765036191016
"grad",4,5,10000,100,40,"vcm","4",4,NA,"lm_forest",0.0161103705390407
"fpt1",4,5,10000,100,40,"vcm","4",4,NA,"lm_forest",0.0161377208034203
"fpt2",4,5,10000,100,40,"vcm","4",4,NA,"lm_forest",0.0159610227006677
"grad",4,5,10000,100,41,"vcm","4",4,NA,"lm_forest",0.0178622222733265
"fpt1",4,5,10000,100,41,"vcm","4",4,NA,"lm_forest",0.0180588803315822
"fpt2",4,5,10000,100,41,"vcm","4",4,NA,"lm_forest",0.0179764446349414
"grad",4,5,10000,100,42,"vcm","4",4,NA,"lm_forest",0.0163843283644426
"fpt1",4,5,10000,100,42,"vcm","4",4,NA,"lm_forest",0.0163078202843094
"fpt2",4,5,10000,100,42,"vcm","4",4,NA,"lm_forest",0.0165303392460823
"grad",4,5,10000,100,43,"vcm","4",4,NA,"lm_forest",0.0171436271501742
"fpt1",4,5,10000,100,43,"vcm","4",4,NA,"lm_forest",0.0175781787787327
"fpt2",4,5,10000,100,43,"vcm","4",4,NA,"lm_forest",0.0174126398629351
"grad",4,5,10000,100,44,"vcm","4",4,NA,"lm_forest",0.0206265785759461
"fpt1",4,5,10000,100,44,"vcm","4",4,NA,"lm_forest",0.0206569939671631
"fpt2",4,5,10000,100,44,"vcm","4",4,NA,"lm_forest",0.02016736490045
"grad",4,5,10000,100,45,"vcm","4",4,NA,"lm_forest",0.012729904672254
"fpt1",4,5,10000,100,45,"vcm","4",4,NA,"lm_forest",0.0126436156577254
"fpt2",4,5,10000,100,45,"vcm","4",4,NA,"lm_forest",0.012906170857811
"grad",4,5,10000,100,46,"vcm","4",4,NA,"lm_forest",0.0179439424096857
"fpt1",4,5,10000,100,46,"vcm","4",4,NA,"lm_forest",0.0181789843828289
"fpt2",4,5,10000,100,46,"vcm","4",4,NA,"lm_forest",0.017871747374486
"grad",4,5,10000,100,47,"vcm","4",4,NA,"lm_forest",0.0181514166154608
"fpt1",4,5,10000,100,47,"vcm","4",4,NA,"lm_forest",0.0182859207937883
"fpt2",4,5,10000,100,47,"vcm","4",4,NA,"lm_forest",0.0177452392918139
"grad",4,5,10000,100,48,"vcm","4",4,NA,"lm_forest",0.0206450531696649
"fpt1",4,5,10000,100,48,"vcm","4",4,NA,"lm_forest",0.0208207302382143
"fpt2",4,5,10000,100,48,"vcm","4",4,NA,"lm_forest",0.0203611915302148
"grad",4,5,10000,100,49,"vcm","4",4,NA,"lm_forest",0.018491464877938
"fpt1",4,5,10000,100,49,"vcm","4",4,NA,"lm_forest",0.0187099780206212
"fpt2",4,5,10000,100,49,"vcm","4",4,NA,"lm_forest",0.0179188010598881
"grad",4,5,10000,100,50,"vcm","4",4,NA,"lm_forest",0.0168675724391882
"fpt1",4,5,10000,100,50,"vcm","4",4,NA,"lm_forest",0.0172033859808231
"fpt2",4,5,10000,100,50,"vcm","4",4,NA,"lm_forest",0.0167219473218921
"grad",256,5,10000,100,1,"vcm","4",4,NA,"lm_forest",0.0489251114325902
"fpt1",256,5,10000,100,1,"vcm","4",4,NA,"lm_forest",0.0468861985360384
"fpt2",256,5,10000,100,1,"vcm","4",4,NA,"lm_forest",0.047267553055767
"grad",256,5,10000,100,2,"vcm","4",4,NA,"lm_forest",0.0515608389093234
"fpt1",256,5,10000,100,2,"vcm","4",4,NA,"lm_forest",0.0506443885286091
"fpt2",256,5,10000,100,2,"vcm","4",4,NA,"lm_forest",0.0515143019650168
"grad",256,5,10000,100,3,"vcm","4",4,NA,"lm_forest",0.0468432316995835
"fpt1",256,5,10000,100,3,"vcm","4",4,NA,"lm_forest",0.0453473676064384
"fpt2",256,5,10000,100,3,"vcm","4",4,NA,"lm_forest",0.0464569841763783
"grad",256,5,10000,100,4,"vcm","4",4,NA,"lm_forest",0.0470919510550471
"fpt1",256,5,10000,100,4,"vcm","4",4,NA,"lm_forest",0.0469434230137348
"fpt2",256,5,10000,100,4,"vcm","4",4,NA,"lm_forest",0.0458868673019859
"grad",256,5,10000,100,5,"vcm","4",4,NA,"lm_forest",0.0469438638079194
"fpt1",256,5,10000,100,5,"vcm","4",4,NA,"lm_forest",0.0448369128717966
"fpt2",256,5,10000,100,5,"vcm","4",4,NA,"lm_forest",0.046001749114962
"grad",256,5,10000,100,6,"vcm","4",4,NA,"lm_forest",0.0466439654636567
"fpt1",256,5,10000,100,6,"vcm","4",4,NA,"lm_forest",0.0448767109173431
"fpt2",256,5,10000,100,6,"vcm","4",4,NA,"lm_forest",0.0456969327747948
"grad",256,5,10000,100,7,"vcm","4",4,NA,"lm_forest",0.051163711098144
"fpt1",256,5,10000,100,7,"vcm","4",4,NA,"lm_forest",0.0497595508620597
"fpt2",256,5,10000,100,7,"vcm","4",4,NA,"lm_forest",0.0505538346389888
"grad",256,5,10000,100,8,"vcm","4",4,NA,"lm_forest",0.0486120735888428
"fpt1",256,5,10000,100,8,"vcm","4",4,NA,"lm_forest",0.0470533341977465
"fpt2",256,5,10000,100,8,"vcm","4",4,NA,"lm_forest",0.0486037797589972
"grad",256,5,10000,100,9,"vcm","4",4,NA,"lm_forest",0.0457639165639593
"fpt1",256,5,10000,100,9,"vcm","4",4,NA,"lm_forest",0.0438158737034291
"fpt2",256,5,10000,100,9,"vcm","4",4,NA,"lm_forest",0.0442319223365018
"grad",256,5,10000,100,10,"vcm","4",4,NA,"lm_forest",0.0483487087229341
"fpt1",256,5,10000,100,10,"vcm","4",4,NA,"lm_forest",0.0466907100130872
"fpt2",256,5,10000,100,10,"vcm","4",4,NA,"lm_forest",0.0478224905037412
"grad",256,5,10000,100,11,"vcm","4",4,NA,"lm_forest",0.0501277205374076
"fpt1",256,5,10000,100,11,"vcm","4",4,NA,"lm_forest",0.0475782282947046
"fpt2",256,5,10000,100,11,"vcm","4",4,NA,"lm_forest",0.0506544087818479
"grad",256,5,10000,100,12,"vcm","4",4,NA,"lm_forest",0.0504467187122769
"fpt1",256,5,10000,100,12,"vcm","4",4,NA,"lm_forest",0.0478695460291284
"fpt2",256,5,10000,100,12,"vcm","4",4,NA,"lm_forest",0.0492854384680196
"grad",256,5,10000,100,13,"vcm","4",4,NA,"lm_forest",0.0516189280354319
"fpt1",256,5,10000,100,13,"vcm","4",4,NA,"lm_forest",0.0495558211123344
"fpt2",256,5,10000,100,13,"vcm","4",4,NA,"lm_forest",0.0501359505969152
"grad",256,5,10000,100,14,"vcm","4",4,NA,"lm_forest",0.0530663088124959
"fpt1",256,5,10000,100,14,"vcm","4",4,NA,"lm_forest",0.0518721869826565
"fpt2",256,5,10000,100,14,"vcm","4",4,NA,"lm_forest",0.0527771914929878
"grad",256,5,10000,100,15,"vcm","4",4,NA,"lm_forest",0.0464330662545647
"fpt1",256,5,10000,100,15,"vcm","4",4,NA,"lm_forest",0.0445897568870372
"fpt2",256,5,10000,100,15,"vcm","4",4,NA,"lm_forest",0.0447526890742523
"grad",256,5,10000,100,16,"vcm","4",4,NA,"lm_forest",0.0469435117992234
"fpt1",256,5,10000,100,16,"vcm","4",4,NA,"lm_forest",0.0453482072017227
"fpt2",256,5,10000,100,16,"vcm","4",4,NA,"lm_forest",0.0466849938878141
"grad",256,5,10000,100,17,"vcm","4",4,NA,"lm_forest",0.050659094040806
"fpt1",256,5,10000,100,17,"vcm","4",4,NA,"lm_forest",0.048774208457205
"fpt2",256,5,10000,100,17,"vcm","4",4,NA,"lm_forest",0.0491826614345083
"grad",256,5,10000,100,18,"vcm","4",4,NA,"lm_forest",0.0492986369816486
"fpt1",256,5,10000,100,18,"vcm","4",4,NA,"lm_forest",0.0475550891439712
"fpt2",256,5,10000,100,18,"vcm","4",4,NA,"lm_forest",0.0483652796034199
"grad",256,5,10000,100,19,"vcm","4",4,NA,"lm_forest",0.0504349062318255
"fpt1",256,5,10000,100,19,"vcm","4",4,NA,"lm_forest",0.0490569201872429
"fpt2",256,5,10000,100,19,"vcm","4",4,NA,"lm_forest",0.0491884768721258
"grad",256,5,10000,100,20,"vcm","4",4,NA,"lm_forest",0.0495459395471428
"fpt1",256,5,10000,100,20,"vcm","4",4,NA,"lm_forest",0.0471029204854844
"fpt2",256,5,10000,100,20,"vcm","4",4,NA,"lm_forest",0.0489805083119847
"grad",256,5,10000,100,21,"vcm","4",4,NA,"lm_forest",0.0495465476226075
"fpt1",256,5,10000,100,21,"vcm","4",4,NA,"lm_forest",0.0487454510578231
"fpt2",256,5,10000,100,21,"vcm","4",4,NA,"lm_forest",0.0484138869100604
"grad",256,5,10000,100,22,"vcm","4",4,NA,"lm_forest",0.0541500877798727
"fpt1",256,5,10000,100,22,"vcm","4",4,NA,"lm_forest",0.0520743769665108
"fpt2",256,5,10000,100,22,"vcm","4",4,NA,"lm_forest",0.0532881098480478
"grad",256,5,10000,100,23,"vcm","4",4,NA,"lm_forest",0.0472788442133336
"fpt1",256,5,10000,100,23,"vcm","4",4,NA,"lm_forest",0.0463972426418049
"fpt2",256,5,10000,100,23,"vcm","4",4,NA,"lm_forest",0.0470499361406293
"grad",256,5,10000,100,24,"vcm","4",4,NA,"lm_forest",0.0480773401099974
"fpt1",256,5,10000,100,24,"vcm","4",4,NA,"lm_forest",0.0471886895655437
"fpt2",256,5,10000,100,24,"vcm","4",4,NA,"lm_forest",0.0480369827851458
"grad",256,5,10000,100,25,"vcm","4",4,NA,"lm_forest",0.0516882044441192
"fpt1",256,5,10000,100,25,"vcm","4",4,NA,"lm_forest",0.0497623211073327
"fpt2",256,5,10000,100,25,"vcm","4",4,NA,"lm_forest",0.0507164719748476
"grad",256,5,10000,100,26,"vcm","4",4,NA,"lm_forest",0.0527007337639211
"fpt1",256,5,10000,100,26,"vcm","4",4,NA,"lm_forest",0.0520073919191182
"fpt2",256,5,10000,100,26,"vcm","4",4,NA,"lm_forest",0.0516361103342637
"grad",256,5,10000,100,27,"vcm","4",4,NA,"lm_forest",0.0505432500608552
"fpt1",256,5,10000,100,27,"vcm","4",4,NA,"lm_forest",0.0489859201341767
"fpt2",256,5,10000,100,27,"vcm","4",4,NA,"lm_forest",0.0501289287630081
